ticker,name,exchange,category name,country
TRAN.BA,Compañía de Transporte de Energía Eléctrica en Alta Tensión Transener S.A.,BUE,Electric Utilities,Argentina
APBR.BA,Petróleo Brasileiro S.A. - Petrobras,BUE,Major Integrated Oil & Gas,Argentina
CSCO.BA,"Cisco Systems, Inc.",BUE,Communication Equipment,Argentina
COME.BA,Sociedad Comercial del Plata S.A.,BUE,Conglomerates,Argentina
BHIP.BA,Banco Hipotecario S.A.,BUE,Money Center Banks,Argentina
RIGO.BA,Rigolleau S.A.,BUE,Personal Products,Argentina
LEDE.BA,Ledesma Sociedad Anónima Agrícola Industrial,BUE,Farm Products,Argentina
GCLA.BA,Grupo Clarín S.A.,BUE,Entertainment - Diversified,Argentina
APBRA.BA,Petróleo Brasileiro S.A. - Petrobras,BUE,,Argentina
ABX.BA,Barrick Gold Corporation,BUE,Gold,Argentina
MOLI.BA,Molinos Rio de la Plata S.A.,BUE,Food - Major Diversified,Argentina
TGNO4.BA,Transportadora de Gas del Norte S.A.,BUE,Gas Utilities,Argentina
PSUR.BA,Petrolera del Conosur S.A.,BUE,Oil & Gas Drilling & Exploration,Argentina
KOFM.BA,Coca-Cola FEMSA S.A.B de C.V.,BUE,,Argentina
HD.BA,"The Home Depot, Inc.",BUE,Home Improvement Stores,Argentina
FERR.BA,Ferrum Sociedad Anonima de Ceramica y Metalurgia,BUE,General Building Materials,Argentina
FNMA.BA,Federal National Mortgage Association,BUE,Mortgage Investment,Argentina
FRAN.BA,BBVA Banco Francés S.A.,BUE,Money Center Banks,Argentina
SAMI.BA,S.A. San Miguel A.G.I.C.I. y F.,BUE,Farm Products,Argentina
SEMI.BA,Molinos Juan Semino S.A.,BUE,Farm Products,Argentina
JMIN.BA,Holcim (Argentina) S.A.,BUE,General Building Materials,Argentina
PATY.BA,Quickfood Sociedad Anonima,BUE,Food - Major Diversified,Argentina
KO.BA,The Coca-Cola Company,BUE,Beverages - Soft Drinks,Argentina
KMB.BA,Kimberly-Clark Corporation,BUE,Personal Products,Argentina
TS.BA,Tenaris S.A.,BUE,Steel & Iron,Argentina
YPCZO.BA,YPF SA 2% NTS 10/03/2017 USD1,BUE,,Argentina
NEM.BA,Newmont Mining Corporation,BUE,Gold,Argentina
OYP19.BA,YPF SA 1.29% GTD NTS 04/2017 US,BUE,,Argentina
NKE.BA,"NIKE, Inc.",BUE,Textile - Apparel Footwear & Accessories,Argentina
BRIO6.BA,Banco Santander Rio S.A.,BUE,Money Center Banks,Argentina
BRIO.BA,Banco Santander Rio S.A.,BUE,Money Center Banks,Argentina
DIY0.BA,Argentina,BUE,,Argentina
AY24.BA,Argentina,BUE,,Argentina
AS17.BA,Argentina,BUE,,Argentina
AGRO.BA,Agrometal S.A.I.,BUE,Farm & Construction Machinery,Argentina
DICE.BA,Argentina,BUE,,Argentina
OVO3P.BA,OVOPROT INTERNATIO FRN 05/06/20,BUE,,Argentina
AO20.BA,Argentina,BUE,,Argentina
