ticker,name,exchange,category name,country
GA04.QA,State Of Qatar,DOH,,Qatar
GWCS.QA,Gulf Warehousing Company Q.P.S.C.,DOH,,Qatar
VFQS.QA,Vodafone Qatar Q.S.C.,DOH,,Qatar
QOIS.QA,Qatar Oman Investment Company Q.S.C.,DOH,,Qatar
QIIK.QA,Qatar International Islamic Bank (Q.S.C),DOH,,Qatar
QFLS.QA,Qatar Fuel Company Q.S.C.,DOH,,Qatar
MRDS.QA,Mazaya Qatar Real Estate Development Q.S.C.,DOH,,Qatar
MARK.QA,Masraf Al Rayan (Q.P.S.C.),DOH,,Qatar
IQCD.QA,Industries Qatar Q.S.C.,DOH,,Qatar
ERES.QA,Ezdan Holding Group Q.S.C.,DOH,,Qatar
DOHI.QA,Doha Insurance Company Q.S.C.,DOH,,Qatar
BRES.QA,Barwa Real Estate Company,DOH,,Qatar
QGRI.QA,Qatar General Insurance & Reinsurance Company PJSC,DOH,,Qatar
TB33.QA,QA CB TBill 182D 01Dec15,DOH,,Qatar
MERS.QA,Al Meera Consumer Goods Company Q.S.C.,DOH,,Qatar
QNCD.QA,Qatar National Cement Company (Q.S.C.),DOH,,Qatar
TB31.QA,QA CB Tbill 273D 02Feb16,DOH,,Qatar
DBIS.QA,Dlala Brokerage and Investment Holding Company (Q.P.S.C),DOH,,Qatar
QGMD.QA,Qatari German Company for Medical Devices Q.S.C.,DOH,,Qatar
TB37.QA,QA CB TBill 273D 05Apr16,DOH,,Qatar
QATI.QA,Qatar Insurance Company S.A.Q.,DOH,,Qatar
AKHI.QA,Al Khaleej Takaful Group (Q.P.S.C.),DOH,,Qatar
ABQK.QA,Ahli Bank Q.S.C.,DOH,,Qatar
WDAM.QA,Widam Food Company Q.S.C.,DOH,,Qatar
QIGD.QA,Qatari Investors Group Q.S.C.,DOH,,Qatar
AHCS.QA,Aamal Company Q.P.S.C.,DOH,,Qatar
GISS.QA,Gulf International Services Q.S.C.,DOH,,Qatar
MCGS.QA,Medicare Group Q.S.C.,DOH,,Qatar
QIMD.QA,Qatar Industrial Manufacturing Company Q.P.S.C.,DOH,,Qatar
TB25.QA,QA CB TBill 273D 01Dec2015,DOH,,Qatar
QGTS.QA,Qatar Gas Transport Company Limited (Nakilat) Q.S.C.,DOH,,Qatar
DHBK.QA,Doha Bank Q.S.C.,DOH,,Qatar
QISI.QA,Qatar Islamic Insurance Company Q.S.C,DOH,,Qatar
QNNS.QA,Qatar Navigation Q.P.S.C.,DOH,,Qatar
CBQK.QA,The Commercial Bank (P.S.Q.C.),DOH,,Qatar
QCFS.QA,Qatar Cinema and Film Distribution Company (Q.P.S.C),DOH,,Qatar
IHGS.QA,Islamic Holding Group (Q.S.C.),DOH,,Qatar
NLCS.QA,Alijarah Holding (Q.P.S.C),DOH,,Qatar
TB28.QA,QA CB TBill 273D 05Jan2016,DOH,,Qatar
GA03.QA,QA CB Gov Bond 2.75 Jun16,DOH,,Qatar
ORDS.QA,Ooredoo Q.P.S.C.,DOH,,Qatar
QEWS.QA,Qatar Electricity and Water Company Q.S.C.,DOH,,Qatar
UDCD.QA,United Development Company Q.P.S.C.,DOH,,Qatar
QIBK.QA,Qatar Islamic Bank (Q.P.S.C.),DOH,,Qatar
TB34.QA,QA CB Tbill 273D Mar16,DOH,,Qatar
SIIS.QA,Salam International Investment Limited Q.P.S.C.,DOH,,Qatar
QNBK.QA,Qatar National Bank S.A.Q.,DOH,,Qatar
TB36.QA,QA CB TBill 182D 05Jan16,DOH,,Qatar
GA02.QA,State Of Qatar,DOH,,Qatar
MPHC.QA,Mesaieed Petrochemical Holding Company Q.S.C.,DOH,,Qatar
KCBK.QA,Al Khalij Commercial Bank (al khaliji) P.Q.S.C.,DOH,,Qatar
MCCS.QA,Mannai Corporation Q.P.S.C.,DOH,,Qatar
GA01.QA,QA CB Gov Bond 2.75 Mar16,DOH,,Qatar
ZHCD.QA,Zad Holding Company Q.S.C.,DOH,,Qatar
GA13.QA,QA CB Gov Bond 2.75 Sep20,DOH,,Qatar
GA16.QA,State Of Qatar,DOH,,Qatar
GA09.QA,QA CB Gov Bond 2.25 Jun17,DOH,,Qatar
GA05.QA,QA CB Gov Bond 2.75 Sep16,DOH,,Qatar
GA08.QA,State Of Qatar,DOH,,Qatar
GA10.QA,State Of Qatar,DOH,,Qatar
GA12.QA,State Of Qatar,DOH,,Qatar
GA15.QA,QA CB Gov Bond 3.75 Sep25,DOH,,Qatar
GA17.QA,State Of Qatar,DOH,,Qatar
GA18.QA,State Of Qatar,DOH,,Qatar
GA06.QA,State Of Qatar,DOH,,Qatar
GA11.QA,State Of Qatar,DOH,,Qatar
GA19.QA,State Of Qatar,DOH,,Qatar
GA07.QA,QA CB Gov Bond 2.75 Dec16,DOH,,Qatar
GA14.QA,State Of Qatar,DOH,,Qatar
TB49.QA,QA CB Tbill 273D 02Aug16,DOH,,Qatar
TB48.QA,QA CB Tbill 182D 03May16,DOH,,Qatar
TB52.QA,QA CB Tbill 273D 01Sep16,DOH,,Qatar
TB45.QA,QA CB Tbill 182D 05Apr16,DOH,,Qatar
TB51.QA,QA CB Tbill 182D 02Jun16,DOH,,Qatar
TB46.QA,QA CB Tbill 273D 05Jul16,DOH,,Qatar
TB40.QA,QA CB Tbill 273D 03May16,DOH,,Qatar
TB43.QA,QA CB Tbill 273D 02Jun16,DOH,,Qatar
