ticker,name,exchange,category name,country
BVCC.CR,"BOLSA DE VALORES DE CARACAS, C.",CCS,,Venezuela
BBP-O.CR,BANESCO PRF.,CCS,,Venezuela
CC152P.CR,CARABOBO15-2,CCS,,Venezuela
MPA.CR,"MANUFACTURAS DE PAPEL, S.A.C.A.",CCS,,Venezuela
ABC-B.CR,"BANCO DEL CARIBE, C.A. BANCO UN",CCS,,Venezuela
EN154.CR,ENVASE15-4,CCS,,Venezuela
TPG.CR,"TELARES DE PALO GRANDE, C.A.",CCS,,Venezuela
VNS-A.CR,VENASETA 'A,CCS,,Venezuela
F413P.CR,FVI.14-I-3 P,CCS,,Venezuela
DOM-O.CR,DOMINGUEZ,CCS,,Venezuela
MVZ-A.CR,MERCANTIL SERVICIOS FINANCIEROS,CCS,,Venezuela
EN153.CR,ENVASE15-3,CCS,,Venezuela
SV-B.CR,"INVERSIONES SELVA, C.A. CLASE '",CCS,,Venezuela
TY137.CR,TOYOTA 3-I7,CCS,,Venezuela
TDV-D.CR,C.A. NACIONAL TELEFONOS DE VENE,CCS,,Venezuela
BPV.CR,"BANCO PROVINCIAL, S.A. BANCO UN",CCS,,Venezuela
CPLPB.CR,"CARGOPORT LOGISTIC, C.A. CLASE",CCS,,Venezuela
VNS-B.CR,VENASETA 'B,CCS,,Venezuela
FNC-O.CR,FNC. (S.ESP),CCS,,Venezuela
VCM-2.CR,CEMEX. II,CCS,,Venezuela
D94417.CR,DP04947-0011,CCS,,Venezuela
ENV.CR,ENVASES VENEZOLANOS S.A.,CCS,,Venezuela
FNC.CR,"FABRICA NACIONAL DE CEMENTOS, C",CCS,,Venezuela
RST.CR,C.A. RON SANTA TERESA,CCS,,Venezuela
PGR.CR,"PROAGRO, C.A.",CCS,,Venezuela
SPTBO.CR,SUELOPETROL,CCS,,Venezuela
GZL.CR,"GRUPO ZULIANO, C.A. S.A.C.A",CCS,,Venezuela
GZL-O.CR,GPO. ZULIANO,CCS,,Venezuela
ABCPC.CR,B.CARIBE P-C,CCS,,Venezuela
ABC-A.CR,"BANCO DEL CARIBE, C.A. BANCO UN",CCS,,Venezuela
FVIMY.CR,FVI ADRS,CCS,,Venezuela
SVSR1.CR,SIVENSA ADR,CCS,,Venezuela
BBC.CR,BANESCO. B.U,CCS,,Venezuela
BFC.CR,B.FOND.COMUN,CCS,,Venezuela
BNC.CR,"BANCO NACIONAL DE CREDITO, C.A.",CCS,,Venezuela
BOU.CR,BANCO OCCIDENTAL DE DECUENTO BA,CCS,,Venezuela
BVC-O.CR,B.V.DE CCS.,CCS,,Venezuela
BVL-O.CR,B.VZLA.S.ESP,CCS,,Venezuela
BVL.CR,"BANCO DE VENEZUELA, S.A. BANCO",CCS,,Venezuela
CCR.CR,CERAMICA CARABOBO S.A.C.A,CCS,,Venezuela
CC152.CR,CARABOBO-152,CCS,,Venezuela
IVC.CR,C.A. INMUEBLES Y VALORES CARACA,CCS,,Venezuela
VCM-1.CR,CEMEX .I,CCS,,Venezuela
CGQ.CR,CGQ.CR,CCS,,Venezuela
CIE.CR,CORPORACION INDUSTRAIL DE ENERG,CCS,,Venezuela
