H (A/m)	M (A/m)
3978873.5751313814	1060993.4419777815
3952347.751297172	1060992.2309975761
3925821.9274629634	1060991.007213899
3899296.103628754	1060989.770492441
3872770.279794545	1060988.5206627932
3846244.4559603357	1060987.2575344169
3819718.632126127	1060985.9809263304
3793192.808291918	1060984.690641361
3766666.9844577084	1060983.3864830865
3740141.160623499	1060982.0682467239
3713615.3367892904	1060980.7357382523
3687089.512955081	1060979.3887410813
3660563.689120872	1060978.0270531254
3634037.8652866627	1060976.6504550872
3607512.041452454	1060975.2587238862
3580986.2176182447	1060973.851644956
3554460.3937840355	1060972.4289869505
3527934.569949826	1060970.9905185935
3501408.7461156175	1060969.5360015894
3474882.922281408	1060968.065201679
3448357.098447199	1060966.5778714586
3421831.27461299	1060965.0737618213
3395305.450778781	1060963.5526189073
3368779.6269445717	1060962.01418405
3342253.8031103625	1060960.458193655
3315727.9792761537	1060958.8843777487
3289202.1554419445	1060957.2924650821
3262676.3316077353	1060955.6821752607
3236150.507773526	1060954.0532237515
3209624.6839393172	1060952.4053204863
3183098.8601051085	1060950.7381697195
3156573.0362708988	1060949.0514699037
3130047.2124366895	1060947.3449135607
3103521.3886024808	1060945.618187116
3076995.564768272	1060943.8709707565
3050469.7409340623	1060942.102940422
3023943.917099853	1060940.3137593425
2997418.0932656443	1060938.5030900855
2970892.269431435	1060936.670586441
2944366.445597226	1060934.8158951341
2917840.621763017	1060932.9386557122
2891314.797928808	1060931.038500375
2864788.9740945986	1060929.1150537534
2838263.15026039	1060927.167932745
2811737.3264261805	1060925.1967467237
2785211.5025919713	1060923.201095776
2758685.678757762	1060921.1805727845
2732159.854923553	1060919.1347617393
2705634.031089344	1060917.0632378517
2679108.207255135	1060914.9655673844
2652582.383420926	1060912.8413073614
2626056.5595867164	1060910.6900053697
2599530.7357525076	1060908.5111993356
2573004.911918299	1060906.3044172206
2546479.088084089	1060904.069176799
2519953.26424988	1060901.8049853663
2493427.440415671	1060899.5113419904
2466901.616581462	1060897.187727373
2440375.792747252	1060894.833618133
2413849.9689130434	1060892.4484768987
2387324.1450788346	1060890.0317543973
2360798.3212446254	1060887.5828890938
2334272.497410416	1060885.101306879
2307746.6735762074	1060882.5864207572
2281220.849741998	1060880.0376304293
2254695.025907789	1060877.4543220436
2228169.2020735797	1060874.8358676818
2201643.378239371	1060872.181629878
2175117.5544051616	1060869.4909421427
2148591.7305709524	1060866.7631368395
2122065.906736743	1060863.9975261185
2095540.0829025342	1060861.1934060387
2069014.2590683252	1060858.350056164
2042488.4352341164	1060855.4667390718
2015962.611399907	1060852.542699889
1989436.7875656977	1060849.5771657664
1962910.963731489	1060846.569352987
1936385.1398972794	1060843.5184363127
1909859.31606307	1060840.423593122
1883333.4922288612	1060837.2839733881
1856807.6683946522	1060834.098706358
1830281.8445604432	1060830.8668999036
1803756.020726234	1060827.587639888
1777230.196892025	1060824.259989642
1750704.3730578157	1060820.882999743
1724178.5492236067	1060817.4556652918
1697652.7253893975	1060813.9769877654
1671126.9015551885	1060810.4459328635
1644601.0777209792	1060806.8614400828
1618075.2538867702	1060803.2224217418
1591549.430052561	1060799.527762388
1565023.6062183513	1060795.776330139
1538497.7823841427	1060791.966926561
1511971.9585499333	1060788.098359018
1485446.1347157238	1060784.1693913385
1458920.3108815148	1060780.1787547031
1432394.4870473053	1060776.1251459038
1405868.663213096	1060772.0072297852
1379342.8393788866	1060767.8236322806
1352817.0155446772	1060763.5729434856
1326291.1917104684	1060759.253715318
1299765.367876259	1060754.8644601977
1273239.5440420494	1060750.4036498072
1246713.7202078402	1060745.8697137581
1220187.8963736307	1060741.2610381497
1193662.0725394217	1060736.5759641994
1167136.2487052123	1060731.8127862809
1140610.424871003	1060726.9697512235
1114084.6010367938	1060722.0450556197
1087558.7772025845	1060717.0368450142
1061032.9533683753	1060711.9432116633
1034507.129534166	1060706.762192588
1007981.3056999566	1060701.491768113
981455.4818657474	1060696.1298582007
954929.658031538	1060690.6743258918
928403.8341973288	1060685.1229651647
901878.0103631194	1060679.4735094858
875352.1865289103	1060673.7236201623
848826.3626947008	1060667.870892143
822300.5388604916	1060661.912844839
795774.7150262822	1060655.8469228009
769248.8911920731	1060649.6704924442
742723.0673578638	1060643.3808384459
716197.2435236546	1060636.9751612674
689671.4196894455	1060630.4505736558
663145.5958552363	1060623.8040977903
636619.772021027	1060617.0326612846
610093.9481868178	1060610.1330937438
583568.1243526087	1060603.1021230423
557042.3005183995	1060595.9363711155
530516.4766841902	1060588.6323501596
503990.65284998104	1060581.18645799
477464.82901577186	1060573.5949734848
450939.0051815626	1060565.854052264
424413.18134735344	1060557.9597209557
397887.35751314426	1060549.907872465
371361.53367893497	1060541.694260401
344835.70984472585	1060533.3144933176
318309.8860105166	1060524.7640285806
291784.0621763074	1060516.0381664236
265258.2383420982	1060507.132042415
238732.414507889	1060498.0406218176
212206.5906736798	1060488.758690611
185680.76683947057	1060479.2808496037
159154.9430052614	1060469.6015049324
132629.1191710522	1060459.71485999
106103.29533684293	1060449.6149062144
79577.47150263375	1060439.2954151693
53051.64766842457	1060428.749925806
26525.82383421531	1060417.9717377063
6.1733682846189024e-09	1060406.9538949602
-26525.823834202976	1060395.689180443
-53051.64766841223	1060384.170099827
-79577.47150262143	1060372.3888694793
-106103.2953368306	1060360.3374015172
-132629.11917103978	1060348.0072930797
-159154.94300524905	1060335.389808121
-185680.76683945823	1060322.4758614774
-212206.5906736675	1060309.2560027752
-238732.4145078767	1060295.7203981257
-265258.23834208585	1060281.8588110826
-291784.06217629503	1060267.6605824705
-318309.8860105043	1060253.1146089344
-344835.7098447135	1060238.2093204516
-371361.5336789227	1060222.9326561696
-397887.3575131319	1060207.2720389373
-424413.18134734116	1060191.2143484447
-450939.00518155034	1060174.7458910062
-477464.8290157596	1060157.8523721776
-503990.65284996876	1060140.5188607094
-530516.476684178	1060122.7297556833
-557042.3005183872	1060104.4687492705
-583568.1243525964	1060085.7187873074
-610093.9481868056	1060066.462028219
-636619.7720210148	1060046.6797950887
-663145.595855224	1060026.3525321912
-689671.4196894332	1060005.459751075
-716197.2435236424	1059983.97997705
-742723.0673578517	1059961.8906891542
-769248.8911920608	1059939.1682590009
-795774.7150262699	1059915.7878831255
-822300.5388604793	1059891.7235120314
-848826.3626946885	1059866.9477673518
-875352.1865288978	1059841.431866518
-901878.0103631071	1059815.1455282443
-928403.8341973164	1059788.0568776925
-954929.6580315257	1059760.1323423183
-981455.4818657349	1059731.3365398645
-1007981.3056999443	1059701.6321572463
-1034507.1295341535	1059670.979823225
-1061032.9533683627	1059639.3379580239
-1087558.7772025722	1059606.6626349078
-1114084.6010367814	1059572.9073957275
-1140610.424870991	1059538.0230931558
-1167136.2487052	1059501.9576706642
-1193662.0725394094	1059464.6559789563
-1220187.8963736186	1059426.0595022358
-1246713.7202078279	1059386.1061631974
-1273239.5440420373	1059344.7299758652
-1299765.3678762466	1059301.8608141472
-1326291.1917104558	1059257.4240574634
-1352817.015544665	1059211.340171385
-1379342.8393788743	1059163.5244064978
-1405868.6632130835	1059113.8863209172
-1432394.487047293	1059062.3292462255
-1458920.3108815022	1059008.7516225316
-1485446.1347157112	1058953.0393956834
-1511971.9585499207	1058895.0755148332
-1538497.78238413	1058834.7327098195
-1565023.6062183394	1058771.8742026442
-1591549.4300525486	1058706.3528153494
-1618075.253886758	1058638.0099909962
-1644601.0777209667	1058566.6746639868
-1671126.9015551761	1058492.1619849487
-1697652.7253893851	1058414.2719217264
-1724178.5492235944	1058332.7876451472
-1750704.3730578034	1058247.4737069532
-1777230.1968920128	1058158.0739980955
-1803756.0207262216	1058064.3093867071
-1830281.8445604306	1057965.8750560817
-1856807.66839464	1057862.4373857344
-1883333.4922288489	1057753.630493161
-1909859.316063058	1057639.0561285391
-1936385.139897267	1057518.2637150958
-1962910.9637314763	1057390.7663638056
-1989436.7875656853	1057256.0206331713
-2015962.6113998946	1057113.4221907242
-2042488.435234104	1056962.2966862016
-2069014.2590683128	1056801.8887987642
-2095540.0829025218	1056631.3538649469
-2122065.906736731	1056449.724991061
-2148591.7305709403	1056255.9171962368
-2175117.554405149	1056048.6888046893
-2201643.3782393583	1055826.6148570487
-2228169.2020735675	1055588.0496525227
-2254695.0259077763	1055331.0864473265
-2281220.8497419856	1055053.4683092323
-2307746.673576195	1054752.5409786447
-2334272.497410404	1054425.121206236
-2360798.321244613	1054067.3567745162
-2387324.1450788225	1053674.487036456
-2413849.9689130313	1053240.5796396614
-2440375.7927472405	1052758.0089028133
-2466901.6165814493	1052216.7121214399
-2493427.4404156585	1051602.9801853716
-2519953.2642498678	1050897.1567811614
-2546479.088084077	1050068.7026109097
-2573004.911918286	1049065.1165562214
-2599530.735752495	1047773.9641843408
-2626056.5595867042	1045728.3289416465
-2652582.3834209135	-1060912.8412242236
-2679108.2072551223	-1060914.9625435907
-2705634.0310893315	-1060917.0603598198
-2732159.854923541	-1060919.1319312202
-2758685.67875775	-1060921.1777909973
