H (A/m)	M (A/m)
3978873.5751313814	996526.1449589428
3952347.751297172	996524.9570761627
3925821.9274629634	996523.7559195604
3899296.103628754	996522.5413159833
3872770.279794545	996521.3130877481
3846244.4559603357	996520.0710258231
3819718.632126127	996518.8149168161
3793192.808291918	996517.5445567629
3766666.9844577084	996516.2597243893
3740141.160623499	996514.9601942649
3713615.3367892904	996513.645749755
3687089.512955081	996512.3161530207
3660563.689120872	996510.9711777479
3634037.8652866627	996509.6105815043
3607512.041452454	996508.2341210117
3580986.2176182447	996506.8415453719
3554460.3937840355	996505.4326073264
3527934.569949826	996504.0070461628
3501408.7461156175	996502.5645988946
3474882.922281408	996501.1049972619
3448357.098447199	996499.6279676955
3421831.27461299	996498.1332297031
3395305.450778781	996496.6205012978
3368779.6269445717	996495.0894907952
3342253.8031103625	996493.5399016126
3315727.9792761537	996491.9714314531
3289202.1554419445	996490.3837717298
3262676.3316077353	996488.7766075106
3236150.507773526	996487.1496173348
3209624.6839393172	996485.502476417
3183098.8601051085	996483.8348418546
3156573.0362708988	996482.146377925
3130047.2124366895	996480.4367340128
3103521.3886024808	996478.7055536659
3076995.564768272	996476.952472868
3050469.7409340623	996475.1771198815
3023943.917099853	996473.3791150119
2997418.0932656443	996471.558070429
2970892.269431435	996469.7135899572
2944366.445597226	996467.8452688408
2917840.621763017	996465.9526938719
2891314.797928808	996464.0354418101
2864788.9740945986	996462.0930811453
2838263.15026039	996460.125170531
2811737.3264261805	996458.1312588481
2785211.5025919713	996456.1108849674
2758685.678757762	996454.0635774678
2732159.854923553	996451.9888543369
2705634.031089344	996449.8862227463
2679108.207255135	996447.7551786745
2652582.383420926	996445.5952066657
2626056.5595867164	996443.405781759
2599530.7357525076	996441.1863601871
2573004.911918299	996438.9363923735
2546479.088084089	996436.6553137582
2519953.26424988	996434.3425466961
2493427.440415671	996431.9974999935
2466901.616581462	996429.6195685911
2440375.792747252	996427.2081331473
2413849.9689130434	996424.7625596289
2387324.1450788346	996422.2821988886
2360798.3212446254	996419.7663906377
2334272.497410416	996417.2144455746
2307746.6735762074	996414.6256707857
2281220.849741998	996411.9993521767
2254695.025907789	996409.3347582403
2228169.2020735797	996406.6311394715
2201643.378239371	996403.8877279154
2175117.5544051616	996401.1037365794
2148591.7305709524	996398.278358827
2122065.906736743	996395.4107749485
2095540.0829025342	996392.5001233959
2069014.2590683252	996389.5455419023
2042488.4352341164	996386.5461392939
2015962.611399907	996383.5010016109
1989436.7875656977	996380.4091913672
1962910.963731489	996377.2697469064
1936385.1398972794	996374.0816912646
1909859.31606307	996370.8439930552
1883333.4922288612	996367.5556225701
1856807.6683946522	996364.2155134201
1830281.8445604432	996360.8225708656
1803756.020726234	996357.3756710296
1777230.196892025	996353.8736597986
1750704.3730578157	996350.3153635667
1724178.5492236067	996346.6995423763
1697652.7253893975	996343.0249567739
1671126.9015551885	996339.2903219158
1644601.0777209792	996335.494319161
1618075.2538867702	996331.6355886483
1591549.430052561	996327.7127369284
1565023.6062183513	996323.724330201
1538497.7823841427	996319.6688941945
1511971.9585499333	996315.5449125995
1485446.1347157238	996311.3508259938
1458920.3108815148	996307.0850301993
1432394.4870473053	996302.7458745072
1405868.663213096	996298.3316604802
1379342.8393788866	996293.8406399314
1352817.0155446772	996289.2710133605
1326291.1917104684	996284.6209277287
1299765.367876259	996279.8884752569
1273239.5440420494	996275.071690606
1246713.7202078402	996270.1685495528
1220187.8963736307	996265.1769663421
1193662.0725394217	996260.0947916433
1167136.2487052123	996254.9198090343
1140610.424871003	996249.6497371359
1114084.6010367938	996244.282218717
1087558.7772025845	996238.8148270462
1061032.9533683753	996233.2450555982
1034507.129534166	996227.5703201276
1007981.3056999566	996221.7879545179
981455.4818657474	996215.8952054625
954929.658031538	996209.88923175
928403.8341973288	996203.767098592
901878.0103631194	996197.5257761134
875352.1865289103	996191.1621335233
848826.3626947008	996184.672936925
822300.5388604916	996178.0548433095
795774.7150262822	996171.3043977667
769248.8911920731	996164.41802762
742723.0673578638	996157.3920384423
716197.2435236546	996150.222608652
689671.4196894455	996142.9057840899
663145.5958552363	996135.4374726372
636619.772021027	996127.8134383739
610093.9481868178	996120.0292949524
583568.1243526087	996112.0804999886
557042.3005183995	996103.9623474117
530516.4766841902	996095.6699608364
503990.65284998104	996087.1982861137
477464.82901577186	996078.5420825874
450939.0051815626	996069.6959163579
424413.18134735344	996060.6541494406
397887.35751314426	996051.4109326937
371361.53367893497	996041.9601942346
344835.70984472585	996032.2956302495
318309.8860105166	996022.4106934797
291784.0621763074	996012.2985833487
265258.2383420982	996001.9522311965
238732.414507889	995991.364290384
212206.5906736798	995980.5271212202
185680.76683947057	995969.4327767884
159154.9430052614	995958.0729878509
132629.1191710522	995946.4391472475
106103.29533684293	995934.5222944238
79577.47150263375	995922.3130945128
53051.64766842457	995909.8018215715
26525.82383421531	995896.9783379406
6.1733682846189024e-09	995883.8320729461
-26525.823834202976	995870.352000293
-53051.64766841223	995856.5266139273
-79577.47150262143	995842.3439027057
-106103.2953368306	995827.7913230926
-132629.11917103978	995812.8557699375
-159154.94300524905	995797.5235474604
-185680.76683945823	995781.7803332638
-212206.5906736675	995765.6111463303
-238732.4145078767	995749.0003085084
-265258.23834208585	995731.9314048447
-291784.06217629503	995714.3872412094
-318309.8860105043	995696.3497987936
-344835.7098447135	995677.8001863611
-371361.5336789227	995658.718585488
-397887.3575131319	995639.0841978625
-424413.18134734116	995618.8751876275
-450939.00518155034	995598.068608797
