UID,Session,Sample,d13Cwg_VPDB,d18Owg_VSMOW,d45,d46,d47,d48,d49,d13C_VPDB,d18O_VSMOW,D47raw,D48raw,D49raw,D47
C274,2015-05,MD88-770_bullo250,-3.725,25.192,4.628655,16.080843,20.214681,31.749585,-0.038808,0.640579,41.786406,-0.435371,-0.649614,-35.657554,0.677086
C275,2015-05,MD00-2360_ruber250,-3.725,25.192,4.826561,11.983844,16.309788,23.471191,0.188173,1.003406,37.555413,-0.501197,-0.625012,-27.954263,0.578697
C278,2015-05,ETH-3,-3.725,25.192,5.519355,11.915384,16.995890,23.366267,0.233510,1.748213,37.483098,-0.470871,-0.592245,-28.494774,0.618336
C279,2015-05,MD88-770_bullo250,-3.725,25.192,4.639793,16.001522,20.126647,31.454740,0.126210,0.655430,41.704474,-0.456342,-0.779197,-35.361843,0.651651
C289,2015-05,ETH-1,-3.725,25.192,5.814021,11.510867,16.558178,22.360206,0.598428,2.078832,37.064707,-0.810300,-0.776022,-27.680056,0.211700
C290,2015-05,ETH-2,-3.725,25.192,-6.183269,-5.155252,-12.086682,-10.569105,0.437131,-10.159008,19.883397,-0.679651,-0.288199,17.352516,0.220910
C291,2015-05,ETH-3,-3.725,25.192,5.486084,11.864201,16.902293,23.246162,0.329683,1.714450,37.430325,-0.479037,-0.608442,-28.270519,0.608127
C292,2015-05,ETH-4,-3.725,25.192,-6.238112,-5.317399,-12.109608,-10.745877,-1.139290,-10.211747,19.716092,-0.485783,-0.140906,16.134600,0.451768
C299,2015-05,ETH-2,-3.725,25.192,-6.198543,-5.174503,-12.134053,-10.637636,-1.025611,-10.174659,19.863554,-0.692712,-0.318753,15.920312,0.205106
E303,2017-06,ETH-1,-3.737,33.922,5.460131,3.059140,7.969110,5.750767,-0.051003,2.057337,37.132975,-0.683072,-0.374540,-11.786478,0.211428
E304,2017-06,ETH-3,-3.737,33.922,5.179607,3.453905,8.420343,6.801761,0.145184,1.738980,37.549663,-0.334689,-0.117135,-12.062860,0.611694
E305,2017-06,ETH-2,-3.737,33.922,-6.394229,-13.314197,-20.130266,-26.315685,-0.522587,-10.153306,19.905897,-0.539686,0.139063,33.191445,0.185538
E306,2017-06,ETH-3,-3.737,33.922,5.151761,3.350472,8.287252,6.442406,-0.139977,1.712729,37.440727,-0.336749,-0.267932,-12.115290,0.608448
E307,2017-06,ETH-1,-3.737,33.922,5.409032,2.900499,7.770367,5.556698,-0.757783,2.007996,36.965912,-0.672329,-0.251217,-12.124474,0.222337
E308,2017-06,ETH-3,-3.737,33.922,5.125263,3.311188,8.232666,6.553463,-0.851669,1.685529,37.399390,-0.325200,-0.079318,-12.714765,0.621248
E309,2017-06,ETH-2,-3.737,33.922,-6.437675,-13.439936,-20.281956,-26.632228,-1.351281,-10.195563,19.773489,-0.524105,0.068792,32.641481,0.202282
E310,2017-06,ETH-3,-3.737,33.922,5.193725,3.400852,8.403238,6.436325,0.336163,1.756247,37.493720,-0.314165,-0.374361,-11.786332,0.634980
E311,2017-06,MD08-3182_pachyS200,-3.737,33.922,4.240719,6.798353,10.775233,13.381356,-0.205226,0.597682,41.076445,-0.309456,-0.258028,-17.867671,0.656336
E313,2017-06,MD08-3179_inflata315,-3.737,33.922,4.169986,7.076235,10.970991,13.797404,0.315236,0.510737,41.369460,-0.314442,-0.399448,-17.815387,0.651970
E315,2017-06,MD02-2577_menardi560,-3.737,33.922,5.312270,5.168670,10.252218,10.114910,-0.776761,1.818237,39.356455,-0.334585,-0.246558,-16.418023,0.624159
E316,2017-06,MOCOSED_CWuel400,-3.737,33.922,4.815998,9.128009,13.694738,18.112167,0.078351,1.132976,43.530194,-0.288358,-0.223060,-22.637457,0.700068
E317,2017-06,ETH-1,-3.737,33.922,5.373610,2.801700,7.619480,5.234723,-0.314942,1.973374,36.861877,-0.688845,-0.374390,-11.458201,0.202489
E318,2017-06,MD08-3182_bullo315,-3.737,33.922,3.489476,7.014036,10.211663,13.923028,0.247469,-0.223296,41.305529,-0.305655,-0.152088,-17.052723,0.656871
E319,2017-06,MOCOSED_pachyS250,-3.737,33.922,4.325015,8.082461,12.113537,15.869954,0.314356,0.640820,42.429507,-0.326006,-0.354522,-19.903025,0.646485
E320,2017-06,MD08-3179_inflata355,-3.737,33.922,4.401070,6.239239,10.363019,12.137334,-0.395375,0.792136,40.486840,-0.335951,-0.375352,-17.149302,0.623348
E321,2017-06,ETH-2,-3.737,33.922,-6.430181,-13.316532,-20.167554,-26.249787,-1.276275,-10.192120,19.903521,-0.538083,0.211485,32.456953,0.187115
E322,2017-06,MD12-3426_orbulina560,-3.737,33.922,5.647389,3.517023,8.961081,6.764835,-0.101025,2.242788,37.615071,-0.340425,-0.279573,-12.917647,0.608798
E323,2017-06,MD02-2577_orbulina560,-3.737,33.922,5.627507,4.632203,10.060578,9.123464,-0.422340,2.179456,38.790350,-0.322878,-0.160870,-15.365432,0.636216
E324,2017-06,ETH-3,-3.737,33.922,5.106094,3.268348,8.161132,6.355533,-0.484878,1.666394,37.354288,-0.334493,-0.190565,-12.249378,0.610170
E325,2017-06,MD08-3179_truncaS450,-3.737,33.922,4.619894,6.145872,10.504584,12.065893,-0.108145,1.032417,40.387925,-0.329371,-0.260388,-16.915880,0.631805
E350,2017-06,MD02-2577_menardi500,-3.737,33.922,5.225882,4.913691,9.887386,9.411125,-0.133188,1.734316,39.087950,-0.357686,-0.436074,-15.203546,0.595360
E351,2017-06,MD12-3426_menardi500,-3.737,33.922,5.119822,4.809116,9.704989,9.343152,-0.595257,1.623471,38.977995,-0.327152,-0.295330,-15.346615,0.628946
E352,2017-06,MD08-3179_ruber250,-3.737,33.922,4.482608,5.043781,9.253691,9.695841,-0.475391,0.925161,39.226810,-0.349532,-0.412960,-15.014822,0.600386
E353,2017-06,ETH-3,-3.737,33.922,5.151512,3.339650,8.277714,6.499058,-0.645085,1.712865,37.429322,-0.335349,-0.190090,-12.593159,0.609980
E354,2017-06,MOCOSED_CWuel355,-3.737,33.922,4.877981,9.153730,13.782676,17.939308,-0.714418,1.199085,43.557153,-0.290311,-0.443760,-23.525333,0.698433
E355,2017-06,MD08-3182_bullo250,-3.737,33.922,3.457656,6.841528,9.996061,13.521398,-0.224367,-0.251268,41.123806,-0.317951,-0.205629,-17.152379,0.641398
E357,2017-06,MD02-2577_ruber250,-3.737,33.922,4.595354,3.740449,8.088732,7.300272,-0.497023,1.096027,37.853024,-0.344486,-0.193142,-12.639451,0.598288
E359,2017-06,MD08-3182_bullo355,-3.737,33.922,3.546490,7.005029,10.255206,13.762795,0.460710,-0.161266,41.295901,-0.312377,-0.292213,-16.885428,0.649501
E360,2017-06,MD03-2680_pachyD200,-3.737,33.922,4.143474,6.918362,10.775047,13.695937,0.071726,0.487961,41.203148,-0.326903,-0.186049,-17.724293,0.636441
E361,2017-06,2FPA1_UviMed400,-3.737,33.922,3.957989,7.506830,11.175360,14.843882,-0.802226,0.265218,41.823748,-0.314732,-0.222758,-19.515718,0.653016
E362,2017-06,ETH-2,-3.737,33.922,-6.409430,-13.326482,-20.151366,-26.336162,-0.707617,-10.169290,19.892986,-0.533198,0.142935,33.042292,0.192794
E363,2017-06,MD00-2360_menardi560,-3.737,33.922,5.220234,4.653822,9.636552,8.876278,-0.491478,1.737946,38.814100,-0.346023,-0.448805,-15.050084,0.606967
E364,2017-06,MD00-2360_ruber250,-3.737,33.922,4.463944,3.326897,7.559214,6.479997,-0.182641,0.969343,37.417514,-0.329780,-0.183615,-11.390933,0.611488
E365,2017-06,ETH-3,-3.737,33.922,5.101184,3.247711,8.151407,6.244937,-0.389473,1.661855,37.332552,-0.318881,-0.259313,-12.110022,0.627906
E366,2017-06,MOCOSED_CWuel315,-3.737,33.922,4.899786,9.274611,13.903777,18.108280,-0.025971,1.218157,43.684492,-0.311001,-0.517299,-23.105150,0.675659
E368,2017-06,MD95-2014_bullo315,-3.737,33.922,5.016456,8.257979,13.002070,16.345267,-0.019592,1.382442,42.612833,-0.329721,-0.234964,-21.283551,0.648238
E369,2017-06,MD08-3179_inflata315,-3.737,33.922,3.585626,6.790975,10.074692,13.285179,-0.057103,-0.110901,41.070227,-0.322308,-0.338265,-17.024576,0.636960
E370,2017-06,MD08-3179_inflata400,-3.737,33.922,4.462334,6.132788,10.310756,11.900260,-0.249609,0.862416,40.374511,-0.346590,-0.398008,-16.865513,0.610865
E372,2017-06,MD08-3179_truncaS355,-3.737,33.922,4.545888,6.087728,10.367944,11.923614,-0.075526,0.954516,40.326826,-0.331778,-0.285394,-16.694959,0.628139
E374,2017-06,2FPA1_UviMed400,-3.737,33.922,3.916255,7.583333,11.202102,14.815319,-0.274746,0.217195,41.904471,-0.320042,-0.402708,-19.101009,0.647142
E375,2017-06,MD12-3426_menardi560,-3.737,33.922,5.125614,4.726703,9.633044,9.237812,0.372117,1.632827,38.891130,-0.323713,-0.235672,-14.240700,0.632382
E376,2017-06,ETH-3,-3.737,33.922,5.173366,3.485373,8.446354,6.841103,-0.387439,1.731047,37.582841,-0.333323,-0.140775,-12.643296,0.613427
E377,2017-06,MD00-2360_menardi500,-3.737,33.922,5.210059,4.618576,9.578971,9.036281,-0.120220,1.728257,38.776980,-0.358117,-0.220132,-14.605673,0.592791
E378,2017-06,ETH-1,-3.737,33.922,5.426529,2.955392,7.813661,5.689730,-0.720348,2.024870,37.023720,-0.701116,-0.228400,-12.212034,0.189806
E379,2017-06,MD00-2360_orbulina500,-3.737,33.922,5.575688,3.604656,8.973954,6.979268,-0.394333,2.161915,37.707593,-0.339966,-0.241258,-13.301549,0.609408
E380,2017-06,MD08-3179_truncaD400,-3.737,33.922,4.491460,6.083064,10.308024,11.943865,-0.320165,0.895795,40.322040,-0.330627,-0.256118,-16.869804,0.629048
E381,2017-06,SU90-03_bullo250,-3.737,33.922,3.219676,6.542348,9.470119,12.745688,-0.446187,-0.497575,40.809079,-0.301934,-0.376853,-16.547843,0.656116
E382,2017-06,MD04-2720_pachyD200,-3.737,33.922,5.062718,8.295094,13.113843,16.196598,0.309160,1.431112,42.651837,-0.303077,-0.454797,-21.080631,0.679370
E383,2017-06,MD95-2014_bullo315,-3.737,33.922,3.627725,6.870959,10.190232,13.488023,0.100294,-0.068343,41.154418,-0.329305,-0.296996,-17.067254,0.629762
E384,2017-06,ETH-2,-3.737,33.922,-6.409953,-13.326956,-20.155788,-26.291288,-0.523246,-10.169838,19.892488,-0.536694,0.189990,33.234445,0.188778
E385,2017-06,MD12-3401_bullo250,-3.737,33.922,4.219580,7.198535,11.154571,14.241731,-0.918394,0.559822,41.498229,-0.303212,-0.204189,-19.312329,0.666011
E386,2017-06,MD08-3179_inflata250,-3.737,33.922,4.290234,6.146315,10.148207,11.936879,-0.260460,0.675684,40.389175,-0.343928,-0.388714,-16.722601,0.612804
E387,2017-06,ETH-3,-3.737,33.922,5.128238,3.305329,8.205576,6.190306,-0.238728,1.688968,37.393208,-0.349373,-0.428408,-12.100880,0.593504
E388,2017-06,MD00-2360_ruber250,-3.737,33.922,4.413545,3.350183,7.512285,6.470668,-0.391321,0.913934,37.442173,-0.347405,-0.239290,-11.589499,0.591075
E389,2017-06,MD02-2577_ruber250,-3.737,33.922,4.582781,3.870776,8.210467,7.685091,-1.263872,1.077535,37.990399,-0.338473,-0.070867,-13.635510,0.605965
E390,2017-06,ETH-3,-3.737,33.922,5.201351,3.529411,8.514464,6.984703,-0.214056,1.759677,37.629184,-0.337652,-0.085935,-12.586491,0.608950
E391,2017-06,MD02-2577_menardi500,-3.737,33.922,5.239253,5.048025,10.053577,9.866019,-0.607131,1.743749,39.229486,-0.338283,-0.252922,-15.942814,0.618603
E392,2017-06,MD00-2360_menardi500,-3.737,33.922,5.167780,4.683381,9.608938,9.094014,-0.130332,1.680078,38.845375,-0.348465,-0.291910,-14.696372,0.603997
E393,2017-06,MD08-3179_inflata315,-3.737,33.922,4.398896,6.146117,10.290325,12.056899,-0.347918,0.793272,40.388708,-0.314687,-0.269762,-16.921606,0.647103
E394,2017-06,ETH-1,-3.737,33.922,5.424233,3.011827,7.869069,5.602189,0.024013,2.020268,37.083199,-0.699106,-0.427919,-11.583125,0.192471
E395,2017-06,SU90-03_bullo250,-3.737,33.922,3.258381,6.653108,9.608222,13.016954,-0.217095,-0.459842,40.925712,-0.313114,-0.329121,-16.575544,0.644300
E396,2017-06,MD08-3182_bullo250,-3.737,33.922,3.455469,6.882173,10.043713,13.515739,-0.166474,-0.255156,41.166645,-0.308213,-0.291927,-17.171146,0.652823
E397,2017-06,MOCOSED_CWuel315,-3.737,33.922,4.840463,9.119441,13.692420,18.122065,-0.904243,1.159770,43.521106,-0.307412,-0.196362,-23.606782,0.678327
E398,2017-06,MD04-2720_pachyD200,-3.737,33.922,5.051078,8.371858,13.169513,16.415651,-0.267882,1.415643,42.732762,-0.311023,-0.391545,-21.779604,0.670685
E399,2017-06,ETH-2,-3.737,33.922,-6.376820,-13.319823,-20.084486,-26.454495,-0.657328,-10.134255,19.899927,-0.505456,0.007886,33.044442,0.224876
E400,2017-06,MD95-2014_bullo315,-3.737,33.922,3.595109,6.820575,10.127686,13.341905,-0.265822,-0.101749,41.101398,-0.308501,-0.341083,-17.296424,0.653060
E401,2017-06,2FPA1_UviMed400,-3.737,33.922,3.936480,7.377213,11.011511,14.500675,-0.274037,0.246797,41.687202,-0.328187,-0.303662,-18.726971,0.636571
E402,2017-06,MD12-3401_bullo250,-3.737,33.922,4.151898,7.027660,10.926313,13.739166,-0.182554,0.492984,41.318312,-0.292637,-0.360440,-18.192254,0.676531
E403,2017-06,ETH-3,-3.737,33.922,5.118208,3.299531,8.193885,6.376150,-0.051507,1.678333,37.387122,-0.344994,-0.232231,-11.894153,0.598418
E404,2017-06,MD00-2360_ruber250,-3.737,33.922,4.417353,3.281088,7.452448,6.157430,-0.743108,0.920647,37.369348,-0.343003,-0.412772,-11.807616,0.595691
E405,2017-06,MD02-2577_ruber250,-3.737,33.922,4.598414,3.780534,8.113490,7.323179,-0.667138,1.097835,37.895260,-0.362326,-0.250258,-12.888170,0.578114
E406,2017-06,MD02-2577_menardi500,-3.737,33.922,5.259552,5.074517,10.104677,10.077784,0.244498,1.764721,39.257357,-0.334442,-0.095992,-15.176459,0.623327
E407,2017-06,MD00-2360_menardi500,-3.737,33.922,5.276300,4.663023,9.699424,9.116157,-0.342463,1.798268,38.823664,-0.350295,-0.229456,-14.979516,0.602521
E408,2017-06,ETH-3,-3.737,33.922,5.177087,3.412806,8.366903,6.401839,-0.265158,1.737795,37.506357,-0.344825,-0.432430,-12.386067,0.599777
E409,2017-06,MD08-3179_inflata315,-3.737,33.922,4.451546,6.214880,10.383406,12.340855,-0.605338,0.847667,40.461049,-0.343818,-0.125937,-17.361632,0.614516
E410,2017-06,SU90-03_bullo250,-3.737,33.922,3.275121,6.693126,9.653454,13.124039,-0.204274,-0.443226,40.967846,-0.324607,-0.302932,-16.657238,0.631500
E411,2017-06,ETH-1,-3.737,33.922,5.406793,2.898305,7.761652,5.454450,-0.356124,2.005656,36.963606,-0.676526,-0.348501,-11.720790,0.217493
E412,2017-06,2FPA1_UviMed400,-3.737,33.922,3.856075,7.346865,10.896338,14.273247,-0.856561,0.160929,41.655411,-0.329858,-0.467549,-19.156955,0.633890
E413,2017-06,MD08-3182_bullo250,-3.737,33.922,3.456595,6.858526,10.024884,13.411942,-0.981487,-0.253052,41.141722,-0.304925,-0.347356,-17.928152,0.656445
E414,2017-06,MOCOSED_CWuel315,-3.737,33.922,4.930165,9.382034,14.039710,18.465892,0.193514,1.247011,43.797628,-0.312764,-0.379032,-23.126532,0.674564
E415,2017-06,ETH-3,-3.737,33.922,5.171734,3.446718,8.417369,6.570775,-1.069252,1.730731,37.542108,-0.322520,-0.332214,-13.240348,0.625548
E416,2017-06,MD95-2014_bullo315,-3.737,33.922,3.610446,6.890408,10.223042,13.691956,0.019449,-0.087768,41.174955,-0.298062,-0.134465,-17.165979,0.665605
E417,2017-06,2FPA1_UviMed400,-3.737,33.922,3.919968,7.412366,11.040407,14.611901,-0.602086,0.227613,41.724287,-0.316946,-0.263833,-19.099028,0.649583
E418,2017-06,MD12-3401_bullo250,-3.737,33.922,4.153366,7.076376,10.964846,13.993010,-0.442804,0.492748,41.369648,-0.303585,-0.206861,-18.542644,0.664308
E419,2017-06,ETH-2,-3.737,33.922,-6.397698,-13.302932,-20.067265,-26.260373,-0.886454,-10.157486,19.917777,-0.483044,0.173040,32.795977,0.250546
E420,2017-06,MD00-2360_ruber250,-3.737,33.922,4.383606,3.245848,7.378780,6.423256,-0.163419,0.885452,37.332291,-0.346930,-0.078439,-11.130687,0.590717
E421,2017-06,MD02-2577_ruber250,-3.737,33.922,4.583132,3.805483,8.142702,7.322215,-0.985346,1.080363,37.921589,-0.342100,-0.300911,-13.234686,0.601373
E422,2017-06,ETH-1,-3.737,33.922,5.482922,3.020424,7.936176,5.641831,0.374209,2.083451,37.092120,-0.701167,-0.405649,-11.315145,0.190574
E423,2017-06,MD04-2720_pachyD200,-3.737,33.922,5.035452,8.267868,13.060003,16.340306,-0.177909,1.402627,42.623209,-0.301685,-0.259455,-21.477073,0.680595
E424,2017-06,2FPA1_UviMed400,-3.737,33.922,3.919955,7.465111,11.076455,14.627579,-0.048012,0.225624,41.779873,-0.332746,-0.353065,-18.656159,0.631811
E425,2017-06,SU90-03_bullo250,-3.737,33.922,3.271995,6.670348,9.637274,12.824987,-0.350711,-0.445756,40.943849,-0.315176,-0.552793,-16.754285,0.642145
E426,2017-06,MD02-2577_menardi500,-3.737,33.922,5.218851,4.965940,9.952669,9.894318,-0.196970,1.724749,39.143029,-0.336953,-0.061578,-15.359631,0.619440
E427,2017-06,MD08-3182_bullo250,-3.737,33.922,3.489167,6.834688,10.025081,13.416225,-0.822623,-0.216914,41.116523,-0.314940,-0.295794,-17.760271,0.645026
E428,2017-06,MD00-2360_menardi500,-3.737,33.922,5.117302,4.561847,9.423630,8.959336,-0.528112,1.630014,38.717417,-0.361273,-0.183460,-14.801466,0.588144
E429,2017-06,ETH-3,-3.737,33.922,5.087717,3.192346,8.042770,6.106985,-0.658559,1.649360,37.274237,-0.358550,-0.286036,-12.254737,0.581943
E430,2017-06,MOCOSED_CWuel315,-3.737,33.922,4.939650,9.355086,14.011022,18.457879,0.107753,1.258283,43.769206,-0.324543,-0.333520,-23.168876,0.660941
E431,2017-06,MD12-3401_bullo250,-3.737,33.922,4.184246,7.183286,11.083409,14.096770,-0.027958,0.522159,41.482242,-0.322398,-0.316815,-18.372271,0.643656
E432,2017-06,2FPA1_UviMed400,-3.737,33.922,3.940274,7.440360,11.090335,14.669970,-0.282409,0.248538,41.753741,-0.315752,-0.262177,-18.859996,0.651280
E433,2017-06,ETH-3,-3.737,33.922,5.169184,3.398229,8.361139,6.561806,-0.096330,1.729790,37.491014,-0.328153,-0.244502,-12.182810,0.618748
E434,2017-06,ETH-2,-3.737,33.922,-6.425774,-13.335461,-20.135254,-26.450112,-0.539382,-10.186636,19.883562,-0.490858,0.044087,33.252801,0.241178
E435,2017-06,MD03-2680_pachyD200,-3.737,33.922,4.113631,6.764480,10.606101,13.383007,-0.424682,0.461432,41.041050,-0.313145,-0.189126,-17.885860,0.650989
E436,2017-06,MD08-3182_pachyS200,-3.737,33.922,4.172491,6.677468,10.581247,12.973606,-0.479112,0.528381,40.949212,-0.313243,-0.420268,-17.833900,0.650711
E437,2017-06,MOCOSED_pachyS200,-3.737,33.922,4.223773,7.805506,11.758514,15.431204,-1.073163,0.541635,42.137877,-0.302703,-0.237002,-20.628686,0.670663
E438,2017-06,MD04-2720_pachyD200,-3.737,33.922,5.062856,8.295452,13.109070,16.247842,-0.186447,1.431247,42.652214,-0.308277,-0.405103,-21.566466,0.673409
E439,2017-06,MD08-3179_ruber250,-3.737,33.922,4.516830,4.999850,9.246574,9.702182,-0.223320,0.963839,39.180432,-0.348757,-0.319291,-14.717562,0.601222
E440,2017-06,ETH-2,-3.737,33.922,-6.410657,-13.389614,-20.201556,-26.483065,0.225032,-10.168231,19.826457,-0.520247,0.120017,34.137819,0.207222
E441,2017-06,MD08-3179_truncaS355,-3.737,33.922,4.554409,6.151402,10.446439,11.934433,-0.340355,0.961351,40.393909,-0.325065,-0.401236,-17.086516,0.636322
E442,2017-06,2FPA1_UviMed400,-3.737,33.922,3.872600,7.375087,10.932987,14.480283,-0.560042,0.177753,41.685113,-0.338129,-0.319537,-18.937091,0.624706
E443,2017-06,ETH-3,-3.737,33.922,5.125439,3.322144,8.237449,6.429537,-0.320718,1.685309,37.410936,-0.331371,-0.224262,-12.211499,0.614245
E444,2017-06,MD08-3179_inflata250,-3.737,33.922,4.172658,5.912513,9.824041,11.658637,-0.879968,0.557217,40.143062,-0.315622,-0.198967,-16.760362,0.642894
E446,2017-06,MD00-2360_menardi450,-3.737,33.922,5.209643,4.847258,9.823124,9.356353,-0.750456,1.719234,39.017978,-0.339663,-0.358147,-15.666698,0.615476
E447,2017-06,MD08-3182_pachyS200,-3.737,33.922,4.247284,6.912815,10.888725,13.594990,-0.502044,0.600499,41.197056,-0.315688,-0.274598,-18.385390,0.649995
E448,2017-06,MD08-3179_truncaD315,-3.737,33.922,4.437361,6.121773,10.272986,12.076025,-0.189289,0.835806,40.362962,-0.347561,-0.202488,-16.758990,0.609503
E449,2017-06,ETH-3,-3.737,33.922,5.150549,3.397080,8.318659,6.787274,-1.250820,1.709669,37.489847,-0.350022,-0.018269,-13.301632,0.593526
E450,2017-06,ETH-1,-3.737,33.922,5.420102,2.939838,7.809878,5.657981,-0.290229,2.018499,37.007344,-0.683040,-0.228953,-11.750012,0.210390
E451,2017-06,MOCOSED_pachyS200,-3.737,33.922,4.251187,7.905208,11.885148,15.657641,-0.745167,0.567567,42.242884,-0.302968,-0.211886,-20.526030,0.671213
E452,2017-06,MD03-2680_pachyD200,-3.737,33.922,4.086748,6.764731,10.588440,13.349749,-0.713275,0.432333,41.041378,-0.303246,-0.222437,-18.141874,0.662157
E453,2017-06,MD08-3182_bullo315,-3.737,33.922,3.400466,6.700044,9.816402,13.306703,-1.174800,-0.307853,40.974839,-0.298890,-0.136430,-17.755865,0.661921
E454,2017-07,MD12-3426_menardi500,-3.724,33.969,5.144133,4.849231,9.773603,9.412978,-0.418735,1.672484,39.090711,-0.323405,-0.305993,-15.275340,0.638252
E456,2017-07,MD08-3179_ruber250,-3.724,33.969,4.488397,4.966196,9.219562,9.734971,-0.740376,0.957097,39.216112,-0.313409,-0.219870,-15.132610,0.645895
E460,2017-07,MD08-3179_truncaS355,-3.724,33.969,4.462465,6.179296,10.383125,12.085211,-0.670483,0.883429,40.500547,-0.320551,-0.307727,-17.368787,0.645981
E461,2017-07,ETH-3,-3.724,33.969,5.192642,3.448857,8.423160,6.748065,-0.197028,1.777698,37.607947,-0.340327,-0.160402,-12.404782,0.608782
E462,2017-07,ETH-2,-3.724,33.969,-6.413463,-13.370839,-20.166612,-26.367593,-0.900104,-10.171720,19.827579,-0.500388,0.200577,32.939019,0.215775
E463,2017-07,ETH-3,-3.724,33.969,5.148271,3.325917,8.264630,6.407206,-0.450437,1.734209,37.477890,-0.331545,-0.253965,-12.370883,0.617868
E464,2017-07,ETH-2,-3.724,33.969,-6.432150,-13.411958,-20.240766,-26.497197,-0.615421,-10.190424,19.784088,-0.515685,0.150800,33.338679,0.197418
E465,2017-07,ETH-1,-3.724,33.969,5.396376,2.833946,7.687865,5.354868,-0.228365,2.021716,36.956424,-0.675964,-0.319207,-11.458914,0.212445
E466,2017-07,ETH-3,-3.724,33.969,5.102341,3.219892,8.087327,6.193446,-0.605551,1.688394,37.365745,-0.356358,-0.255028,-12.270959,0.587679
E467,2017-07,ETH-1,-3.724,33.969,5.357325,2.767488,7.564304,5.390815,-0.345926,1.981873,36.886155,-0.693350,-0.150948,-11.405503,0.191298
