ID,Sample,T,SE_T,D47,SE_D47,Dataset,Tcorrel_001,Tcorrel_002,Tcorrel_003,Tcorrel_004,Tcorrel_005,Tcorrel_006,Tcorrel_007,Tcorrel_008,Tcorrel_009,Tcorrel_010,Tcorrel_011,Tcorrel_012,Tcorrel_013,Tcorrel_014,Tcorrel_015,Tcorrel_016,Tcorrel_017,Tcorrel_018,Tcorrel_019,Tcorrel_020,Tcorrel_021,Tcorrel_022,Tcorrel_023,Tcorrel_024,Tcorrel_025,Tcorrel_026,Tcorrel_027,Tcorrel_028,Tcorrel_029,Tcorrel_030,Tcorrel_031,Tcorrel_032,Tcorrel_033,Tcorrel_034,Tcorrel_035,Tcorrel_036,Tcorrel_037,Tcorrel_038,Tcorrel_039,Tcorrel_040,Tcorrel_041,Tcorrel_042,Tcorrel_043,Tcorrel_044,Tcorrel_045,Tcorrel_046,Tcorrel_047,Tcorrel_048,Tcorrel_049,Tcorrel_050,Tcorrel_051,Tcorrel_052,Tcorrel_053,Tcorrel_054,Tcorrel_055,Tcorrel_056,Tcorrel_057,Tcorrel_058,Tcorrel_059,Tcorrel_060,Tcorrel_061,Tcorrel_062,Tcorrel_063,Tcorrel_064,Tcorrel_065,Tcorrel_066,Tcorrel_067,Tcorrel_068,Tcorrel_069,Tcorrel_070,Tcorrel_071,Tcorrel_072,Tcorrel_073,Tcorrel_074,Tcorrel_075,Tcorrel_076,Tcorrel_077,Tcorrel_078,Tcorrel_079,Tcorrel_080,Tcorrel_081,Tcorrel_082,Tcorrel_083,Tcorrel_084,Tcorrel_085,Tcorrel_086,Tcorrel_087,Tcorrel_088,Tcorrel_089,Tcorrel_090,Tcorrel_091,Tcorrel_092,Tcorrel_093,Tcorrel_094,Tcorrel_095,Tcorrel_096,Tcorrel_097,Tcorrel_098,Tcorrel_099,Tcorrel_100,Tcorrel_101,Tcorrel_102,Tcorrel_103,Tcorrel_104,D47correl_001,D47correl_002,D47correl_003,D47correl_004,D47correl_005,D47correl_006,D47correl_007,D47correl_008,D47correl_009,D47correl_010,D47correl_011,D47correl_012,D47correl_013,D47correl_014,D47correl_015,D47correl_016,D47correl_017,D47correl_018,D47correl_019,D47correl_020,D47correl_021,D47correl_022,D47correl_023,D47correl_024,D47correl_025,D47correl_026,D47correl_027,D47correl_028,D47correl_029,D47correl_030,D47correl_031,D47correl_032,D47correl_033,D47correl_034,D47correl_035,D47correl_036,D47correl_037,D47correl_038,D47correl_039,D47correl_040,D47correl_041,D47correl_042,D47correl_043,D47correl_044,D47correl_045,D47correl_046,D47correl_047,D47correl_048,D47correl_049,D47correl_050,D47correl_051,D47correl_052,D47correl_053,D47correl_054,D47correl_055,D47correl_056,D47correl_057,D47correl_058,D47correl_059,D47correl_060,D47correl_061,D47correl_062,D47correl_063,D47correl_064,D47correl_065,D47correl_066,D47correl_067,D47correl_068,D47correl_069,D47correl_070,D47correl_071,D47correl_072,D47correl_073,D47correl_074,D47correl_075,D47correl_076,D47correl_077,D47correl_078,D47correl_079,D47correl_080,D47correl_081,D47correl_082,D47correl_083,D47correl_084,D47correl_085,D47correl_086,D47correl_087,D47correl_088,D47correl_089,D47correl_090,D47correl_091,D47correl_092,D47correl_093,D47correl_094,D47correl_095,D47correl_096,D47correl_097,D47correl_098,D47correl_099,D47correl_100,D47correl_101,D47correl_102,D47correl_103,D47correl_104
021,MD08-3179_ruber,16.30,0.50,0.6196,0.0053,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911405,0.911432,0.911485,0.911455,0.911444,0.893744,1,0.952300,0.947824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101966,0.153528,0.143538,0.115567,0.186972,0.103640,0.102938,0.086859,0.095069,0.103662,0.094356,0.110264,0.106002,0.099834,1,0.192371,0.175056,0.136882,0.091097,0.200261,0.137589,0.074929,0.132922,0.107133,0.128146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
022,MD08-3179_truncaD,13.59,0.66,0.6299,0.0041,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925952,0.925979,0.926033,0.926003,0.925992,0.908009,0.952300,1,0.962952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117591,0.204302,0.188374,0.142531,0.243674,0.126338,0.125407,0.099493,0.142558,0.132914,0.108345,0.147983,0.143239,0.139576,0.192371,1,0.237119,0.182155,0.126513,0.269426,0.192861,0.085568,0.166822,0.143814,0.166263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
023,MD08-3179_truncaS,13.92,0.52,0.6355,0.0046,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921601,0.921628,0.921681,0.921651,0.921640,0.903742,0.947824,0.962952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129809,0.195153,0.177418,0.147726,0.235396,0.132480,0.131500,0.109930,0.109061,0.133191,0.119584,0.142765,0.130693,0.130201,0.175056,0.237119,1,0.176592,0.100706,0.252265,0.167091,0.094410,0.170484,0.138645,0.156484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
024,MD12-3426_menardi,16.25,0.82,0.6177,0.0058,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.960861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108585,0.158515,0.139124,0.123936,0.191043,0.111039,0.110265,0.092183,0.072429,0.111980,0.100300,0.119970,0.100992,0.109442,0.136882,0.182155,0.176592,1,0.062006,0.204000,0.126214,0.079476,0.143410,0.116672,0.121852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
025,MD12-3426_orbulina,23.40,0.88,0.6039,0.0073,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960861,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056487,0.081671,0.089390,0.058560,0.102622,0.053500,0.053140,0.048227,0.080194,0.049915,0.052437,0.049532,0.074086,0.041916,0.091097,0.126513,0.100706,0.062006,1,0.111826,0.095555,0.041823,0.066426,0.048130,0.088143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
026,MD00-2360_menardi,18.79,0.51,0.6085,0.0037,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.977622,0.975516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155487,0.225421,0.206996,0.173662,0.273414,0.156242,0.155172,0.131694,0.125088,0.155566,0.143668,0.164370,0.148063,0.148187,0.200261,0.269426,0.252265,0.204000,0.111826,1,0.190536,0.113933,0.201227,0.160028,0.182076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
027,MD00-2360_orbulina,24.53,0.60,0.6081,0.0053,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977622,1,0.965618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082065,0.143620,0.136113,0.099140,0.172690,0.087877,0.087274,0.069714,0.109840,0.092263,0.075851,0.102235,0.101275,0.096090,0.137589,0.192861,0.167091,0.126214,0.095555,0.190536,1,0.060152,0.116017,0.099491,0.119872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
028,MD00-2360_ruber,21.91,0.52,0.5917,0.0058,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975516,0.965618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108221,0.095845,0.100079,0.156243,0.128112,0.092227,0.091635,0.158951,0.029743,0.074480,0.102218,0.061592,0.055431,0.041297,0.074929,0.085568,0.094410,0.079476,0.041823,0.113933,0.060152,1,0.106731,0.059877,0.089173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
029,MD02-2577_menardi,19.58,0.53,0.6093,0.0054,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.981070,0.986953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145904,0.161993,0.153925,0.143714,0.203123,0.132670,0.131761,0.123301,0.062733,0.119549,0.134704,0.114014,0.098904,0.092577,0.132922,0.166822,0.170484,0.143410,0.066426,0.201227,0.116017,0.106731,1,0.111068,0.135360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030,MD02-2577_orbulina,22.82,0.56,0.6153,0.0074,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981070,1,0.981052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082126,0.123746,0.107443,0.095184,0.147947,0.085083,0.084467,0.069473,0.057302,0.087038,0.075726,0.094418,0.079304,0.087192,0.107133,0.143814,0.138645,0.116672,0.048130,0.160028,0.099491,0.059877,0.111068,1,0.094135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
031,MD02-2577_ruber,23.18,0.52,0.5968,0.0053,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986953,0.981052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118554,0.142914,0.142438,0.119957,0.180691,0.110250,0.109538,0.102304,0.081333,0.100391,0.110830,0.096746,0.096099,0.079426,0.128146,0.166263,0.156484,0.121852,0.088143,0.182076,0.119872,0.089173,0.135360,0.094135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
032,CA5_05,5.00,0.50,0.6676,0.0122,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.446242,0.418683,0.347332,0,0.057893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
033,CA5_07,5.00,0.50,0.6751,0.0127,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446242,1,0.408953,0.336799,0,0.054450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
034,CA25,25.00,0.50,0.6014,0.0109,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418683,0.408953,1,0.343757,0,0.065087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
035,CA50,50.00,0.50,0.5458,0.0109,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347332,0.336799,0.343757,1,0,0.064022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
036,CA70,70.00,0.50,0.4822,0.0088,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000791,0.017388,0.148701,0.100527,0.102595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
037,CA90,90.00,0.50,0.4434,0.0111,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057893,0.054450,0.065087,0.064022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
038,CA120,120.00,0.50,0.4063,0.0100,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000791,0,1,0.045477,0.005318,0.000514,0.000207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
039,CA170,170.00,0.50,0.3457,0.0105,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017388,0,0.045477,1,0.116933,0.011300,0.004550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
040,CA200,200.00,0.50,0.3213,0.0106,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148701,0,0.005318,0.116933,1,0.096633,0.038907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
041,CA250_06,250.00,0.50,0.2830,0.0093,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100527,0,0.000514,0.011300,0.096633,1,0.296934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
042,CA250_09,250.00,0.50,0.3012,0.0099,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102595,0,0.000207,0.004550,0.038907,0.296934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
043,CA726,726.85,0.50,0.1954,0.0076,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
044,BONI_IPGP_100_A3,102.30,2.00,0.4281,0.0175,Combined I-CDES calibration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.222110,0.317724,0.077458,-0.020121,0.029214,0.012564,0.031079,0.019317,0.020076,0.023060,0.047143,0.058303,0.018245,0.012619,0.010119,0.052486,0.058241,0,0,0,0,0,0,0.086650,0.064084,0.089856,0.061419,0.104828,0.111535,0.048989,0.087255,0.059705,0.110097,0.056972,0.091169,0.076302,0.010856,0.090281,-0.001468,0.000032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
