H (A/m)	M (A/m)
-1432394.487047293	1126398.9435849984
-1458920.3108815022	1126363.231931549
-1485446.1347157112	1126326.3727481724
-1511971.9585499207	1126288.3151249879
-1538497.78238413	1126249.0052325877
-1565023.6062183394	1126208.3860691611
-1591549.4300525486	1126166.3972581953
-1618075.253886758	1126122.9748202101
-1644601.0777209667	1126078.0508668623
-1671126.9015551761	1126031.5533322212
-1697652.7253893851	1125983.405576324
-1724178.5492235944	1125933.526131938
-1750704.3730578034	1125881.8282692686
-1777230.1968920128	1125828.219479638
-1803756.0207262216	1125772.6032167133
-1830281.8445604306	1125714.8702905383
-1856807.66839464	1125654.9098866873
-1883333.4922288489	1125592.6015353566
-1909859.316063058	1125527.8161097239
-1936385.139897267	1125460.4150850044
-1962910.9637314763	1125390.2496503151
-1989436.7875656853	1125317.1597519424
-2015962.6113998946	1125240.9729966247
-2042488.435234104	1125161.5034161126
-2069014.2590683128	1125078.5501089238
-2095540.0829025218	1124991.8956914973
-2122065.906736731	1124901.3045512885
-2148591.7305709403	1124806.5208036911
-2175117.554405149	1124707.266181592
-2201643.3782393583	1124603.2372259265
-2228169.2020735675	1124494.1026865395
-2254695.0259077763	1124379.5038125692
-2281220.8497419856	1124259.0353585205
-2307746.673576195	1124132.2627688488
-2334272.497410404	1123998.7029672677
-2360798.321244613	1123857.8215652974
-2387324.1450788225	1123709.0255459715
-2413849.9689130313	1123551.6545186175
-2440375.7927472405	1123384.9704956317
-2466901.6165814493	1123208.1511164845
-2493427.4404156585	1123020.2538332418
-2519953.2642498678	1122820.2265628718
-2546479.088084077	1122606.8669596468
-2573004.911918286	1122378.7984897878
-2599530.735752495	1122134.4350229863
-2626056.5595867042	1121871.9453554966
-2652582.3834209135	1121589.161723757
-2679108.2072551223	1121283.5458000256
-2705634.0310893315	1120952.0592658597
-2732159.854923541	1120591.035172094
-2758685.67875775	1120195.9490202693
-2785211.5025919587	1119761.1810210075
-2811737.326426168	1119279.5003366915
-2838263.150260377	1118741.4637175878
-2864788.974094586	1118134.136797564
-2891314.7979287948	1117438.8935721111
-2917840.6217630045	1116627.2178786194
-2944366.4455972137	1115649.4323844719
-2970892.269431422	1114398.6572331411
-2997418.093265632	1112400.4268926485
-3023943.917099841	-1127881.3005633447
-3050469.74093405	-1127883.0595002125
-3076995.564768259	-1127884.801351578
-3103521.3886024687	-1127886.523929824
-3130047.2124366774	-1127888.2275859124
-3156573.0362708867	-1127889.9125962674
-3183098.8601050954	-1127891.579232508
-3209624.683939305	-1127893.227761049
-3236150.5077735144	-1127894.8584443005
-3262676.331607723	-1127896.471539196
-3289202.1554419324	-1127898.0672985355
-3315727.979276142	-1127899.6459698114
-3342253.803110351	-1127901.2077969015
-3368779.6269445596	-1127902.753019036
-3395305.450778769	-1127904.2818712562
-3421831.274612978	-1127905.7945844124
-3448357.098447187	-1127907.291385335
-3474882.922281396	-1127908.772496797
-3501408.7461156053	-1127910.2381377383
-3527934.5699498146	-1127911.6885232837
-3554460.3937840234	-1127913.123864806
-3580986.2176182326	-1127914.5443700503
-3607512.041452442	-1127915.9502431683
-3634037.865286651	-1127917.341684778
-3660563.68912086	-1127918.7188922951
-3687089.51295507	-1127920.0820591869
-3713615.3367892783	-1127921.4313761978
-3740141.1606234876	-1127922.7670306498
-3766666.9844576963	-1127924.0892066811
-3793192.8082919056	-1127925.3980853686
-3819718.632126115	-1127926.6938447275
-3846244.455960324	-1127927.9766598444
-3872770.279794533	-1127929.2467028394
-3899296.103628742	-1127930.5041429938
-3925821.9274629517	-1127931.7491469462
-3952347.75129716	-1127932.9818781144
-3978873.5751313693	-1127934.2024977056
