Sample,UID,Session,d45,d46,d47,d48,d49
CA70,1257,2019-10b,3.227,-6.444,-3.404,-13.518,-73.511
CA70,1258,2019-10b,3.219,-6.418,-3.437,-14.052,-110.099
CA70,1259,2019-10b,3.239,-6.392,-3.341,-13.851,-93.417
CA70,1260,2019-10b,3.199,-6.441,-3.463,-13.815,-86.281
CA70,1261,2019-10b,3.236,-6.402,-3.389,-13.694,-68.441
ETH-1,1262,2019-10b,6.521,11.747,17.738,22.309,-59.404
ETH-2,1263,2019-10b,-5.38,-4.814,-10.823,-10.163,-52.007
ETH-3,1264,2019-10b,6.245,12.257,18.268,23.709,-61.669
ETH-4,1265,2019-10b,-5.511,-4.987,-11.006,-11.215,-147.434
ETH-1,1266,2019-10b,6.539,11.829,17.768,22.63,-72.537
ETH-4,1267,2019-10b,-5.52,-5.018,-11.001,-10.807,-71.078
ETH-1,1268,2019-10b,6.524,11.778,17.734,22.357,-91.985
ETH-2,1269,2019-10b,-5.404,-4.824,-10.848,-9.805,65.964
ETH-3,1270,2019-10b,6.246,12.267,18.307,23.921,1.475
ETH-4,1271,2019-10b,-5.529,-5.024,-11.047,-10.789,-11.829
ETH-1,1272,2019-10b,6.519,11.831,17.798,22.852,-24.995
ETH-1,1273,2019-10b,6.572,11.867,17.918,23.04,-314.305
ETH-3,1274,2019-10b,6.251,12.232,18.253,23.547,-169.312
ETH-4,1275,2019-10b,-5.529,-5.039,-11.037,-11.175,-232.28
CA70,1276,2019-10b,3.182,-6.468,-3.474,-14.023,-198.489
CA70,1277,2019-10b,3.209,-6.416,-3.417,-13.71,-115.142
CA70,1278,2019-10b,3.195,-6.46,-3.443,-13.514,-117.098
CA70,1279,2019-10b,3.188,-6.392,-3.445,-14.052,-233.525
CA70,1280,2019-10b,3.218,-6.412,-3.456,-14.201,-183.294
ETH-1,1281,2019-10b,6.536,11.804,17.769,22.524,-100.267
ETH-2,1282,2019-10b,-5.476,-4.965,-11.123,-11.26,-162.242
ETH-3,1283,2019-10b,6.24,12.242,18.242,23.645,-64.832
ETH-4,1284,2019-10b,-5.544,-5.085,-11.099,-10.821,-75.538
CA250_06,1285,2019-10b,-3.32,-21.973,-25.434,-43.684,-36.255
CA250_06,1286,2019-10b,-3.307,-21.929,-25.447,-43.735,-134.582
CA250_06,1287,2019-10b,-3.32,-22.003,-25.493,-44.221,-134.505
CA250_06,1288,2019-10b,-3.337,-22.077,-25.639,-44.947,-225.248
CA250_06,1289,2019-10b,-3.339,-22.018,-25.606,-44.633,-185.349
ETH-1,1290,2019-10b,6.525,11.704,17.681,22.372,-65.487
ETH-2,1291,2019-10b,-5.46,-4.938,-11.046,-10.767,-110.087
ETH-3,1292,2019-10b,6.217,12.124,18.09,23.702,-52.653
ETH-4,1293,2019-10b,-5.491,-4.953,-10.946,-10.097,-21.538
CA250_09,1294,2019-10b,-2.7,-20.495,-23.449,-41.904,-201.271
CA250_09,1295,2019-10b,-2.671,-20.381,-23.327,-41.52,-162.981
CA250_09,1296,2019-10b,-2.676,-20.5,-23.456,-41.719,-143.689
CA250_09,1297,2019-10b,-2.683,-20.47,-23.383,-41.195,-88.873
CA250_09,1298,2019-10b,-2.648,-20.416,-23.222,-40.72,-12.826
ETH-1,1299,2019-10b,6.524,11.684,17.659,22.457,-29.436
ETH-2,1300,2019-10b,-5.436,-4.938,-11.064,-10.937,-116.601
ETH-3,1301,2019-10b,6.136,12.229,18.062,23.487,-56.225
ETH-4,1302,2019-10b,-5.518,-5.047,-11.056,-11.039,-93.521
ETH-1,1303,2019-10b,6.514,11.794,17.723,22.202,-154.957
ETH-2,1304,2019-10b,-5.432,-4.873,-10.962,-10.565,-65.732
ETH-3,1305,2019-10b,6.24,12.224,18.24,23.887,-5.711
ETH-4,1306,2019-10b,-5.534,-5.031,-11.034,-10.681,-63.345
ETH-1,1307,2019-10b,6.539,11.817,17.839,22.65,-46.149
ETH-1,1308,2019-10b,6.558,11.823,17.82,22.552,-302.96
ETH-2,1309,2019-10b,-5.432,-4.844,-10.928,-10.738,-242.089
ETH-3,1310,2019-10b,6.246,12.239,18.223,23.568,-137.279
ETH-4,1311,2019-10b,-5.534,-5.042,-11.068,-11.141,-197.22
ETH-1,1312,2019-10b,6.51,11.796,17.734,22.292,-122.496
ETH-2,1313,2019-10b,-5.437,-4.918,-11.072,-11.096,-120.511
ETH-3,1314,2019-10b,6.252,12.251,18.312,24.077,-5.381
ETH-4,1315,2019-10b,-5.567,-5.104,-11.169,-11.194,-118.442
ETH-1,1316,2019-10b,6.523,11.754,17.727,22.501,-75.494
ETH-2,1317,2019-10b,-5.449,-4.928,-11.076,-10.755,-100.577
ETH-3,1318,2019-10b,6.292,12.291,18.32,23.724,-64.795
ETH-4,1319,2019-10b,-5.513,-5.001,-11.018,-11.299,-161.915
ETH-1,1333,2019-10c,6.553,11.823,17.869,22.719,-180.199
ETH-2,1334,2019-10c,-5.443,-4.893,-10.973,-10.905,-187.315
ETH-3,1335,2019-10c,6.243,12.226,18.245,23.682,-71.636
ETH-4,1336,2019-10c,-5.531,-5.065,-11.09,-11.257,-157.925
CA250_06,1337,2019-10c,-3.332,-22.014,-25.554,-44.377,-139.878
CA250_06,1338,2019-10c,-3.34,-22.048,-25.59,-44.223,-119.171
CA250_06,1339,2019-10c,-3.356,-22.101,-25.659,-44.34,-123.006
CA250_06,1340,2019-10c,-3.342,-22.007,-25.606,-44.981,-177.772
CA250_06,1341,2019-10c,-3.323,-22.084,-25.639,-44.59,-107.285
ETH-1,1342,2019-10c,6.488,11.704,17.616,22.346,-82.83
ETH-3,1343,2019-10c,6.276,12.306,18.33,23.506,-74.299
ETH-4,1344,2019-10c,-5.515,-5.054,-11.05,-10.732,-65.959
ETH-1,1345,2019-10c,6.536,11.749,17.681,22.319,-63.649
ETH-2,1346,2019-10c,-5.454,-4.938,-11.031,-10.715,-61.631
ETH-3,1347,2019-10c,6.258,12.246,18.268,23.992,-26.486
ETH-4,1348,2019-10c,-5.516,-4.989,-11.037,-11.013,-81.985
ETH-3,1349,2019-10c,6.349,12.308,18.398,23.506,-67.414
ETH-3,1350,2019-10c,6.364,12.385,18.489,23.918,-55.283
ETH-3,1351,2019-10c,6.375,12.375,18.534,23.986,-13.049
ETH-3,1352,2019-10c,6.37,12.379,18.509,23.949,-17.115
ETH-1,1353,2019-10c,6.525,11.777,17.761,22.73,-29.844
ETH-2,1354,2019-10c,-5.447,-4.92,-11.064,-10.989,-107.75
ETH-3,1355,2019-10c,6.255,12.346,18.358,23.893,-35.442
ETH-4,1356,2019-10c,-5.505,-5.026,-10.995,-10.5,-15.464
ETH-1,1357,2019-10c,6.524,11.807,17.799,22.624,-54.231
ETH-2,1358,2019-10c,-5.448,-4.896,-11.01,-10.621,-92.502
ETH-3,1359,2019-10c,6.276,12.307,18.32,23.781,-49.792
ETH-4,1360,2019-10c,-5.516,-4.979,-10.951,-10.506,-13.714
ETH-1,1361,2019-10c,6.54,11.817,17.775,22.594,-59.145
ETH-1,1362,2019-10c,6.559,11.832,17.788,22.818,-297.799
ETH-2,1363,2019-10c,-5.446,-4.877,-11.015,-11.021,-240.356
ETH-3,1364,2019-10c,6.26,12.302,18.297,23.454,-146.659
ETH-4,1365,2019-10c,-5.532,-5.045,-11.082,-11.163,-164.349
ETH-1,1366,2019-10c,6.537,11.796,17.764,22.691,-104.161
ETH-3,1367,2019-10c,6.252,12.261,18.244,23.709,-113.459
ETH-4,1368,2019-10c,-5.528,-5.09,-11.107,-11.327,-160.162
CA250_06,1369,2019-10c,-3.323,-21.987,-25.569,-44.012,-119.706
CA250_06,1370,2019-10c,-3.336,-22.063,-25.642,-44.858,-220.095
CA250_06,1371,2019-10c,-3.335,-22.013,-25.563,-44.715,-189.993
CA250_06,1372,2019-10c,-3.32,-22.026,-25.546,-44.501,-144.566
CA250_06,1373,2019-10c,-3.34,-22.025,-25.57,-44.606,-170.835
ETH-1,1374,2019-10c,6.525,11.738,17.704,22.676,-52.829
ETH-2,1375,2019-10c,-5.444,-4.925,-11.043,-10.769,-125.205
ETH-3,1376,2019-10c,6.256,12.229,18.271,23.654,-49.844
ETH-4,1377,2019-10c,-5.527,-5.03,-11.085,-11.201,-151.449
ETH-1,1378,2019-10c,6.501,11.809,17.792,22.703,-61.13
ETH-3,1379,2019-10c,6.276,12.475,18.561,24.042,-65.395
ETH-4,1380,2019-10c,-5.522,-5.056,-11.039,-11.018,-81.372
ETH-1,1381,2019-10c,6.517,11.809,17.787,22.736,-54.351
ETH-3,1382,2019-10c,6.247,12.242,18.261,23.734,-35.455
ETH-4,1383,2019-10c,-5.53,-5.044,-11.05,-11.012,-82.721
ETH-1,1384,2019-10c,6.553,11.862,17.82,22.492,-296.38
ETH-2,1385,2019-10c,-5.45,-4.89,-11.019,-10.94,-220.176
ETH-3,1386,2019-10c,6.218,12.238,18.226,23.48,-145.794
ETH-1,1387,2019-10c,6.517,11.777,17.783,22.461,-104.656
ETH-2,1388,2019-10c,-5.45,-4.969,-11.091,-11.058,-128.696
ETH-3,1389,2019-10c,6.261,12.292,18.309,23.838,-61.43
ETH-4,1390,2019-10c,-5.415,-4.942,-10.798,-9.978,-37.108
ETH-1,1391,2019-10c,6.57,11.832,17.852,22.897,-20.917
ETH-2,1392,2019-10c,-5.506,-5.006,-11.207,-11.206,-110.639
ETH-3,1393,2019-10c,6.237,12.248,18.249,23.425,-38.125
ETH-4,1394,2019-10c,-5.548,-5.091,-11.131,-11.251,-96.455
ETH-2,1395,2019-10c,-5.425,-4.88,-10.974,-10.458,-45.419
ETH-3,1396,2019-10c,6.263,12.292,18.309,23.563,-38.235
ETH-4,1397,2019-10c,-5.503,-5.017,-10.928,-10.065,39.913
ETH-1,1398,2019-10c,6.542,11.81,17.791,22.744,-20.775
ETH-2,1399,2019-10c,-5.45,-4.893,-10.99,-10.307,-1.616
ETH-3,1400,2019-10c,6.26,12.255,18.318,23.843,26.567
ETH-4,1401,2019-10c,-5.528,-5.04,-10.981,-10.258,24.165
ETH-1,1402,2019-10c,6.509,11.776,17.748,22.7,-6.112
ETH-1,1484,2019-11a,6.548,11.836,17.859,23.025,-102.324
ETH-2,1485,2019-11a,-5.578,-5.163,-11.43,-11.327,-184.703
ETH-3,1486,2019-11a,6.279,12.289,18.33,23.752,-105.801
ETH-4,1487,2019-11a,-5.584,-5.174,-11.255,-11.225,-153.552
ETH-1,1488,2019-11a,6.512,11.716,17.69,22.76,-42.712
ETH-2,1489,2019-11a,-5.439,-4.908,-10.951,-10.261,-31.513
ETH-3,1490,2019-11a,6.254,12.282,18.284,23.685,-64.463
ETH-4,1491,2019-11a,-5.52,-5.059,-11.059,-10.979,-83.334
CA250_06,1492,2019-11a,-3.357,-21.992,-25.549,-44.038,-74.262
CA250_06,1493,2019-11a,-3.346,-22.059,-25.584,-44.198,-80.112
CA250_06,1494,2019-11a,-3.33,-21.966,-25.479,-43.748,-64.311
CA250_06,1495,2019-11a,-3.336,-22.041,-25.571,-44.444,-83.347
CA250_06,1496,2019-11a,-3.368,-22.109,-25.701,-44.55,-115.548
ETH-1,1497,2019-11a,6.51,11.701,17.687,22.532,-41.078
ETH-2,1498,2019-11a,-5.455,-4.91,-11.016,-10.435,-37.205
ETH-3,1499,2019-11a,6.272,12.274,18.309,23.764,-21.155
ETH-4,1500,2019-11a,-5.533,-5.055,-11.103,-11.248,-97.977
CA250_09,1501,2019-11a,-2.682,-20.421,-23.269,-40.501,-21.669
CA250_09,1502,2019-11a,-2.7,-20.473,-23.398,-41.201,-78.162
CA250_09,1503,2019-11a,-2.678,-20.496,-23.373,-40.755,-35.207
CA250_09,1504,2019-11a,-2.68,-20.48,-23.401,-40.991,-74.945
CA250_09,1505,2019-11a,-2.68,-20.469,-23.349,-40.695,-48.427
ETH-1,1506,2019-11a,6.523,11.752,17.715,22.496,-42.901
ETH-2,1507,2019-11a,-5.409,-4.91,-10.974,-10.668,-65.622
ETH-3,1508,2019-11a,6.264,12.288,18.314,23.367,-55.96
ETH-4,1509,2019-11a,-5.502,-5.028,-11.001,-11.21,-87.199
ETH-2,1510,2019-11b,-5.609,-5.217,-11.419,-10.745,-115.016
ETH-3,1511,2019-11b,6.213,12.243,18.272,24.139,-129.413
ETH-4,1512,2019-11b,-5.531,-5.053,-11.009,-10.515,-99.258
ETH-4,1513,2019-11b,-5.542,-5.068,-11.042,-10.937,-41.427
CA250_09,1514,2019-11b,-2.698,-20.5,-23.373,-41.133,-21.552
CA250_09,1515,2019-11b,-2.704,-20.582,-23.477,-41.354,-46.496
ETH-2,1516,2019-11b,-5.432,-4.934,-10.964,-10.137,24.541
ETH-4,1517,2019-11b,-5.54,-5.097,-11.127,-10.952,-22.661
ETH-1,1638,2019-12a,6.544,11.832,17.858,23.021,-152.461
ETH-2,1639,2019-12a,-5.453,-4.867,-10.944,-10.574,-200.323
ETH-3,1640,2019-12a,6.245,12.288,18.292,24.08,-84.801
ETH-4,1641,2019-12a,-5.53,-5.035,-11.028,-10.838,-106.916
ETH-1,1642,2019-12a,6.501,11.831,17.87,23.126,-8.774
ETH-2,1643,2019-12a,-5.46,-4.942,-11.042,-11.118,-113.497
ETH-3,1644,2019-12a,6.253,12.319,18.441,24.228,22.314
ETH-4,1645,2019-12a,-5.543,-5.113,-11.154,-11.231,-76.904
CA726,1646,2019-12a,6.586,11.835,17.899,22.891,-100.281
CA726,1647,2019-12a,6.577,11.786,17.815,22.665,-91.365
CA726,1648,2019-12a,6.56,11.808,17.871,22.814,-71.434
CA726,1649,2019-12a,6.573,11.77,17.749,22.285,-106.476
ETH-1,1650,2019-12a,6.518,11.809,17.799,22.596,-70.068
ETH-2,1651,2019-12a,-5.462,-4.964,-11.135,-11.222,-125.532
ETH-3,1652,2019-12a,6.249,12.318,18.367,23.905,-39.158
ETH-4,1653,2019-12a,-5.517,-5.037,-11.051,-11.069,-75.317
CA726,1654,2019-12a,6.547,11.788,17.769,22.805,-30.017
CA726,1655,2019-12a,6.556,11.748,17.806,23.019,-22.396
CA726,1656,2019-12a,6.548,11.747,17.757,22.663,-40.089
ETH-1,1657,2019-12a,6.546,11.838,17.79,22.526,-42.67
ETH-2,1658,2019-12a,-5.453,-4.898,-11.043,-10.987,-72.158
ETH-3,1659,2019-12a,6.254,12.283,18.277,24.07,-24.814
ETH-4,1660,2019-12a,-5.528,-5.052,-11.083,-11.074,-62.389
CA726,1661,2019-12a,6.57,11.744,17.848,23.109,2.763
CA726,1662,2019-12a,6.579,11.822,17.903,23.388,17.248
CA726,1663,2019-12a,6.538,11.691,17.642,22.417,-48.479
CA726,1664,2019-12a,6.59,11.841,17.89,22.983,-36.922
CA726,1665,2019-12a,6.592,11.798,17.851,22.799,-32.32
ETH-1,1666,2019-12a,6.544,11.824,17.833,22.724,-28.093
ETH-1,1667,2019-12a,6.534,11.811,17.817,22.85,-178.18
ETH-2,1668,2019-12a,-5.452,-4.825,-10.925,-10.141,-128.665
ETH-3,1669,2019-12a,6.255,12.265,18.286,23.608,-168.551
ETH-4,1670,2019-12a,-5.525,-5.023,-11.039,-10.887,-139.92
CA726,1671,2019-12a,6.565,11.773,17.785,22.941,-93.71
CA726,1672,2019-12a,6.531,11.776,17.751,22.781,-73.863
CA726,1673,2019-12a,6.569,11.757,17.85,23.089,-2.773
CA726,1674,2019-12a,6.552,11.789,17.783,22.498,-111.873
CA726,1675,2019-12a,6.596,11.804,17.888,23.091,-18.439
ETH-1,1676,2019-12a,6.506,11.782,17.694,22.318,-100.122
ETH-2,1677,2019-12a,-5.425,-4.895,-10.943,-10.282,-55.33
ETH-3,1678,2019-12a,6.238,12.307,18.311,23.643,-79.183
ETH-4,1679,2019-12a,-5.504,-5.037,-11.042,-10.654,-57.923
CA726,1680,2019-12a,6.566,11.789,17.809,22.974,-10.868
CA726,1681,2019-12a,6.592,11.818,17.911,23.296,20.346
CA726,1682,2019-12a,6.566,11.803,17.837,22.304,-57.634
CA726,1683,2019-12a,6.593,11.828,17.887,22.649,-36.226
CA726,1684,2019-12a,6.572,11.799,17.804,22.572,-55.95
ETH-1,1685,2019-12a,6.533,11.807,17.752,22.49,-76.263
ETH-2,1686,2019-12a,-5.421,-4.879,-10.95,-10.178,-41.135
ETH-3,1687,2019-12a,6.25,12.301,18.303,23.447,-73.55
CA726,1688,2019-12a,6.57,11.811,17.917,23.556,-30.35
CA726,1689,2019-12a,6.571,11.788,17.853,22.914,-80.728
ETH-1,1690,2019-12a,6.577,11.893,17.939,23.763,-63.984
ETH-2,1691,2019-12a,-5.433,-4.927,-11.082,-10.958,-262.647
ETH-3,1692,2019-12a,6.237,12.384,18.359,24.276,-62.302
ETH-4,1693,2019-12a,-5.523,-5.061,-11.059,-10.819,-67.353
CA726,1694,2019-12a,6.576,11.767,17.784,23.149,46.976
CA726,1695,2019-12a,6.566,11.735,17.747,22.665,-18.949
CA726,1696,2019-12a,6.579,11.806,17.807,22.587,-81.219
CA726,1697,2019-12a,6.585,11.786,17.769,22.766,-13.015
CA726,1698,2019-12a,6.5,11.635,17.571,22.41,-15.356
ETH-1,1699,2019-12a,6.565,11.888,17.935,22.843,17.826
ETH-2,1700,2019-12a,-5.44,-4.908,-10.941,-10.34,-24.184
ETH-3,1701,2019-12a,6.275,12.3,18.437,23.98,55.817
ETH-4,1702,2019-12a,-5.518,-5.028,-11.01,-10.546,-29.936
CA726,1703,2019-12a,6.488,11.73,17.704,22.986,34.602
CA726,1704,2019-12a,6.605,11.823,17.92,22.869,39.811
CA726,1705,2019-12a,6.581,11.775,17.856,22.763,-7.614
CA726,1706,2019-12a,6.592,11.818,17.908,22.893,25.469
CA726,1707,2019-12a,6.577,11.762,17.79,22.582,-17.34
ETH-1,1708,2019-12a,6.538,11.838,17.82,22.94,-190.702
ETH-2,1709,2019-12a,-5.414,-4.835,-10.903,-10.456,-109.201
ETH-3,1710,2019-12a,6.261,12.277,18.326,23.614,-117.546
ETH-4,1711,2019-12a,-5.564,-4.988,-11.015,-10.882,-109.149
CA726,1712,2019-12a,6.57,11.756,17.788,22.388,-84.194
CA726,1713,2019-12a,6.577,11.798,17.852,22.972,-38.642
CA726,1714,2019-12a,6.575,11.773,17.847,22.888,-17.629
CA726,1715,2019-12a,6.581,11.811,17.827,22.475,-74.91
CA726,1716,2019-12a,6.57,11.761,17.819,22.679,-38.905
ETH-1,1717,2019-12a,6.558,11.851,17.91,23.112,11.23
ETH-2,1718,2019-12a,-5.463,-4.962,-11.102,-10.846,-103.459
ETH-3,1719,2019-12a,6.272,12.307,18.342,23.905,-15.322
ETH-4,1720,2019-12a,-5.527,-5.053,-10.986,-10.394,-5.919
CA726,1721,2019-12a,6.594,11.796,17.836,22.654,-41.064
CA726,1722,2019-12a,6.583,11.806,17.811,22.725,-62.956
CA726,1723,2019-12a,6.582,11.831,17.854,22.589,-29.795
CA726,1724,2019-12a,6.58,11.809,17.856,22.753,-17.863
CA726,1725,2019-12a,6.577,11.799,17.809,23.039,-2.539
ETH-1,1726,2019-12a,6.546,11.804,17.835,22.9,7.575
ETH-2,1727,2019-12a,-5.454,-4.94,-11.047,-10.663,-28.637
ETH-3,1728,2019-12a,6.253,12.258,18.316,24.204,30.57
ETH-4,1729,2019-12a,-5.527,-5.031,-11.044,-10.82,-39.248
CA726,1730,2019-12a,6.575,11.763,17.77,22.414,-29.473
CA726,1731,2019-12a,6.581,11.811,17.844,22.631,-19.96
CA726,1732,2019-12a,6.587,11.78,17.879,23.082,14.683
CA726,1733,2019-12a,6.573,11.803,17.859,23.023,20.345
CA726,1734,2019-12a,6.577,11.757,17.781,22.707,-0.042
ETH-1,1735,2019-12a,6.539,11.799,17.818,23.056,27.875
ETH-3,1736,2019-12a,6.255,12.293,18.302,23.876,23.858
CA726,1737,2019-12a,6.567,11.761,17.792,22.758,61.11
CA726,1738,2019-12a,6.571,11.755,17.82,23.127,67.282
CA726,1739,2019-12a,6.574,11.792,17.873,23.021,52.603
CA726,1740,2019-12a,6.598,11.833,17.887,23.176,55.874
CA726,1741,2019-12a,6.583,11.85,17.935,23.319,59.815
ETH-1,1742,2019-12a,6.56,11.83,17.889,23.03,54.286
ETH-2,1743,2019-12a,-5.455,-4.886,-11.018,-10.935,-63.972
ETH-4,1744,2019-12a,-5.533,-5.039,-10.975,-10.389,60.015
CA726,1745,2019-12a,6.57,11.751,17.871,23.004,78.804
CA726,1746,2019-12a,6.583,11.817,17.832,22.609,9.919
CA726,1747,2019-12a,6.585,11.782,17.788,22.581,5.469
CA726,1748,2019-12a,6.592,11.831,17.894,22.886,35.339
CA726,1749,2019-12a,6.596,11.855,17.968,23.208,62.054
ETH-1,1750,2019-12a,6.545,11.865,17.913,22.979,30.842
ETH-1,1751,2019-12a,6.561,11.835,17.889,22.879,-163.109
ETH-2,1752,2019-12a,-5.423,-4.848,-10.901,-9.922,-28.066
ETH-3,1753,2019-12a,6.273,12.279,18.341,23.608,-101.852
ETH-4,1754,2019-12a,-5.529,-5.039,-11.072,-11.268,-167.646
CA726,1755,2019-12a,6.565,11.773,17.786,22.618,-85.305
CA726,1756,2019-12a,6.575,11.826,17.881,23.057,-11.934
CA726,1757,2019-12a,6.59,11.84,17.929,23.228,46.24
CA726,1758,2019-12a,6.561,11.774,17.81,22.481,-40.823
ETH-3,1759,2019-12a,6.204,12.205,18.193,23.537,-32.187
ETH-4,1760,2019-12a,-5.506,-5.038,-10.965,-10.796,-9.168
CA726,1761,2019-12a,6.58,11.822,17.919,23.355,56.433
CA726,1762,2019-12a,6.574,11.766,17.792,22.524,-20.035
CA726,1763,2019-12a,6.574,11.803,17.819,22.738,-28.843
CA726,1764,2019-12a,6.469,11.82,17.807,23.022,38.422
ETH-1,1765,2019-12a,6.524,11.772,17.749,22.403,-13.071
ETH-2,1766,2019-12a,-5.464,-4.917,-10.989,-10.281,-3.015
ETH-3,1767,2019-12a,6.258,12.29,18.36,23.842,4.643
ETH-4,1768,2019-12a,-5.55,-5.048,-10.996,-10.224,-10.45
CA726,1769,2019-12a,6.583,11.779,17.892,22.903,49.167
CA726,1770,2019-12a,6.561,11.738,17.752,22.645,15.086
CA726,1771,2019-12a,6.58,11.782,17.872,22.762,8.234
ETH-2,1772,2019-12a,-5.45,-4.938,-11.07,-10.967,-47.33
ETH-3,1773,2019-12a,6.245,12.325,18.434,24.397,99.998
ETH-4,1774,2019-12a,-5.53,-5.074,-11.05,-10.751,32.648
CA726,1775,2019-12a,6.565,11.779,17.862,22.839,65.215
CA726,1776,2019-12a,6.571,11.782,17.855,23.123,69.658
CA726,1777,2019-12a,6.575,11.826,17.918,23.271,57.236
ETH-1,1778,2019-12a,6.552,11.8,17.863,23.056,76.084
ETH-2,1779,2019-12a,-5.443,-4.924,-11.063,-10.913,-6.786
ETH-3,1780,2019-12a,6.279,12.276,18.364,23.837,39.99
ETH-4,1781,2019-12a,-5.52,-5.041,-10.984,-10.6,14.384
CA726,1782,2019-12a,6.562,11.716,17.78,22.89,55.445
CA726,1783,2019-12a,6.581,11.793,17.862,23.259,73.312
CA726,1784,2019-12a,6.567,11.742,17.752,22.447,2.799
ETH-1,1785,2019-12a,6.525,11.789,17.763,22.764,22.216
ETH-2,1786,2019-12a,-5.421,-4.858,-10.909,-10.224,-199.556
ETH-3,1787,2019-12a,6.269,12.299,18.42,24.51,-22.958
ETH-4,1788,2019-12a,-5.555,-5.115,-11.138,-10.777,-156.933
CA726,1789,2019-12a,6.547,11.765,17.84,23.188,-45.293
CA726,1790,2019-12a,6.579,11.783,17.909,23.075,-32.128
CA726,1791,2019-12a,6.558,11.745,17.803,22.585,-72.693
CA726,1792,2019-12a,6.612,11.833,18.061,23.395,51.994
CA726,1793,2019-12a,6.573,11.788,17.807,22.618,-76.84
ETH-1,1794,2019-12a,6.552,11.834,17.937,23.442,3.085
ETH-2,1795,2019-12a,-5.479,-5.019,-11.175,-11.244,-113.741
ETH-3,1796,2019-12a,6.268,12.333,18.47,24.504,7.36
CA726,1797,2019-12a,6.572,11.768,17.836,22.733,-26.701
CA726,1798,2019-12a,6.594,11.804,17.835,22.907,-34.821
CA726,1799,2019-12a,6.594,11.826,17.939,23.086,-14.763
CA726,1800,2019-12a,6.573,11.774,17.825,22.633,-32.008
CA726,1801,2019-12a,6.585,11.819,17.92,23.074,4.047
ETH-2,1802,2019-12a,-5.429,-4.925,-11.043,-10.692,-66.462
ETH-3,1803,2019-12a,6.258,12.256,18.323,24.009,-13.983
ETH-4,1804,2019-12a,-5.528,-5.015,-11.032,-11.126,-68.673
CA726,1805,2019-12b,6.586,11.796,17.869,23.543,-154.785
CA726,1806,2019-12b,6.568,11.766,17.768,23.096,-90.482
CA726,1807,2019-12b,6.579,11.78,17.855,23.212,-79.347
CA726,1808,2019-12b,6.577,11.794,17.834,23.391,-34.609
ETH-1,1809,2019-12b,6.548,11.812,17.85,23.27,8.783
ETH-2,1810,2019-12b,-5.401,-4.869,-10.904,-9.974,-8.652
ETH-3,1811,2019-12b,6.246,12.289,18.279,23.671,-110.913
ETH-4,1812,2019-12b,-5.513,-5.019,-10.958,-10.341,-42.736
CA726,1813,2019-12b,6.57,11.771,17.739,22.559,-109.214
CA726,1814,2019-12b,6.58,11.756,17.788,23.285,5.66
CA726,1815,2019-12b,6.59,11.806,17.827,22.733,-53.292
CA726,1816,2019-12b,6.564,11.708,17.711,22.655,-58.517
CA726,1817,2019-12b,6.58,11.795,17.798,22.861,-70.583
ETH-1,1818,2019-12b,6.538,11.835,17.806,22.833,-40.889
ETH-2,1819,2019-12b,-5.451,-4.904,-11.057,-10.879,-97.827
ETH-3,1820,2019-12b,6.255,12.266,18.344,24.258,35.655
ETH-4,1821,2019-12b,-5.498,-4.949,-10.917,-10.159,7.354
CA726,1822,2019-12b,6.549,11.693,17.642,22.396,-59.723
CA726,1823,2019-12b,6.578,11.783,17.816,23.006,0.099
CA726,1824,2019-12b,6.574,11.764,17.745,22.395,-66.573
CA726,1825,2019-12b,6.601,11.86,17.919,23.124,-12.008
CA726,1826,2019-12b,6.568,11.761,17.742,22.698,-30.469
ETH-1,1827,2019-12b,6.534,11.796,17.756,22.565,-33.856
ETH-1,1828,2019-12b,6.575,11.861,17.942,23.496,-168.26
ETH-2,1829,2019-12b,-5.435,-4.876,-11.019,-10.793,-217.674
ETH-3,1830,2019-12b,6.25,12.275,18.343,24.052,-101.625
ETH-4,1831,2019-12b,-5.521,-5.026,-11.01,-10.764,-119.274
ETH-1,1832,2019-12b,6.533,11.811,17.81,23.039,-65.057
ETH-2,1833,2019-12b,-5.429,-4.867,-10.952,-10.329,-80.08
ETH-4,1834,2019-12b,-5.527,-5.023,-11.073,-11.315,-165.341
ETH-1,1835,2019-12b,6.547,11.805,17.793,22.82,-59.939
ETH-1,1836,2019-12b,6.543,11.831,17.781,22.289,-107.4
ETH-2,1837,2019-12b,-5.421,-4.893,-10.933,-9.872,-11.209
ETH-3,1838,2019-12b,6.245,12.27,18.258,23.503,-79.114
ETH-4,1839,2019-12b,-5.517,-5.057,-11.022,-10.577,-46.865
ETH-1,1840,2019-12b,6.562,11.853,17.941,23.671,37.128
ETH-2,1841,2019-12b,-5.438,-4.924,-11.022,-10.863,-112.182
ETH-3,1842,2019-12b,6.262,12.319,18.397,23.839,-37.312
ETH-4,1843,2019-12b,-5.514,-5.028,-10.953,-10.639,-61.043
ETH-2,1844,2019-12b,-5.466,-4.958,-11.077,-10.648,-41.426
ETH-1,1845,2019-12b,6.524,11.759,17.697,22.358,-75.277
ETH-3,1846,2019-12b,6.248,12.235,18.282,23.757,-27.077
ETH-4,1847,2019-12b,-5.528,-5.015,-11.062,-10.675,-82.871
ETH-1,1848,2019-12b,6.541,11.8,17.799,22.777,-26.458
ETH-2,1849,2019-12b,-5.454,-4.925,-11.028,-10.915,-67.04
