H (A/m)	M (A/m)
3978873.5751313814	535058.2591694223
3952347.751297172	535057.6941933561
3925821.9274629634	535057.1200687179
3899296.103628754	535056.5365665914
3872770.279794545	535055.9434945993
3846244.4559603357	535055.3406421607
3819718.632126127	535054.7277928219
3793192.808291918	535054.1047236151
3766666.9844577084	535053.4712068245
3740141.160623499	535052.8270068365
3713615.3367892904	535052.1718818585
3687089.512955081	535051.5055821899
3660563.689120872	535050.8278540277
3634037.8652866627	535050.1384332231
3607512.041452454	535049.4370489778
3580986.2176182447	535048.7234226074
3554460.3937840355	535047.9972655023
3527934.569949826	535047.2582857553
3501408.7461156175	535046.506177555
3474882.922281408	535045.7406278655
3448357.098447199	535044.9613140868
3421831.27461299	535044.1679038908
3395305.450778781	535043.3600523979
3368779.6269445717	535042.5374116134
3342253.8031103625	535041.6996126871
3315727.9792761537	535040.8462859706
3289202.1554419445	535039.9770394515
3262676.3316077353	535039.0914771653
3236150.507773526	535038.18918999
3209624.6839393172	535037.2697492552
3183098.8601051085	535036.3327205243
3156573.0362708988	535035.3776501226
3130047.2124366895	535034.4040711252
3103521.3886024808	535033.4115016669
3076995.564768272	535032.3994429156
3050469.7409340623	535031.36738283
3023943.917099853	535030.314789094
2997418.0932656443	535029.2411126732
2970892.269431435	535028.145786022
2944366.445597226	535027.028222347
2917840.621763017	535025.8878147611
2891314.797928808	535024.7239356876
2864788.9740945986	535023.5359356265
2838263.15026039	535022.3231424857
2811737.3264261805	535021.0848605853
2785211.5025919713	535019.8203696338
2758685.678757762	535018.528923674
2732159.854923553	535017.2097509708
2705634.031089344	535015.8620489669
2679108.207255135	535014.484988797
2652582.383420926	535013.0777102297
2626056.5595867164	535011.6393212467
2599530.7357525076	535010.1688966254
2573004.911918299	535008.6654764339
2546479.088084089	535007.1280664981
2519953.26424988	535005.5556287263
2493427.440415671	535003.9470911992
2466901.616581462	535002.3013385334
2440375.792747252	535000.6172118682
2413849.9689130434	534998.893506814
2387324.1450788346	534997.1289747496
2360798.3212446254	534995.3223068651
2334272.497410416	534993.4721519056
2307746.6735762074	534991.5771004369
2281220.849741998	534989.6356900008
2254695.025907789	534987.646396062
2228169.2020735797	534985.6076081779
2201643.378239371	534983.5176798981
2175117.5544051616	534981.3748830511
2148591.7305709524	534979.1774157397
2122065.906736743	534976.9233985087
2095540.0829025342	534974.6108702607
2069014.2590683252	534972.2377839525
2042488.4352341164	534969.8020021459
2015962.611399907	534967.3012919611
1989436.7875656977	534964.7333200143
1962910.963731489	534962.0956470177
1936385.1398972794	534959.3857217453
1909859.31606307	534956.6008749643
1883333.4922288612	534953.738312764
1856807.6683946522	534950.7951094407
1830281.8445604432	534947.7681999911
1803756.020726234	534944.6543720755
1777230.196892025	534941.4502573594
1750704.3730578157	534938.152321845
1724178.5492236067	534934.7568578605
1697652.7253893975	534931.2599713928
1671126.9015551885	534927.6575710853
1644601.0777209792	534923.9453573392
1618075.2538867702	534920.1188083742
1591549.430052561	534916.1731671406
1565023.6062183513	534912.1034251007
1538497.7823841427	534907.9043073329
1511971.9585499333	534903.5702548657
1485446.1347157238	534899.0954057818
1458920.3108815148	534894.4735753413
1432394.4870473053	534889.698234532
1405868.663213096	534884.7624864803
1379342.8393788866	534879.6590413032
1352817.0155446772	534874.3801888251
1326291.1917104684	534868.9177690847
1299765.367876259	534863.2631403247
1273239.5440420494	534857.4071443335
1246713.7202078402	534851.3400689744
1220187.8963736307	534845.0516067642
1193662.0725394217	534838.5308112407
1167136.2487052123	534831.7660479015
1140610.424871003	534824.7449421175
1114084.6010367938	534817.4543208855
1087558.7772025845	534809.880150651
1061032.9533683753	534802.0074676683
1034507.129534166	534793.8203041748
1007981.3056999566	534785.3016046258
981455.4818657474	534776.4331358586
954929.658031538	534767.1953876608
928403.8341973288	534757.5674628034
901878.0103631194	534747.5269569367
875352.1865289103	534737.049825733
848826.3626947008	534726.1102369968
822300.5388604916	534714.680408342
795774.7150262822	534702.730427016
769248.8911920731	534690.2280484254
742723.0673578638	534677.1384744426
716197.2435236546	534663.4241046277
689671.4196894455	534649.0442589647
663145.5958552363	534633.9548684453
636619.772021027	534618.1081266705
610093.9481868178	534601.4521015984
583568.1243526087	534583.9302969435
557042.3005183995	534565.4811561592
530516.4766841902	534546.0375074135
503990.65284998104	534525.5259274849
477464.82901577186	534503.866028681
450939.0051815626	534480.9696363762
424413.18134735344	534456.7398648246
397887.35751314426	534431.0700414173
371361.53367893497	534403.8424962849
344835.70984472585	534374.9271406404
318309.8860105166	534344.1798534353
291784.0621763074	534311.4405917679
265258.2383420982	534276.5312118767
238732.414507889	534239.2535360588
212206.5906736798	534199.3840157653
185680.76683947057	534156.6735353305
159154.9430052614	534110.8412121055
132629.1191710522	534061.5699246076
106103.29533684293	534008.5004626723
79577.47150263375	533951.2245077903
53051.64766842457	533889.2761675239
26525.82383421531	533822.1217053902
6.1733682846189024e-09	533749.1470210725
-26525.823834202976	533669.6423360194
-53051.64766841223	533582.7831527666
-79577.47150262143	533487.60783074
-106103.2953368306	533382.9832852993
-132629.11917103978	533267.5732010627
-159154.94300524905	533139.7856248755
-185680.76683945823	532997.7121111695
-212206.5906736675	532839.0403878863
-238732.4145078767	532660.948743338
-265258.23834208585	532459.9532147202
-291784.06217629503	532231.698638788
-318309.8860105043	531970.6648151967
-344835.7098447135	531669.7388969576
-371361.5336789227	531319.580282976
-397887.3575131319	530907.6200736868
-424413.18134734116	530416.4624803561
-450939.00518155034	529821.1188361333
-477464.8290157596	529083.8392089835
-503990.65284996876	528143.5695200393
-530516.476684178	526890.2228057313
-557042.3005183872	525083.1990759171
-583568.1243525964	521822.9321107521
-610093.9481868056	-534601.4521311345
-636619.7720210148	-534618.1069328695
-663145.595855224	-534633.9569581181
-689671.4196894332	-534649.0465582474
-716197.2435236424	-534663.4266822741
-742723.0673578517	-534677.1391444638
-769248.8911920608	-534690.2286543457
-795774.7150262699	-534702.730690125
-822300.5388604793	-534714.6809366465
-848826.3626946885	-534726.1105537885
-875352.1865288978	-534737.0499563976
-901878.0103631071	-534747.5268939025
-928403.8341973164	-534757.5688929181
-954929.6580315257	-534767.1941887519
-981455.4818657349	-534776.4329115502
-1007981.3056999443	-534785.300451243
-1034507.1295341535	-534793.8195189862
-1061032.9533683627	-534802.0068854734
-1087558.7772025722	-534809.8796279907
-1114084.6010367814	-534817.4544850799
-1140610.424870991	-534824.7452181878
-1167136.2487052	-534831.7664486851
-1193662.0725394094	-534838.5313623585
-1220187.8963736186	-534845.0522205916
-1246713.7202078279	-534851.3405670587
-1273239.5440420373	-534857.4074599965
-1299765.3678762466	-534863.2630316355
-1326291.1917104558	-534868.9175898501
-1352817.015544665	-534874.3799062136
-1379342.8393788743	-534879.6585061742
-1405868.6632130835	-534884.761994422
-1432394.487047293	-534889.6978265152
-1458920.3108815022	-534894.4735456199
-1485446.1347157112	-534899.095799006
-1511971.9585499207	-534903.570151263
-1538497.78238413	-534907.9039285363
-1565023.6062183394	-534912.1034023996
-1591549.4300525486	-534916.1726440267
-1618075.253886758	-534920.1181342793
-1644601.0777209667	-534923.9449946556
-1671126.9015551761	-534927.6556902885
-1697652.7253893851	-534931.2598549088
-1724178.5492235944	-534934.7557212394
-1750704.3730578034	-534938.1512565839
-1777230.1968920128	-534941.4492439005
-1803756.0207262216	-534944.6534083341
-1830281.8445604306	-534947.767283399
-1856807.66839464	-534950.7942373952
-1883333.4922288489	-534953.7362984231
-1909859.316063058	-534956.5989922222
-1936385.139897267	-534959.3839168055
-1962910.9637314763	-534962.0939171921
-1989436.7875656853	-534964.7316612301
-2015962.6113998946	-534967.2997020788
-2042488.435234104	-534969.8004772705
-2069014.2590683128	-534972.2363210968
-2095540.0829025218	-534974.6094668952
-2122065.906736731	-534976.9220519519
-2148591.7305709403	-534979.1761235062
-2175117.554405149	-534981.3736427465
-2201643.3782393583	-534983.5164892105
-2228169.2020735675	-534985.606464995
-2254695.0259077763	-534987.6452982187
-2281220.8497419856	-534989.6346469874
-2307746.673576195	-534991.5761026946
-2334272.497410404	-534993.4711929804
-2360798.321244613	-534995.3213852118
-2387324.1450788225	-534997.128088634
-2413849.9689130313	-534998.8926581546
-2440375.7927472405	-535000.6163957316
-2466901.6165814493	-535002.3005535621
-2493427.4404156585	-535003.9463361241
-2519953.2642498678	-535005.5549023139
-2546479.088084077	-535007.1273676325
-2573004.911918286	-535008.6648058564
-2599530.735752495	-535010.1682512463
-2626056.5595867042	-535011.6387000467
-2652582.3834209135	-535013.0771122392
-2679108.2072551223	-535014.4844130983
-2705634.0310893315	-535015.8614946849
-2732159.854923541	-535017.2092172535
-2758685.67875775	-535018.528410602
-2785211.5025919587	-535019.819875445
-2811737.326426168	-535021.0843845662
-2838263.150260377	-535022.3226839199
-2864788.974094586	-535023.5354938575
-2891314.7979287948	-535024.7235103294
-2917840.6217630045	-535025.8874049644
-2944366.4455972137	-535027.027827388
-2970892.269431422	-535028.1454054052
-2997418.093265632	-535029.2407455499
-3023943.917099841	-535030.3144352649
-3050469.74093405	-535031.3670417623
-3076995.564768259	-535032.399114144
-3103521.3886024687	-535033.4111836691
-3130047.2124366774	-535034.4037645649
-3156573.0362708867	-535035.3773547078
-3183098.8601050954	-535036.3324355984
-3209624.683939305	-535037.2694744534
-3236150.5077735144	-535038.1889231852
-3262676.331607723	-535039.09121988
-3289202.1554419324	-535039.9767889946
-3315727.979276142	-535040.8460418588
-3342253.803110351	-535041.6993773034
-3368779.6269445596	-535042.5371819981
-3395305.450778769	-535043.3598309197
-3421831.274612978	-535044.1676879745
-3448357.098447187	-535044.961105891
-3474882.922281396	-535045.7404270581
-3501408.7461156053	-535046.5059839478
-3527934.5699498146	-535047.2580990744
-3554460.3937840234	-535047.9970854664
-3580986.2176182326	-535048.7232473192
-3607512.041452442	-535049.4368799658
-3634037.865286651	-535050.1382702837
-3660563.68912086	-535050.8276969224
-3687089.51295507	-535051.5054306972
-3713615.3367892783	-535052.1717348205
-3740141.1606234876	-535052.8268650942
-3766666.9844576963	-535053.4710701585
-3793192.8082919056	-535054.1045918458
-3819718.632126115	-535054.7276653104
-3846244.455960324	-535055.3405192323
-3872770.279794533	-535055.9433761074
-3899296.103628742	-535056.5364523621
-3925821.9274629517	-535057.119958612
-3952347.75129716	-535057.6940998462
-3978873.5751313693	-535058.2590755669
