#Engineering-Data-Exchange - B.I.G.-EU
PROJECT_NAME
VERSION_OF_REFERENCEFILE
TIMESTAMP_OF_LAST_CHANGE;10/9/2025
AUTHOR_OF_LAST_CHANGE;YABE Yet Another Bacnet Explorer
VERSION_OF_LAYOUT;2.3
#mandatory;mandator;mandatory;mandatory;mandatory;optional;optional;optional;optional;optional;optional;optional;optional;optional;optional;optional
# keyname;device obj.-instance;object-name;object-type;object-instance;description;present-value-default;min-present-value;max-present-value;settable;supports COV;hi-limit;low-limit;state-text-reference;unit-code;vendor-specific-addres
OBJECT_DEVICE:2343134;2343134;RoomController.Simulator;8;2343134;Free RoomController Simulator, F. Chaxel 2015;;;;;;;;;
OBJECT_ANALOG_INPUT:0;2343134;Temperature.Indoor;0;0;Indoor Temperature;;;;;;;;;64
OBJECT_ANALOG_INPUT:1;2343134;Temperature.Water;0;1;Glycol Water Temperature;;;;;;;;;64
OBJECT_ANALOG_INPUT:2;2343134;Temperature.Outdoor;0;2;Outdoor Temperature;;;;;;;;;64
OBJECT_ANALOG_VALUE:0;2343134;SetPoint.Value;2;0;Effective SetPoint;;;;;;;;;64
OBJECT_ANALOG_VALUE:1;2343134;Setpoint.1;2;1;Setoint 1;;;;;;;;;64
OBJECT_ANALOG_VALUE:2;2343134;Setpoint.2;2;2;Setpoint 2;;;;;;;;;64
OBJECT_ANALOG_VALUE:3;2343134;Setpoint.3;2;3;Setpoint 3;;;;;;;;;64
OBJECT_BINARY_VALUE:0;2343134;State.Heater;5;0;Heater Status;;;;;;;;;
OBJECT_BINARY_VALUE:1;2343134;State.Chiller;5;1;Chiller Status;;;;;;;;;
OBJECT_MULTI_STATE_VALUE:0;2343134;State;19;0;Controler State Command;;;;;;;;0;
OBJECT_MULTI_STATE_VALUE:1;2343134;State.VentilationLevel;19;1;Ventilation level;;;;;;;;1;
OBJECT_CHARACTERSTRING_VALUE:1;2343134;TextSetpoint.1;40;1;Text for Setpoint 1;;;;;;;;;
OBJECT_CHARACTERSTRING_VALUE:2;2343134;TextSetpoint.2;40;2;Text for Setpoint 2;;;;;;;;;
OBJECT_CHARACTERSTRING_VALUE:3;2343134;TextSetpoint.3;40;3;Text for Setpoint 3;;;;;;;;;
