H (A/m)	M (A/m)
3978873.5751313814	627446.0097904268
3952347.751297172	627445.2661154176
3925821.9274629634	627444.511175057
3899296.103628754	627443.7447212312
3872770.279794545	627442.9665330057
3846244.4559603357	627442.1763681066
3819718.632126127	627441.3739792249
3793192.808291918	627440.5591126281
3766666.9844577084	627439.7315058726
3740141.160623499	627438.8908958482
3713615.3367892904	627438.03700633
3687089.512955081	627437.16955579
3660563.689120872	627436.2882524612
3634037.8652866627	627435.3928049434
3607512.041452454	627434.4829028356
3580986.2176182447	627433.5582389456
3554460.3937840355	627432.6184918518
3527934.569949826	627431.6633252843
3501408.7461156175	627430.6923993095
3474882.922281408	627429.7053684411
3448357.098447199	627428.7018769946
3421831.27461299	627427.6815503201
3395305.450778781	627426.644015178
3368779.6269445717	627425.5888767334
3342253.8031103625	627424.515738363
3315727.9792761537	627423.4241855375
3289202.1554419445	627422.3137939795
3262676.3316077353	627421.1841270662
3236150.507773526	627420.0347342213
3209624.6839393172	627418.8651553264
3183098.8601051085	627417.6749129987
3156573.0362708988	627416.4635169075
3130047.2124366895	627415.2304620602
3103521.3886024808	627413.9752282912
3076995.564768272	627412.6972797031
3050469.7409340623	627411.3960640788
3023943.917099853	627410.0710123245
2997418.0932656443	627408.7215377872
2970892.269431435	627407.3470356193
2944366.445597226	627405.9468821298
2917840.621763017	627404.5204340239
2891314.797928808	627403.0670277053
2864788.9740945986	627401.5859784586
2838263.15026039	627400.076580926
2811737.3264261805	627398.5381032908
2785211.5025919713	627396.969793715
2758685.678757762	627395.3708745976
2732159.854923553	627393.7405427962
2705634.031089344	627392.0779686141
2679108.207255135	627390.3822947189
2652582.383420926	627388.6526350549
2626056.5595867164	627386.8880762075
2599530.7357525076	627385.0876661494
2573004.911918299	627383.2504278097
2546479.088084089	627381.3753479564
2519953.26424988	627379.4613782056
2493427.440415671	627377.5074335631
2466901.616581462	627375.5123950101
2440375.792747252	627373.4750914961
2413849.9689130434	627371.3943224435
2387324.1450788346	627369.2688400649
2360798.3212446254	627367.0973513698
2334272.497410416	627364.8785219576
2307746.6735762074	627362.6109512681
2281220.849741998	627360.2932038561
2254695.025907789	627357.9237993881
2228169.2020735797	627355.5011592908
2201643.378239371	627353.0236876488
2175117.5544051616	627350.4897133971
2148591.7305709524	627347.8975012194
2122065.906736743	627345.2452486022
2095540.0829025342	627342.5310824715
2069014.2590683252	627339.7530560823
2042488.4352341164	627336.9091454049
2015962.611399907	627333.9972451658
1989436.7875656977	627331.0151653719
1962910.963731489	627327.9606267628
1936385.1398972794	627324.8312566406
1909859.31606307	627321.6245840787
1883333.4922288612	627318.3380350678
1856807.6683946522	627314.9689272636
1830281.8445604432	627311.5144644732
1803756.020726234	627307.9717308292
1777230.196892025	627304.3376840124
1750704.3730578157	627300.6091506885
1724178.5492236067	627296.7828162408
1697652.7253893975	627292.855219794
1671126.9015551885	627288.8227454476
1644601.0777209792	627284.6816140192
1618075.2538867702	627280.4278738959
1591549.430052561	627276.0573915266
1565023.6062183513	627271.5658420663
1538497.7823841427	627266.9486966328
1511971.9585499333	627262.2012129283
1485446.1347157238	627257.3184212317
1458920.3108815148	627252.2951121781
1432394.4870473053	627247.1258223025
1405868.663213096	627241.8048189076
1379342.8393788866	627236.3260841786
1352817.0155446772	627230.6832977132
1326291.1917104684	627224.8698182009
1299765.367876259	627218.8786633542
1273239.5440420494	627212.7024887528
1246713.7202078402	627206.3335650418
1220187.8963736307	627199.7637529338
1193662.0725394217	627192.9844773236
1167136.2487052123	627185.986698693
1140610.424871003	627178.7608819715
1114084.6010367938	627171.2969642027
1087558.7772025845	627163.5843179557
1061032.9533683753	627155.6117141409
1034507.129534166	627147.3672788611
1007981.3056999566	627138.8384491447
981455.4818657474	627130.01192372
954929.658031538	627120.8736104572
928403.8341973288	627111.4085687808
901878.0103631194	627101.6009469298
875352.1865289103	627091.4339149209
848826.3626947008	627080.8895897762
822300.5388604916	627069.9489551221
795774.7150262822	627058.5917738132
769248.8911920731	627046.7964922754
742723.0673578638	627034.5401342057
716197.2435236546	627021.7981869505
689671.4196894455	627008.5444762093
663145.5958552363	626994.7510251629
636619.772021027	626980.3879059397
610093.9481868178	626965.4230691242
583568.1243526087	626949.8221623073
557042.3005183995	626933.548324701
530516.4766841902	626916.5619647604
503990.65284998104	626898.8205066983
477464.82901577186	626880.2781191532
450939.0051815626	626860.885405984
424413.18134735344	626840.5890650974
397887.35751314426	626819.3315088485
371361.53367893497	626797.0504387
344835.70984472585	626773.6783682269
318309.8860105166	626749.1420936029
291784.0621763074	626723.3620918306
265258.2383420982	626696.2518451698
238732.414507889	626667.7170829255
212206.5906736798	626637.6549217149
185680.76683947057	626605.952878089
159154.9430052614	626572.4877802711
132629.1191710522	626537.1244787057
106103.29533684293	626499.7144218354
79577.47150263375	626460.0939723641
53051.64766842457	626418.0834430977
26525.82383421531	626373.4814252523
6.1733682846189024e-09	626326.0671343581
-26525.823834202976	626275.5944164268
-53051.64766841223	626221.7889522266
-79577.47150262143	626164.3442549262
-106103.2953368306	626102.9169116747
-132629.11917103978	626037.1209585721
-159154.94300524905	625966.5212283332
-185680.76683945823	625890.6253775292
-212206.5906736675	625808.8743407167
-238732.4145078767	625720.6308571013
-265258.23834208585	625625.165348587
-291784.06217629503	625521.6410442881
-318309.8860105043	625409.0852155534
-344835.7098447135	625286.3732066372
-371361.5336789227	625152.1891590918
-397887.3575131319	625004.9875011214
-424413.18134734116	624842.9335855205
-450939.00518155034	624663.8419742777
-477464.8290157596	624465.0807021038
-503990.65284996876	624243.4520529386
-530516.476684178	623995.0215726324
-557042.3005183872	623714.8932552568
-583568.1243525964	623396.8795935621
-610093.9481868056	623033.0257263399
-636619.7720210148	622612.869950852
-663145.595855224	622122.31126851
-689671.4196894332	621541.6929216012
-716197.2435236424	620842.3760418188
-742723.0673578517	619980.0017130264
-769248.8911920608	618879.4271515113
-795774.7150262699	617391.8461090389
-822300.5388604793	615101.3780175308
-848826.3626946885	-627080.8897066313
-875352.1865288978	-627091.4339196106
-901878.0103631071	-627101.6007538408
-928403.8341973164	-627111.4097285782
-954929.6580315257	-627120.8722491146
-981455.4818657349	-627130.0116474535
-1007981.3056999443	-627138.8372602538
-1034507.1295341535	-627147.3665203428
-1061032.9533683627	-627155.6111336687
-1087558.7772025722	-627163.5837921118
-1114084.6010367814	-627171.2964636943
-1140610.424870991	-627178.7604123616
-1167136.2487052	-627185.9869765776
-1193662.0725394094	-627192.9848773541
-1220187.8963736186	-627199.7642780123
-1246713.7202078279	-627206.3342371992
-1273239.5440420373	-627212.7031678113
-1299765.3678762466	-627218.8794983898
-1326291.1917104558	-627224.8701330608
-1352817.015544665	-627230.6836226281
-1379342.8393788743	-627236.3258928135
-1405868.6632130835	-627241.8045548169
-1432394.487047293	-627247.1254481875
-1458920.3108815022	-627252.294496812
-1485446.1347157112	-627257.3177399158
-1511971.9585499207	-627262.2007592599
-1538497.78238413	-627266.9486637965
-1565023.6062183394	-627271.5662128794
-1591549.4300525486	-627276.0571319425
-1618075.253886758	-627280.4276329619
-1644601.0777209667	-627284.681111644
-1671126.9015551761	-627288.8228355532
-1697652.7253893851	-627292.8546957142
-1724178.5492235944	-627296.7832615898
-1750704.3730578034	-627300.6080565876
-1777230.1968920128	-627304.3362352544
-1803756.0207262216	-627307.9703271978
-1830281.8445604306	-627311.5139470164
-1856807.66839464	-627314.9678117697
-1883333.4922288489	-627318.3369811578
-1909859.316063058	-627321.6221950363
-1936385.139897267	-627324.8290134453
-1962910.9637314763	-627327.9584641588
-1989436.7875656853	-627331.0130808223
-2015962.6113998946	-627333.9952358357
-2042488.435234104	-627336.9072082407
-2069014.2590683128	-627339.751188365
-2095540.0829025218	-627342.529281182
-2122065.906736731	-627345.2435113201
-2148591.7305709403	-627347.8958253223
-2175117.554405149	-627350.4880967312
-2201643.3782393583	-627353.0221277933
-2228169.2020735675	-627355.4996540529
-2254695.0259077763	-627357.9223465761
-2281220.8497419856	-627360.2918150002
-2307746.673576195	-627362.6096102096
-2334272.497410404	-627364.8772269001
-2360798.321244613	-627367.0961060317
-2387324.1450788225	-627369.2676370416
-2413849.9689130313	-627371.3931602371
-2440375.7927472405	-627373.4739684814
-2466901.6165814493	-627375.5113098155
-2493427.4404156585	-627377.506388784
-2519953.2642498678	-627379.4603682401
-2546479.088084077	-627381.3743716351
-2573004.911918286	-627383.249483968
-2599530.735752495	-627385.0867535201
-2626056.5595867042	-627386.8871936994
-2652582.3834209135	-627388.651784063
-2679108.2072551223	-627390.3814716117
-2705634.0310893315	-627392.0771724076
-2732159.854923541	-627393.7397724866
-2758685.67875775	-627395.3701293522
-2785211.5025919587	-627396.969072658
-2811737.326426168	-627398.5374055114
-2838263.150260377	-627400.0759057053
-2864788.974094586	-627401.5853261977
-2891314.7979287948	-627403.0663963613
-2917840.6217630045	-627404.5198233475
-2944366.4455972137	-627405.946291003
-2970892.269431422	-627407.346463281
-2997418.093265632	-627408.7209836717
-3023943.917099841	-627410.070475773
-3050469.74093405	-627411.395544415
-3076995.564768259	-627412.6967764485
-3103521.3886024687	-627413.9747408577
-3130047.2124366774	-627415.2299899334
-3156573.0362708867	-627416.4630595916
