ticker,name,exchange,category name,country
WIHL.ST,Wihlborgs Fastigheter AB (publ),STO,Property Management,Sweden
VOLV-B.ST,AB Volvo (publ),STO,Trucks & Other Vehicles,Sweden
SCA-A.ST,Svenska Cellulosa Aktiebolaget SCA (publ),STO,Personal Products,Sweden
SAS.ST,SAS AB (publ),STO,"Air Services, Other",Sweden
REZT.ST,Rezidor Hotel Group AB (publ),STO,Lodging,Sweden
PACT.ST,Proact IT Group AB (publ),STO,Information Technology Services,Sweden
LUND-B.ST,L E Lundbergföretagen AB (publ),STO,Asset Management,Sweden
HLDX.ST,Haldex AB (publ),STO,Auto Parts,Sweden
ECEX.ST,East Capital Explorer AB (publ),STO,,Sweden
CLAS-B.ST,Clas Ohlson AB (publ),STO,"Specialty Retail, Other",Sweden
BILL.ST,BillerudKorsnäs AB (publ),STO,Paper & Paper Products,Sweden
BBTO-B.ST,B&B Tools AB (publ),STO,,Sweden
AXFO.ST,Axfood AB,STO,Food Wholesale,Sweden
XANO-B.ST,XANO Industri AB (publ),STO,Diversified Machinery,Sweden
SAND.ST,Sandvik AB,STO,Diversified Machinery,Sweden
MQ.ST,MQ Holding AB,STO,Apparel Stores,Sweden
LUPE.ST,Lundin Petroleum AB (publ),STO,Independent Oil & Gas,Sweden
KINV-B.ST,Kinnevik AB,STO,,Sweden
DUNI.ST,Duni AB (publ),STO,Personal Products,Sweden
BEIJ-B.ST,Beijer Ref AB (publ),STO,Diversified Machinery,Sweden
VBG-B.ST,VBG Group AB (publ),STO,Auto Parts,Sweden
SKA-B.ST,Skanska AB (publ),STO,General Contractors,Sweden
SAAB-B.ST,Saab AB (publ),STO,Aerospace/Defense - Major Diversified,Sweden
RUSF.ST,RusForest AB (publ),STO,,Sweden
NOTE.ST,NOTE AB,STO,Diversified Electronics,Sweden
NOMI.ST,Nordic Mines AB (publ),STO,Gold,Sweden
NIBE-B.ST,NIBE Industrier AB (publ),STO,,Sweden
LIAB.ST,Lindab International AB,STO,,Sweden
JM.ST,JM AB (publ),STO,,Sweden
ITAB-B.ST,Itab Shop Concept AB,STO,Business Services,Sweden
HUSQ-B.ST,Husqvarna AB (publ),STO,Machine Tools & Accessories,Sweden
HEXA-B.ST,Hexagon AB,STO,Scientific & Technical Instruments,Sweden
FEEL.ST,Feelgood Svenska AB (publ),STO,Health Care Plans,Sweden
COIC.ST,Concentric AB (publ),STO,,Sweden
BMAX.ST,Byggmax Group AB (publ),STO,Home Improvement Stores,Sweden
BEIA-B.ST,Beijer Alma AB (publ),STO,Diversified Machinery,Sweden
ASSA-B.ST,ASSA ABLOY AB (publ),STO,General Building Materials,Sweden
AF-B.ST,ÅF AB (publ),STO,Business Services,Sweden
ZZ-B.ST,Zinzino AB,STO,Business Equipment,Sweden
SVED-B.ST,Svedbergs i Dalstorp AB,STO,General Building Materials,Sweden
SEAM.ST,Seamless Distribution AB (publ),STO,,Sweden
ODLO.ST,Odfjell Drilling Ltd.,STO,,Sweden
MEDF.ST,Medfield Diagnostics AB,STO,,Sweden
KDEV.ST,Karolinska Development AB (publ),STO,,Sweden
ETX.ST,Etrion Corporation,STO,Diversified Utilities,Sweden
ERICB.ST,Telefonaktiebolaget LM Ericsson (publ),STO,,Sweden
ERIC-B.ST,Telefonaktiebolaget LM Ericsson (publ),STO,Communication Equipment,Sweden
EPIS-B.ST,Episurf Medical AB,STO,Medical Appliances & Equipment,Sweden
ENRO.ST,Eniro AB,STO,Publishing - Newspapers,Sweden
ELAN-B.ST,Elanders AB (publ),STO,Publishing - Newspapers,Sweden
BELE.ST,Beijer Electronics Group AB (publ),STO,Technical & System Software,Sweden
