ticker,name,exchange,category name,country
VOICE.IC,Fjarskipti hf,ICE,,Iceland
VIS.IC,Vátryggingafélag Íslands hf.,ICE,,Iceland
BNORDIK.IC,BankNordik P/F,ICE,,Iceland
EIM.IC,Eimskipafélag Íslands hf.,ICE,,Iceland
EIK.IC,Eik Fasteignafélag Hf,ICE,,Iceland
REITIR.IC,Reitir Fasteignafélag hf.,ICE,,Iceland
HAMP.IC,Hampidjan Hf.,ICE,,Iceland
HAGA.IC,Hagar hf,ICE,,Iceland
GRND.IC,HB Grandi hf.,ICE,,Iceland
NYHR.IC,Nýherji hf.,ICE,,Iceland
TM.IC,Tryggingamiðstöðin hf.,ICE,,Iceland
SJOVA.IC,Sjóvá-Almennar tryggingar hf.,ICE,,Iceland
REGINN.IC,Reginn hf.,ICE,,Iceland
N1.IC,N1 Hf,ICE,,Iceland
MARL.IC,Marel hf,ICE,,Iceland
OSSRU.IC,Össur hf.,ICE,,Iceland
ICEAIR.IC,Icelandair Group hf.,ICE,,Iceland
SIMINN.IC,Síminn hf.,ICE,,Iceland
SFSB.IC,Slaturfelag Sudurlands Svf,ICE,,Iceland
