ticker,name,exchange,category name,country
510010.SS,Bank Of Communications Schroder SSE 180 Fund,SHH,,China
510680.SS,Wanjia SSE 380 Exchange Traded Securities Investment Fund,SHH,,China
510420.SS,Invesco Great Wall SSE 180 Equal Weight Fund,SHH,,China
502000.SS,Western Leadbank CSI 500 Equal Weight Index Graded Securities Fund,SHH,,China
502001.SS,Western Leadbank CSI 500 Equal Weight Index Graded Securities Fund,SHH,,China
512210.SS,Invesco Great Wall CSI 800 Food & Drink Index ETF,SHH,,China
512230.SS,Invesco Great Wall Fund Management Co. Ltd - CSI Medicine Healthcare Fund,SHH,,China
522971.SS,522971.SS,SHH,,China
522975.SS,522975.SS,SHH,,China
501002.SS,CHANG XIN ASSET MA CSI ENERGY I,SHH,,China
502016.SS,CHANG XIN ASSET MA CSI ONE BELT,SHH,,China
523985.SS,523985.SS,SHH,,China
522985.SS,522985.SS,SHH,,China
523971.SS,523971.SS,SHH,,China
523975.SS,523975.SS,SHH,,China
511880.SS,YINHUA FUND MANAGE YINHUA TRADE,SHH,,China
522665.SS,522665.SS,SHH,,China
523664.SS,523664.SS,SHH,,China
522664.SS,522664.SS,SHH,,China
510430.SS,SSE 50 Equal Weight ETF,SHH,,China
523665.SS,523665.SS,SHH,,China
511930.SS,Zhongrong Fund Management Co - Daily Earning Transactional Money Market Fund,SHH,,China
510581.SS,510581.SS,SHH,,China
502032.SS,Zhonghai CSI High-Speed Rail Industry Index Grading Securities Investment Fund,SHH,,China
502031.SS,Zhonghai CSI High-Speed Rail Industry Index Grading Securities Investment Fund,SHH,,China
510880.SS,Huatai-PB SSE Dividend Index ETF,SHH,,China
510170.SS,GTJA Allianz SSE Commodity Equity index ETF Feeder Fund,SHH,,China
510560.SS,China Life AMP CSI 500 ETF Feeder Fund,SHH,,China
519002.SS,HUAAN FUND MANAGEM ANXIN SECT I,SHH,,China
511980.SS,China Universal Tian Fu Tong Money Market Fund,SHH,,China
512500.SS,Chinaamc CSI 500 Index Exchange Traded Fund,SHH,,China
502018.SS,Chang Xin Csi Obaor Thematic Index Grading Securities Investment Fund,SHH,,China
511010.SS,Guotai SSE 5 - Year Treasury Exchange-Traded Securities Investment Fund,SHH,,China
510660.SS,SSE Health Care ETF,SHH,,China
510650.SS,SSE Financials ETF,SHH,,China
502017.SS,Chang Xin Csi Obaor Thematic Index Grading Securities Investment Fund,SHH,,China
510630.SS,SSE Consumer Staples ETF,SHH,,China
518800.SS,Guotai Asset Management Company - Gold Exchange UCITS Fund,SHH,,China
510610.SS,510610.SS,SHH,,China
513100.SS,Guotai Nasdaq-100 Index Fund,SHH,,China
511210.SS,BOSERA ASSET MANAG SSE CORPORAT,SHH,,China
510050.SS,China 50 ETF,SHH,,China
510410.SS,Bosera SSE Natural Resource Index ETF,SHH,,China
510020.SS,Bosera SSE Mega-Cap Index ETF,SHH,,China
500058.SS,Galaxy YinFeng Equity Fund,SHH,,China
513500.SS,Bosera S&P 500 ETF,SHH,,China
519889.SS,CHINA UNIVERSAL AS HUITIANFU EX,SHH,,China
510330.SS,China AMC CSI 300 ETF,SHH,,China
510620.SS,CHINA ASSET MGT CO SSE MATERIAL,SHH,,China
510090.SS,CCB Principal Responsibility ETF,SHH,,China
512990.SS,MSCI China A Share Exchange Traded Open-End Index Securities Investment Fund,SHH,,China
519888.SS,CHINA UNIVERSAL AS HUITIANFU EX,SHH,,China
510230.SS,Guotai Asset Management - Guotai SSE 180 Financial Index ETF,SHH,,China
519801.SS,CHINA ASSET MGT CO HUAXIA MARGI,SHH,,China
519800.SS,CHINA ASSET MGT CO HUAXIA MARGI,SHH,,China
519119.SS,AXA SPDB INVESTMENT MANAGERS CO,SHH,,China
511900.SS,Fullgoal Shou Yi Bao Exchange Traded Money Market Fund,SHH,,China
511960.SS,HARVEST FUND MGMT INSTI EXPRESS,SHH,,China
603919.SS,Jinhui,SHH,,China
512010.SS,E FUND MANAGEMENT E FUND CSI 30,SHH,,China
510510.SS,GF Fund Management - CSI 500 ETF Fund,SHH,,China
510520.SS,Lion CSI 500 Index Fund,SHH,,China
518880.SS,Huaan Yifu Gold Exchange Traded Fund,SHH,,China
511860.SS,Bosera Asset Management Co. - Security Department Real Time Traded Money Market Fund,SHH,,China
510710.SS,Bosera SSE50 Index ETF Fund,SHH,,China
512600.SS,Harvest Fund Management - CSI Consumer Staples Fund,SHH,,China
512220.SS,Invesco Great Wall CSI TMT 150 Index ETF,SHH,,China
511220.SS,"HFT Investment Management Co., Ltd. - SSE Pledge Urban Investment Bond Fund",SHH,,China
513600.SS,China Southern Hang Seng Index Exchange Traded Fund,SHH,,China
505888.SS,Harvest Yuanhe Direct Enclosed Mixed Sponsor Securities Investment Fund,SHH,,China
513660.SS,CHINA SOUTHERN FUN CHINA AMC SH,SHH,,China
502002.SS,Western Leadbank CSI 500 Equal Weight Index Graded Securities Fund,SHH,,China
603066.SS,Inform,SHH,,China
501000.SS,G Fund Xinxin Flexible Disposition Mixed Securities Investment Fund,SHH,,China
502010.SS,E Fund Management - CSI All Share Financial Fund,SHH,,China
502058.SS,GF Fund Managment Co. - CSI Healthcare Index Fund,SHH,,China
502053.SS,Changsheng CSI All-Share Index Securities Companies Index Grading Securities Investment Fund,SHH,,China
502005.SS,E Fund National Defense Industry Index Grading Securities Investment Fund,SHH,,China
502008.SS,E Fund State-Owned Enterprise Reform Index Grading Securities Investment Fund,SHH,,China
502042.SS,Changsheng SSE 50 Index Grading Securities Investment Fund,SHH,,China
502011.SS,E Fund Management - Securities Index Classified Fund,SHH,,China
502022.SS,Guojin General SSE 50 Index Classified Fund,SHH,,China
502020.SS,Guojin General SSE 50 Index Classified Fund,SHH,,China
502012.SS,E Fund Management - Securities Index Classified Fund,SHH,,China
502054.SS,Changsheng CSI All-Share Index Securities Companies Index Grading Securities Investment Fund,SHH,,China
502056.SS,GF Fund Managment Co. - CSI Healthcare Index Fund,SHH,,China
502021.SS,Guojin General SSE 50 Index Classified Fund,SHH,,China
603520.SS,Starry,SHH,,China
502057.SS,GF Fund Managment Co. - CSI Healthcare Index Fund,SHH,,China
601155.SS,Future Land,SHH,,China
501001.SS,Caitong Multi-Strategy Selected Mixed Securities Investment Fund,SHH,,China
502007.SS,E Fund State-Owned Enterprise Reform Index Grading Securities Investment Fund,SHH,,China
502041.SS,Changsheng SSE 50 Index Grading Securities Investment Fund,SHH,,China
502003.SS,E Fund National Defense Industry Index Grading Securities Investment Fund,SHH,,China
502023.SS,Penghua CNI Ferrous Metals Index Grading Securities Investment Fund,SHH,,China
502055.SS,Changsheng CSI All-Share Index Securities Companies Index Grading Securities Investment Fund,SHH,,China
510580.SS,E Fund CSI 500 Exchange Traded Fund,SHH,,China
502024.SS,Penghua CNI Ferrous Metals Index Grading Securities Investment Fund,SHH,,China
502040.SS,Changsheng SSE 50 Index Grading Securities Investment Fund,SHH,,China
502025.SS,Penghua CNI Ferrous Metals Index Grading Securities Investment Fund,SHH,,China
502026.SS,Penghua New Silk Road Index Grading Securities Investment Fund,SHH,,China
502028.SS,Penghua New Silk Road Index Grading Securities Investment Fund,SHH,,China
502004.SS,E Fund National Defense Industry Index Grading Securities Investment Fund,SHH,,China
502027.SS,Penghua New Silk Road Index Grading Securities Investment Fund,SHH,,China
603027.SS,"Qianhe Condiment and Food Co., Ltd.",SHH,,China
511820.SS,Penghua Fund Management Co Ltd - Profit Added Traded Money Market Fund,SHH,,China
502006.SS,E Fund State-Owned Enterprise Reform Index Grading Securities Investment Fund,SHH,,China
512510.SS,Huatai - PineBridge CSI 500 ETF,SHH,,China
502038.SS,Da Cheng CSI Internet Financial Index Grading Securities Investment Fund,SHH,,China
502036.SS,Da Cheng CSI Internet Financial Index Grading Securities Investment Fund,SHH,,China
510360.SS,GF SSE-SZSE 300 Tradable Open-end Index Fund,SHH,,China
502037.SS,Da Cheng CSI Internet Financial Index Grading Securities Investment Fund,SHH,,China
510290.SS,SSE 380 Index ETF,SHH,,China
601988.SS,BANK OF CHINA,SHH,,China
601398.SS,ICBC,SHH,,China
600640.SS,BTH,SHH,,China
600635.SS,DZUG,SHH,,China
600027.SS,HDPI,SHH,,China
900932.SS,LJZ,SHH,,China
601998.SS,CNCB,SHH,,China
601808.SS,COSL,SHH,,China
601006.SS,Daqin Railway,SHH,,China
600809.SS,Shanxi Fen Wine,SHH,,China
600618.SS,SCAC,SHH,,China
600519.SS,KWEICHOW MOUTAI,SHH,,China
600426.SS,Hualu-Hengsheng,SHH,,China
600180.SS,CCS,SHH,,China
600104.SS,SAIC MOTOR,SHH,,China
600079.SS,HWHG,SHH,,China
600036.SS,CMB,SHH,,China
600029.SS,CSN,SHH,,China
