UID,Session,Sample,d13Cwg_VPDB,d18Owg_VSMOW,d45,d46,d47,d48,d49,d13C_VPDB,d18O_VSMOW,D47raw,D48raw,D49raw,D47
1,Session_A,ETH-1,2.717,38.127,-0.706881,-1.068201,-1.781111,-1.960191,nan,1.989431,37.005514,-0.002414,0.175424,nan,0.247577
2,Session_A,ETH-1,2.717,38.127,-0.696555,-1.048784,-1.788342,-2.037113,nan,1.999915,37.025904,-0.039426,0.059461,nan,0.208611
3,Session_A,ETH-1,2.717,38.127,-0.751538,-1.200577,-2.030190,-2.603618,nan,1.945910,36.866439,-0.075562,-0.204416,nan,0.170677
4,Session_A,ETH-1,2.717,38.127,-0.707949,-1.092089,-1.846046,-2.138804,nan,1.989169,36.980401,-0.042851,0.044258,nan,0.205032
5,Session_A,ETH-2,2.717,38.127,-12.500232,-17.376376,-29.832859,-34.417826,nan,-10.202248,19.886873,-0.075555,0.034051,nan,0.183527
6,Session_A,ETH-2,2.717,38.127,-12.513267,-17.472861,-29.940442,-34.531678,nan,-10.212750,19.785459,-0.076294,0.112531,nan,0.182799
7,Session_A,ETH-3,2.717,38.127,-0.977941,-0.681252,-1.348447,-1.614965,nan,1.680540,37.412996,0.330073,-0.253294,nan,0.597433
8,Session_A,ETH-3,2.717,38.127,-0.941086,-0.559453,-1.166072,-0.710328,nan,1.715988,37.540968,0.354803,0.408699,nan,0.623386
9,Session_A,ETH-3,2.717,38.127,-0.969609,-0.642329,-1.256025,-1.045637,nan,1.688126,37.453900,0.375734,0.238892,nan,0.645465
10,Session_A,ETH-4,2.717,38.127,-12.625998,-17.705388,-30.085717,-35.362812,nan,-10.326362,19.541244,0.124427,-0.275290,nan,0.394193
11,Session_A,ETH-4,2.717,38.127,-12.641394,-17.743446,-30.058754,-35.184701,nan,-10.341639,19.501265,0.206418,-0.013214,nan,0.480505
