H (A/m)	M (A/m)
3978873.5751313814	1137718.0741934697
3952347.751297172	1137716.8533923868
3925821.9274629634	1137715.620511852
3899296.103628754	1137714.3754455643
3872770.279794545	1137713.118053303
3846244.4559603357	1137711.8481679077
3819718.632126127	1137710.5656230352
3793192.808291918	1137709.2702495405
3766666.9844577084	1137707.9618754643
3740141.160623499	1137706.640321308
3713615.3367892904	1137705.3054183656
3687089.512955081	1137703.956981307
3660563.689120872	1137702.5948212643
3634037.8652866627	1137701.2187609293
3607512.041452454	1137699.8286052344
3580986.2176182447	1137698.4241558874
3554460.3937840355	1137697.0052254987
3527934.569949826	1137695.5716088447
3501408.7461156175	1137694.1230982596
3474882.922281408	1137692.6594946391
3448357.098447199	1137691.180582932
3421831.27461299	1137689.6861484994
3395305.450778781	1137688.175969724
3368779.6269445717	1137686.649830586
3342253.8031103625	1137685.1075017487
3315727.9792761537	1137683.548752938
3289202.1554419445	1137681.9733497626
3262676.3316077353	1137680.3810536326
3236150.507773526	1137678.7716216687
3209624.6839393172	1137677.1448065613
3183098.8601051085	1137675.5003552386
3156573.0362708988	1137673.8380139598
3130047.2124366895	1137672.1575203969
3103521.3886024808	1137670.4586087265
3076995.564768272	1137668.7410082137
3050469.7409340623	1137667.0044431495
3023943.917099853	1137665.2486326876
2997418.0932656443	1137663.4732907542
2970892.269431435	1137661.678125947
2944366.445597226	1137659.8628413694
2917840.621763017	1137658.0271345458
2891314.797928808	1137656.1706972932
2864788.9740945986	1137654.2932160983
2838263.15026039	1137652.3943716951
2811737.3264261805	1137650.4738348983
2785211.5025919713	1137648.5312750149
2758685.678757762	1137646.5663532559
2732159.854923553	1137644.57872424
2705634.031089344	1137642.5680358766
2679108.207255135	1137640.5339292285
2652582.383420926	1137638.476038299
2626056.5595867164	1137636.3939904084
2599530.7357525076	1137634.2874040462
2573004.911918299	1137632.1558916129
2546479.088084089	1137629.9990572787
2519953.26424988	1137627.8164973406
2493427.440415671	1137625.607799966
2466901.616581462	1137623.3725450588
2440375.792747252	1137621.110303995
2413849.9689130434	1137618.8206394736
