H (A/m)	M (A/m)
3978873.5751313814	1110327.4157005856
3952347.751297172	1110326.1963775486
3925821.9274629634	1110324.964698571
3899296.103628754	1110323.720554357
3872770.279794545	1110322.46378719
3846244.4559603357	1110321.194225405
3819718.632126127	1110319.9116944359
3793192.808291918	1110318.616012231
3766666.9844577084	1110317.307007013
3740141.160623499	1110315.9844906433
3713615.3367892904	1110314.648276274
3687089.512955081	1110313.2981687724
3660563.689120872	1110311.933984352
3634037.8652866627	1110310.555516715
3607512.041452454	1110309.1625746656
3580986.2176182447	1110307.7549498256
3554460.3937840355	1110306.3324306004
3527934.569949826	1110304.894813951
3501408.7461156175	1110303.4418809416
3474882.922281408	1110301.9734128101
3448357.098447199	1110300.4891837384
3421831.27461299	1110298.9889731682
3395305.450778781	1110297.47254725
3368779.6269445717	1110295.9396709942
3342253.8031103625	1110294.3901051024
3315727.9792761537	1110292.8236059346
3289202.1554419445	1110291.2399253563
3262676.3316077353	1110289.6388106677
3236150.507773526	1110288.0200031737
3209624.6839393172	1110286.3832433445
3183098.8601051085	1110284.7282628592
3156573.0362708988	1110283.0547896791
3130047.2124366895	1110281.3625466872
3103521.3886024808	1110279.6512515147
3076995.564768272	1110277.9206164712
3050469.7409340623	1110276.1703483982
3023943.917099853	1110274.4001485528
2997418.0932656443	1110272.6097124629
2970892.269431435	1110270.7987298227
2944366.445597226	1110268.96688483
2917840.621763017	1110267.1138558444
2891314.797928808	1110265.2393112194
2864788.9740945986	1110263.3429175313
2838263.15026039	1110261.424333114
2811737.3264261805	1110259.4832095823
2785211.5025919713	1110257.5191916747
2758685.678757762	1110255.5319170735
2732159.854923553	1110253.5210162543
2705634.031089344	1110251.4861122973
2679108.207255135	1110249.4268212225
2652582.383420926	1110247.342749859
2626056.5595867164	1110245.2334985032
2599530.7357525076	1110243.0986588567
2573004.911918299	1110240.9378143118
2546479.088084089	1110238.7505396837
2519953.26424988	1110236.536401095
2493427.440415671	1110234.2949556482
2466901.616581462	1110232.0257512983
2440375.792747252	1110229.7283265637
2413849.9689130434	1110227.4022103166
2387324.1450788346	1110225.0469215175
2360798.3212446254	1110222.6619716464
2334272.497410416	1110220.2468538855
2307746.6735762074	1110217.8010585273
2281220.849741998	1110215.324062349
2254695.025907789	1110212.8153308902
2228169.2020735797	1110210.2743181626
2201643.378239371	1110207.7004663714
2175117.5544051616	1110205.0932055614
2148591.7305709524	1110202.451953321
2122065.906736743	1110199.7761144724
2095540.0829025342	1110197.0650806932
2069014.2590683252	1110194.3182353037
2042488.4352341164	1110191.5349326988
2015962.611399907	1110188.7145279539
1989436.7875656977	1110185.8563566515
1962910.963731489	1110182.9597393866
1936385.1398972794	1110180.0239813705
1909859.31606307	1110177.048371974
1883333.4922288612	1110174.0321843214
1856807.6683946522	1110170.9746748712
1830281.8445604432	1110167.8750907406
1803756.020726234	1110164.7326380599
1777230.196892025	1110161.5465279142
1750704.3730578157	1110158.315945127
1724178.5492236067	1110155.0400553234
1697652.7253893975	1110151.7180044053
1671126.9015551885	1110148.34891799
1644601.0777209792	1110144.931900811
1618075.2538867702	1110141.4660470611
1591549.430052561	1110137.9503964465
1565023.6062183513	1110134.3839979016
1538497.7823841427	1110130.7658664281
1511971.9585499333	1110127.0949928863
1485446.1347157238	1110123.3703433683
1458920.3108815148	1110119.5908583503
1432394.4870473053	1110115.7554520164
1405868.663213096	1110111.863024613
1379342.8393788866	1110107.9124094262
1352817.0155446772	1110103.9024494637
1326291.1917104684	1110099.8319454126
1299765.367876259	1110095.6996673609
1273239.5440420494	1110091.5043538646
1246713.7202078402	1110087.2447079225
1220187.8963736307	1110082.9194085703
1193662.0725394217	1110078.5270901977
1167136.2487052123	1110074.0663553579
1140610.424871003	1110069.5357696218
1114084.6010367938	1110064.9338604542
1087558.7772025845	1110060.2591162156
1061032.9533683753	1110055.5099852276
1034507.129534166	1110050.68487333
1007981.3056999566	1110045.7821438478
981455.4818657474	1110040.8001151078
954929.658031538	1110035.737059837
928403.8341973288	1110030.5912029129
901878.0103631194	1110025.36072033
875352.1865289103	1110020.0437372073
848826.3626947008	1110014.6383262079
822300.5388604916	1110009.1425058078
795774.7150262822	1110003.5542369215
769248.8911920731	1109997.871426986
742723.0673578638	1109992.0919171062
716197.2435236546	1109986.2134914831
689671.4196894455	1109980.2338659314
663145.5958552363	1109974.1506932531
636619.772021027	1109967.961554886
610093.9481868178	1109961.6639620038
583568.1243526087	1109955.2553514321
557042.3005183995	1109948.7330833026
