,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,HCO+4,C609,C370,H2,H2S1,H2S2,H2S3
x-100,1.1142191796038738,12.243849802710624,41.37175866136946,86.09151585982893,133.9553776520493,166.8711722969309,171.40679626961347,149.48964464695047,112.51387765163551,73.06211108708864,40.249422907592766,18.83986293714866,7.483853367831113,7.483853367831112,2.4625418356138202,0.624807891739379,0.12755550562717358,0.022358728650726533,0.0034934749942956192,0.0004927677827477403,0.32249790088908165,46.31045314938983,188.53544132643444,319.9584595940122,114.45251102533881,161.9611513093808,361.6098007156295
x-075,1.0575150492615444,12.595184760691778,44.119440412832375,94.76470655212339,152.87906784552547,200.05983836828005,219.50867247684664,207.53097483567603,173.16309222090294,128.79075004814885,85.10678509858147,50.34413355194494,26.510849455360336,26.51084945536033,12.368369625298149,5.046447899084907,1.768409481224063,0.4983135121973372,0.11762335175273923,0.024966327701581574,0.341683802346154,50.57071225639195,219.19996978828806,495.00205071316924,156.2555078810616,242.4620230454217,570.9338949099625
x-050,0.929429754737544,12.005169627557484,43.76558694607087,97.17184084852087,162.63717526694754,223.06797766280613,261.1111598261157,268.121974770332,246.84945884785688,205.132330625404,155.83057424422847,109.03690150537602,70.58311222320717,70.58311222320712,41.39411194913352,22.20708810173531,10.976501024450437,4.746382841356176,1.6984629521106702,0.4962972407273783,0.36515273420908323,54.298083863689165,249.11986798186447,716.0101597636155,185.97026700950775,338.7115196115771,825.7491527201877
x-025,0.7444420416907008,10.336956134560635,39.46608052709801,90.80193610672087,157.59329706190147,227.16140997659355,286.15963829708625,322.2116467134073,327.6485277839033,303.1618808070342,259.74784326080146,207.8605023331261,156.32286681395968,156.32286681395968,108.99029419763924,71.45135430089961,44.32535520873284,25.431977492610784,13.200996877627187,6.1299757926519955,0.40016450381555174,57.994414139817664,280.8919836721775,945.9847239334268,189.15454856713174,437.83087797729854,1052.4245834532899
x000,0.5845985289887172,8.49555721428876,33.908502005681356,81.23838185406093,147.33329006336848,223.9582647212117,299.73295295509814,361.55691818305894,401.00734428722467,411.04293567701734,392.5655489973184,351.433959239473,297.1378275869423,297.13782758694225,236.77997616550434,179.31768546796755,130.2656476693871,89.87775940382632,58.11957332696468,35.12937676944898,0.4586344263145977,61.31556275451577,313.0373315524654,1152.4651234341707,184.27023184985336,517.926270565291,1171.36142679511
x025,0.45758712301168836,6.897171612327314,28.631133655047442,71.41373043457814,135.05687012874768,214.56221518565226,302.1091897711793,388.00934542141033,462.0054286467835,510.7537100861932,530.4483796482847,521.000513128572,484.6695990107503,484.6695990107501,427.3104383641222,360.0574994733159,292.84687656530787,230.33756706532523,173.4166103282548,125.11081880576575,0.5454814688182866,64.48153238408409,346.6789090292648,1335.088800486393,217.3081235058171,552.0501960488622,1150.07435824279
x050,0.35424741071472415,5.639563172427543,24.26458423690799,62.75591676483624,123.29242792376417,203.9426526654163,299.4677253601661,401.21813857170747,498.6631789301197,581.2597591763752,645.5179406355198,683.8111020326013,687.7898567416507,687.789856741651,657.7871288921407,603.473509243722,535.3980291983754,461.5771944516248,386.5773171261393,315.06092230149136,0.6543328848103174,67.62332254237863,383.05797172232246,1496.3698713944664,328.6952655629801,550.3755283802119,1010.9654850237526
x075,0.26384922269239336,4.446049841016314,19.84885742419425,53.16782792460109,108.23318560039061,185.48266103758505,282.25881969288537,393.6229041480062,513.5724518077055,633.5919341133035,745.502825865786,835.7431431841643,892.4584823299913,892.458482329991,913.5173691370596,903.3125867226961,866.9882978519361,807.1146358249935,732.409450234014,648.2126601271899,0.7696556740873202,70.28874381896203,420.79424088588206,1657.2709260825438,534.2699037115964,548.5166512537091,836.8546175898633
x100,0.18077918869780354,3.4259961230721543,16.30791255221062,45.584985444567806,96.40524781423879,171.2695531787427,269.95020773161775,389.77044513981485,526.0204091640774,670.7915985492546,817.9071844128441,959.8451858885167,1089.673697095509,1089.6736970955092,1203.0653110117244,1291.61679202619,1351.439885404206,1371.7636767424153,1358.9069225814944,1316.2598162087143,0.9152988559218663,73.01314319202835,464.12809579172875,1853.5417166961054,841.2570146039727,683.8079569441901,933.7782993991616
x125,0.10532378663863844,2.3062978540980668,11.874888989641498,35.01644431305394,77.43822883133767,143.29109968668593,234.7351303452434,352.10801545375017,494.2716127205132,658.6222999265617,843.3601568238053,1044.208187922606,1252.2399191161298,1252.2399191161303,1455.4034966893378,1642.499924745289,1817.7735848900584,1968.8005432371199,2100.9621556800544,2208.730476782635,1.0855439461191174,74.68517997752666,508.17048444473414,1933.4150844120304,984.9467125016373,915.0925341358533,1672.9906996024945
x150,0.05158734265024068,1.256294662632979,7.089236983824888,22.39579770383829,52.33304036691264,101.30514210635934,172.8784747384227,268.75866802097784,389.5433647096272,534.731276860951,703.6450538047324,894.5805795454479,1103.5948279022236,1103.5948279022239,1320.7639412734022,1544.896776127257,1780.627634866287,2014.2037367752685,2240.848547265725,2445.879616741498,0.9483942003147788,74.33716330839884,542.4581924801784,1842.9668805813294,771.1128321226458,838.9322015478901,1953.321256746333
x175,0.02557955326551108,0.6407555350313928,3.763739337061829,12.367334329258394,29.923716104662883,59.88099162724663,105.47154382671572,169.1646694482526,252.77455735041644,356.85014830847837,481.88344848981683,627.5009725070965,791.0961789168897,791.0961789168894,967.8273369366635,1155.8452278089858,1356.127038027943,1560.8665655868185,1768.443169003185,1973.4306580316459,0.6594484073111136,71.37983454700068,551.657850135169,2334.5128668820275,484.3472853047931,647.2662299407854,1945.5233524759165
x200,0.01486834787311797,0.37770830907697023,2.2564127499046074,7.550725102546807,18.592589724516557,37.818468814701994,67.69187502879461,110.23692104661967,167.38258588633218,240.09653969221128,329.3765836286061,435.10790091126046,556.6033568896868,556.6033568896868,692.123017965887,839.8255878149337,998.9486137565394,1165.3508951910164,1337.6053750746753,1511.086127870554,0.42437343306315306,65.99355047746242,528.5149724031178,3762.808301125789,258.71219972321967,416.99135717770986,1527.661179314939
x225,0.008959495632426621,0.23208071095577051,1.4119998846892865,4.790746598889153,11.91935109322349,24.476431982482975,44.15008737041994,72.47924638140199,110.85689544946968,160.4053167543191,221.95111492062594,295.9115144123009,382.0155947543796,382.01559475437944,480.51651066833494,590.2681209827485,710.4279119325795,839.6004409708029,976.6222729206781,1119.672478392815,0.2586271530963508,58.31475390875454,476.01409518153383,3185.726121736988,120.86833257546884,221.87868638598164,915.1265804356519
x250,0.005073368922652906,0.13393797628994883,0.8301731103989418,2.8566950625441554,7.183408081122506,14.885530926380763,27.0663912700939,44.787665408190705,69.02709283469113,100.66059100052027,140.3735077403991,188.6195343871603,245.41457412731975,245.41457412731975,311.2184536645996,385.4760858046176,467.75949824239655,557.5474533705353,654.0744609543499,756.6078959478251,0.14291363087685982,49.86355336650893,412.2638780899603,2445.902022154306,51.26434566747133,101.81088628804056,468.3290699042853
x275,0.0025644020984797013,0.068704106944078,0.4330891346834344,1.5118454469937839,3.8504616435807892,8.075811960447176,14.858676189470987,24.87409882018479,38.77305622399776,57.16731409337673,80.57486984657001,109.3773891730812,143.70842815734008,143.70842815734005,183.91240175672166,229.73307163553497,280.9763262211669,337.3683211322821,398.51051986001175,463.9685058861241,0.06858071055575041,40.98831992444771,342.4781476932853,1544.0362463925117,19.816457335676695,40.94258917340985,203.71882647046746
