UID,Session,Sample,d13Cwg_VPDB,d18Owg_VSMOW,d45,d46,d47,d48,d49,d13C_VPDB,d18O_VSMOW,D47raw,D48raw,D49raw,D47
4514,session_00,ETH-3,-3.636,24.814,5.443603,12.414630,17.655535,24.946422,41.078198,1.724089,37.520295,-0.229783,-0.036028,10.278235,0.665518
4515,session_00,ETH-4,-3.636,24.814,-6.333292,-4.913648,-11.707225,-9.640453,2.006013,-10.220238,19.794776,-0.378792,0.164250,18.625661,0.472341
4516,session_00,SANSA,-3.636,24.814,5.183065,11.417578,16.233113,22.838758,29.249620,1.482332,36.499425,-0.392352,-0.123882,1.011811,0.481042
4517,session_00,RODOLO,-3.636,24.814,0.503580,17.888530,17.900413,35.989543,42.370967,-3.754892,43.139818,-0.208430,-0.103792,6.140267,0.689798
4518,session_00,PD5-31_3A,-3.636,24.814,6.408393,10.488213,16.726607,21.322090,61.348635,2.825701,35.544447,-0.259796,0.230839,32.755148,0.630889
4519,session_00,PD5-78_0C,-3.636,24.814,0.678138,25.679833,25.756182,52.109228,78.711055,-3.853231,51.121661,-0.196039,0.085617,25.543863,0.710510
4520,session_00,ETH-2,-3.636,24.814,-6.287192,-4.858273,-11.830560,-9.648218,5.901772,-10.173032,19.851401,-0.606057,0.045104,22.423668,0.216053
4521,session_00,ETH-3,-3.636,24.814,5.415993,12.333308,17.515103,24.706712,42.395412,1.697575,37.437045,-0.260474,-0.109270,11.745775,0.630802
4522,session_00,F7304A,-3.636,24.814,-0.262432,21.550898,20.619498,43.602537,68.352148,-4.707371,46.893729,-0.280814,0.034749,24.803948,0.610538
4523,session_00,PD5-76_9a-A,-3.636,24.814,0.683118,22.483790,22.591175,45.532033,68.180400,-3.731187,47.847274,-0.223724,0.056341,21.772672,0.676585
4524,session_00,ETH-1,-3.636,24.814,5.702580,11.851357,16.957073,23.731885,53.981803,2.021482,36.942621,-0.634706,-0.108655,23.638307,0.208472
4525,session_00,ETH-4,-3.636,24.814,-6.351110,-4.974435,-11.780285,-9.810588,13.277142,-10.237026,19.732541,-0.374163,0.114615,30.227084,0.477497
4526,session_00,MERCK,-3.636,24.814,-36.084157,-1.813328,-39.216510,-3.530315,-11.505938,-42.122671,23.039750,-0.285255,0.093059,31.697823,0.554164
