N samples (anchors + unknowns),97 (7 + 90)
N analyses (anchors + unknowns),925 (470 + 455)
Repeatability of δ13C_VPDB,776.4 ppm
Repeatability of δ18O_VSMOW,669.9 ppm
Repeatability of Δ47 (anchors),49.3 ppm
Repeatability of Δ47 (unknowns),35.5 ppm
Repeatability of Δ47 (all),43.2 ppm
Model degrees of freedom,754
Student's 95% t-factor,1.96
Standardization method,pooled
