H (A/m)	M (A/m)
3978873.5751313814	1030545.6130274213
3952347.751297172	1030544.4111430557
3925821.9274629634	1030543.1962142421
3899296.103628754	1030541.9680911731
3872770.279794545	1030540.7265913007
3846244.4559603357	1030539.4715278571
3819718.632126127	1030538.2026979381
3793192.808291918	1030536.9198945115
3766666.9844577084	1030535.6229205019
3740141.160623499	1030534.311561448
3713615.3367892904	1030532.9855989688
3687089.512955081	1030531.6448240166
3660563.689120872	1030530.2890102532
3634037.8652866627	1030528.9179274039
3607512.041452454	1030527.5313531499
3580986.2176182447	1030526.129048691
3554460.3937840355	1030524.7107718539
3527934.569949826	1030523.2762844844
3501408.7461156175	1030521.8253352522
3474882.922281408	1030520.3576708012
3448357.098447199	1030518.8730329159
3421831.27461299	1030517.3711583726
3395305.450778781	1030515.8517787845
3368779.6269445717	1030514.3146191348
3342253.8031103625	1030512.7594031724
3315727.9792761537	1030511.185845033
3289202.1554419445	1030509.5936546745
3262676.3316077353	1030507.9825359553
3236150.507773526	1030506.3521871591
3209624.6839393172	1030504.7023003987
3183098.8601051085	1030503.0325615996
3156573.0362708988	1030501.3426503137
3130047.2124366895	1030499.6322415617
3103521.3886024808	1030497.9009979796
3076995.564768272	1030496.1485809678
3050469.7409340623	1030494.3746431002
3023943.917099853	1030492.5788298023
2997418.0932656443	1030490.7607791063
2970892.269431435	1030488.9201215446
2944366.445597226	1030487.0564799282
2917840.621763017	1030485.1694691282
2891314.797928808	1030483.2586959158
2864788.9740945986	1030481.3237590953
2838263.15026039	1030479.3642478526
2811737.3264261805	1030477.3797436843
2785211.5025919713	1030475.3698187531
2758685.678757762	1030473.3340359918
2732159.854923553	1030471.2719488973
2705634.031089344	1030469.1831012584
2679108.207255135	1030467.0670269014
2652582.383420926	1030464.9232494405
2626056.5595867164	1030462.7512819918
2599530.7357525076	1030460.5506268885
2573004.911918299	1030458.3207777628
2546479.088084089	1030456.0612099878
2519953.26424988	1030453.7713940667
2493427.440415671	1030451.4507863106
2466901.616581462	1030449.0988306989
2440375.792747252	1030446.7149585832
2413849.9689130434	1030444.2985883337
2387324.1450788346	1030441.8491249606
2360798.3212446254	1030439.3659597798
2334272.497410416	1030436.8484700007
2307746.6735762074	1030434.2960183222
2281220.849741998	1030431.7079571743
2254695.025907789	1030429.083610017
2228169.2020735797	1030426.4222979845
2201643.378239371	1030423.7233216423
2175117.5544051616	1030420.9859648086
2148591.7305709524	1030418.2094942075
2122065.906736743	1030415.3931588829
2095540.0829025342	1030412.5361897127
2069014.2590683252	1030409.6377989096
2042488.4352341164	1030406.6971867653
2015962.611399907	1030403.7135120075
1989436.7875656977	1030400.6859344083
1962910.963731489	1030397.613585717
1936385.1398972794	1030394.4955760286
1909859.31606307	1030391.3309931187
1883333.4922288612	1030388.1189017866
1856807.6683946522	1030384.858353159
1830281.8445604432	1030381.5483444849
1803756.020726234	1030378.1878769301
1777230.196892025	1030374.7759161595
1750704.3730578157	1030371.3114012029
1724178.5492236067	1030367.7932433699
1697652.7253893975	1030364.2203256259
1671126.9015551885	1030360.5915016107
1644601.0777209792	1030356.905606914
1618075.2538867702	1030353.1614096796
1591549.430052561	1030349.3576815022
1565023.6062183513	1030345.4931490293
1538497.7823841427	1030341.566504817
1511971.9585499333	1030337.5764051959
1485446.1347157238	1030333.5214702818
1458920.3108815148	1030329.4002824618
1432394.4870473053	1030325.2113847404
1405868.663213096	1030320.9532798358
1379342.8393788866	1030316.6244286203
1352817.0155446772	1030312.223248773
1326291.1917104684	1030307.7481133331
1299765.367876259	1030303.1973491098
1273239.5440420494	1030298.5692352777
1246713.7202078402	1030293.8620011763
1220187.8963736307	1030289.0738254302
1193662.0725394217	1030284.2028332673
1167136.2487052123	1030279.2470954219
1140610.424871003	1030274.2046257084
1114084.6010367938	1030269.0733792586
1087558.7772025845	1030263.8512499325
1061032.9533683753	1030258.5360678226
1034507.129534166	1030253.1256012153
1007981.3056999566	1030247.6175451854
981455.4818657474	1030242.0095290368
954929.658031538	1030236.2991056273
928403.8341973288	1030230.4837553597
901878.0103631194	1030224.5608781044
875352.1865289103	1030218.5277927758
848826.3626947008	1030212.3817341713
822300.5388604916	1030206.1198488498
795774.7150262822	1030199.739192269
769248.8911920731	1030193.2367254802
742723.0673578638	1030186.6093110379
716197.2435236546	1030179.8537089293
689671.4196894455	1030172.9665733709
663145.5958552363	1030165.944447531
636619.772021027	1030158.7837598101
610093.9481868178	1030151.4808190524
583568.1243526087	1030144.0318094054
557042.3005183995	1030136.4327855256
530516.4766841902	1030128.679666956
503990.65284998104	1030120.7682326214
477464.82901577186	1030112.69411518
450939.0051815626	1030104.4527943112
424413.18134735344	1030096.0395906621
397887.35751314426	1030087.4496590986
371361.53367893497	1030078.6779807679
344835.70984472585	1030069.7193568195
318309.8860105166	1030060.5683988015
291784.0621763074	1030051.2195226005
265258.2383420982	1030041.6669372354
238732.414507889	1030031.9046371165
212206.5906736798	1030021.9263915297
185680.76683947057	1030011.7257359504
159154.9430052614	1030001.2959585036
132629.1191710522	1029990.6300917229
106103.29533684293	1029979.7208974146
79577.47150263375	1029968.5608568712
53051.64766842457	1029957.1421554912
26525.82383421531	1029945.4566677918
6.1733682846189024e-09	1029933.4959466346
-26525.823834202976	1029921.2512029099
-53051.64766841223	1029908.7132906825
-79577.47150262143	1029895.8726894216
-106103.2953368306	1029882.7194851122
-132629.11917103978	1029869.2433503646
-159154.94300524905	1029855.433523332
-185680.76683945823	1029841.2787852531
-212206.5906736675	1029826.7674368911
