sigma,final_det,final_entropy,gap,det_reduction,stage1_iterations,target_entropy,initial_det
3.0,992.3871517170038,6.28793371893739,0.39905576060450976,1.1196347203696595,1000,5.8888779583328805,1111.1111111111104
3.2,983.9938306622846,6.2836868800995695,0.394808921766689,1.1291850380436517,1000,5.8888779583328805,1111.1111111111104
3.4,958.0542199635588,6.270329253113602,0.3814512947807218,1.1597580679237272,1000,5.8888779583328805,1111.1111111111104
3.6,689.7571766315826,6.106046875273554,0.21716891694067364,1.6108728531643592,1000,5.8888779583328805,1111.1111111111104
3.8,531.3151438661121,5.975554734643808,0.0866767763109273,2.0912468314494403,1000,5.8888779583328805,1111.1111111111104
4.0,431.65030980483607,5.8716849626111385,-0.017192995721742044,2.5741001126895564,1000,5.8888779583328805,1111.1111111111104
4.2,365.4114940175151,5.78838911612725,-0.10048884220563092,3.0407119899130812,1000,5.8888779583328805,1111.1111111111104
4.4,420.9179319685356,5.859096005778436,-0.029781952554444935,2.6397333701481935,1000,5.8888779583328805,1111.1111111111104
4.6,381.2332466357502,5.8095827582621435,-0.07929520007073698,2.914517873024655,1000,5.8888779583328805,1111.1111111111104
4.8,373.28960678944924,5.799054338454487,-0.08982361987839393,2.976539102353908,1000,5.8888779583328805,1111.1111111111104
