round,determinant,gaussian_entropy,gap,sigma,target_entropy
0,1023.8433819631819,6.303536489709466,0.4146585313765856,3.0,5.8888779583328805
1,1017.9525469416093,6.300651357418207,0.41177339908532673,3.0,5.8888779583328805
2,1002.6626417189494,6.293084257484592,0.4042062991517117,3.0,5.8888779583328805
3,995.2590667838834,6.289378602357137,0.4005006440242562,3.0,5.8888779583328805
4,993.2993985205762,6.28839313025165,0.39951517191876906,3.0,5.8888779583328805
5,992.3871517170038,6.28793371893739,0.39905576060450976,3.0,5.8888779583328805
0,1003.0318836812478,6.293268354295844,0.4043903959629631,3.2,5.8888779583328805
1,1000.1802929630655,6.291844844256535,0.4029668859236546,3.2,5.8888779583328805
2,993.1541540086757,6.2883200127544026,0.39944205442152203,3.2,5.8888779583328805
3,988.2729806900279,6.285856544324374,0.3969785859914934,3.2,5.8888779583328805
4,985.6167469485139,6.284510858540774,0.3956329002078931,3.2,5.8888779583328805
5,983.9938306622846,6.2836868800995695,0.394808921766689,3.2,5.8888779583328805
0,974.9904010579039,6.27909087934963,0.3902129210167491,3.4,5.8888779583328805
1,971.5602499280886,6.277328708568938,0.3884507502360579,3.4,5.8888779583328805
2,963.949111310915,6.273396318469641,0.38451836013676033,3.4,5.8888779583328805
3,960.1034170411797,6.271397568781548,0.3825196104486679,3.4,5.8888779583328805
4,959.0930592666809,6.270871120405725,0.3819931620728445,3.4,5.8888779583328805
5,958.0542199635588,6.270329253113602,0.3814512947807218,3.4,5.8888779583328805
0,722.354505524791,6.129135078045023,0.24025711971214214,3.6,5.8888779583328805
1,689.7700156292752,6.106056182083718,0.21717822375083706,3.6,5.8888779583328805
2,689.7571766508007,6.106046875287485,0.21716891695460472,3.6,5.8888779583328805
3,689.7571766315826,6.106046875273554,0.21716891694067364,3.6,5.8888779583328805
4,689.7571766315826,6.106046875273554,0.21716891694067364,3.6,5.8888779583328805
5,689.7571766315826,6.106046875273554,0.21716891694067364,3.6,5.8888779583328805
0,558.4899135047565,6.000495345595642,0.11161738726276127,3.8,5.8888779583328805
1,531.315143866113,5.975554734643809,0.08667677631092818,3.8,5.8888779583328805
2,531.3151438661121,5.975554734643808,0.0866767763109273,3.8,5.8888779583328805
3,531.3151438661121,5.975554734643808,0.0866767763109273,3.8,5.8888779583328805
4,531.3151438661121,5.975554734643808,0.0866767763109273,3.8,5.8888779583328805
5,531.3151438661121,5.975554734643808,0.0866767763109273,3.8,5.8888779583328805
0,479.99819976650923,5.9247682431135775,0.035890284780697,4.0,5.8888779583328805
1,469.78836176260916,5.914018215993922,0.025140257661041332,4.0,5.8888779583328805
2,431.6503098048372,5.871684962611139,-0.017192995721741156,4.0,5.8888779583328805
3,431.65030980483607,5.8716849626111385,-0.017192995721742044,4.0,5.8888779583328805
4,431.65030980483607,5.8716849626111385,-0.017192995721742044,4.0,5.8888779583328805
5,431.65030980483607,5.8716849626111385,-0.017192995721742044,4.0,5.8888779583328805
0,459.0442174266522,5.902450336251124,0.013572377918243284,4.2,5.8888779583328805
1,365.66695869769103,5.788738551525906,-0.10013940680697431,4.2,5.8888779583328805
2,365.52545302186724,5.7885450242472825,-0.10033293408559807,4.2,5.8888779583328805
3,365.4114940175151,5.78838911612725,-0.10048884220563092,4.2,5.8888779583328805
4,365.4114940175151,5.78838911612725,-0.10048884220563092,4.2,5.8888779583328805
5,365.4114940175151,5.78838911612725,-0.10048884220563092,4.2,5.8888779583328805
0,426.98822898360515,5.866255289442109,-0.022622668890771358,4.4,5.8888779583328805
1,420.917931968536,5.8590960057784365,-0.029781952554444047,4.4,5.8888779583328805
2,420.9179319685356,5.859096005778436,-0.029781952554444935,4.4,5.8888779583328805
3,420.9179319685356,5.859096005778436,-0.029781952554444935,4.4,5.8888779583328805
4,420.9179319685356,5.859096005778436,-0.029781952554444935,4.4,5.8888779583328805
5,420.9179319685356,5.859096005778436,-0.029781952554444935,4.4,5.8888779583328805
0,414.22383243533784,5.851080309298734,-0.03779764903414673,4.6,5.8888779583328805
1,381.48591515964836,5.809914031613854,-0.07896392671902674,4.6,5.8888779583328805
2,381.3729128858114,5.809765901618487,-0.07911205671439347,4.6,5.8888779583328805
3,381.2332466357502,5.8095827582621435,-0.07929520007073698,4.6,5.8888779583328805
4,381.2332466357502,5.8095827582621435,-0.07929520007073698,4.6,5.8888779583328805
5,381.2332466357502,5.8095827582621435,-0.07929520007073698,4.6,5.8888779583328805
0,379.20128236590404,5.806910642480232,-0.0819673158526486,4.8,5.8888779583328805
1,373.3013996589197,5.799070134076681,-0.08980782425619971,4.8,5.8888779583328805
2,373.28960682570795,5.799054338503053,-0.08982361982982745,4.8,5.8888779583328805
3,373.28960678945054,5.799054338454488,-0.08982361987839216,4.8,5.8888779583328805
4,373.28960678944924,5.799054338454487,-0.08982361987839393,4.8,5.8888779583328805
5,373.28960678944924,5.799054338454487,-0.08982361987839393,4.8,5.8888779583328805
