UID,Session,Sample,SampleMass,ColdFingerPressure,d13Cwg_VPDB,d18Owg_VSMOW,d45,d46,d47,d48,d49,d13C_VPDB,d18O_VSMOW,D47raw,D48raw,D49raw,D47
E794,2017-09,BDV-6S,2.00,97.2,-3.717,33.928,2.485333,4.387280,6.592643,8.795071,0.511376,-1.189448,38.557746,-0.293809,0.001258,-10.679182,0.621658
E795,2017-09,ETH-3,2.00,99.6,-3.717,33.928,5.156615,3.488662,8.447962,6.816570,1.136603,1.737735,37.601992,-0.317762,-0.171692,-11.126744,0.603137
E796,2017-09,BDV-6W,2.14,101.5,-3.717,33.928,2.415458,6.319694,8.434322,12.745965,0.113507,-1.337627,40.599533,-0.283611,0.065807,-14.727426,0.643240
E797,2017-09,BDV-5W,2.09,98.8,-3.717,33.928,2.438557,6.065433,8.210669,12.124170,0.453064,-1.303072,40.330848,-0.280768,-0.042959,-13.927622,0.645420
E798,2017-09,ETH-1,2.12,103.1,-3.717,33.928,5.378473,2.902149,7.743629,5.625492,0.142057,2.000069,36.981809,-0.669123,-0.186111,-11.206036,0.186140
E799,2017-09,BDV-5S,2.05,97.1,-3.717,33.928,2.368605,4.428371,6.504643,9.015535,0.191319,-1.317427,38.601437,-0.301312,0.137964,-10.952410,0.612374
E800,2017-09,BDV-6W,2.02,94.6,-3.717,33.928,2.408205,6.234734,8.351045,12.212685,-0.089894,-1.342297,40.509789,-0.275728,-0.291999,-14.756774,0.652080
E801,2017-09,ETH-3,2.00,85.5,-3.717,33.928,5.090228,3.253145,8.161559,6.376275,-0.395526,1.674670,37.353324,-0.302894,-0.139655,-12.115040,0.619136
E802,2017-09,BDV-3S,1.92,92.8,-3.717,33.928,2.846567,4.245513,6.815654,8.464155,-0.301948,-0.792850,38.407108,-0.305213,-0.044506,-11.588809,0.609404
E803,2017-09,ETH-2,2.25,110.4,-3.717,33.928,-6.408866,-13.304652,-20.131397,-26.432642,-0.746276,-10.156596,19.887061,-0.535154,-0.000419,32.956795,0.198659
E1024,2017-11,TW1,2.02,119.5,-3.707,33.968,4.969288,4.461106,9.179338,8.663421,-0.097675,1.520479,38.727545,-0.352783,-0.276193,-14.028182,0.583298
E1025,2017-11,TW2,2.19,111.8,-3.707,33.968,4.069035,4.097820,7.895692,7.856390,-0.079971,0.557202,38.341142,-0.345332,-0.353120,-12.366758,0.582308
E1026,2017-11,ETH-3,2.22,96.5,-3.707,33.968,5.130745,3.316369,8.245686,6.381430,-0.103221,1.738742,37.502743,-0.322990,-0.260542,-11.990970,0.613509
E1027,2017-11,TW3,2.01,102.6,-3.707,33.968,4.597628,4.187588,8.544428,8.297441,1.174469,1.127445,38.435885,-0.332764,-0.094452,-11.855845,0.603536
E1028,2017-11,TW4,2.12,99.1,-3.707,33.968,4.670184,4.211712,8.645569,8.105152,-0.774802,1.205274,38.461513,-0.330613,-0.333171,-13.902201,0.607089
E1029,2017-11,PY1,2.17,112.4,-3.707,33.968,4.155634,7.746652,11.595784,15.290914,1.246178,0.514077,42.243742,-0.336120,-0.258365,-18.171086,0.624108
E1030,2017-11,PY2,2.03,96.5,-3.707,33.968,4.254957,7.541415,11.506591,14.780929,0.027875,0.629566,42.023980,-0.326103,-0.353405,-19.076625,0.636095
E1031,2017-11,ETH-3,2.14,97.5,-3.707,33.968,5.055249,3.183774,8.051205,5.965169,-0.816384,1.661803,37.361101,-0.308472,-0.409869,-12.360147,0.630351
E1032,2017-11,ETH-2,2.15,103.7,-3.707,33.968,-6.395937,-13.181382,-19.922666,-26.061166,-0.146333,-10.146724,19.884310,-0.458438,0.131229,33.308954,0.212395
E1033,2017-11,PY3,2.20,101.8,-3.707,33.968,4.607786,7.476204,11.794830,14.573970,-0.128835,1.014898,41.953378,-0.339966,-0.427888,-19.472780,0.620847
E1034,2017-11,PY4,2.09,96.3,-3.707,33.968,4.733905,7.543304,11.994695,14.555522,0.234671,1.149240,42.024844,-0.337444,-0.579194,-19.375879,0.625675
E1035,2017-11,PY5,2.19,102.5,-3.707,33.968,4.459247,7.404964,11.587237,14.540430,-1.062993,0.856381,41.877538,-0.323084,-0.319561,-20.098311,0.640582
E1036,2017-11,ETH-3,2.10,96.5,-3.707,33.968,5.110701,3.205420,8.116004,6.291584,-0.150203,1.721164,37.384120,-0.322319,-0.128672,-11.801667,0.613306
E1037,2017-11,PY4,2.00,91.2,-3.707,33.968,4.707559,7.479768,11.906833,14.744984,0.053008,1.123036,41.956950,-0.335216,-0.266475,-19.405073,0.627787
E1038,2017-11,PY5,2.10,94.1,-3.707,33.968,4.428516,7.323705,11.475729,14.251579,-0.157913,0.826083,41.790697,-0.322451,-0.442936,-19.023015,0.640477
E1039,2017-11,PY3,2.13,97.2,-3.707,33.968,4.548877,7.449837,11.729330,14.632803,-0.370050,0.951961,41.925318,-0.318481,-0.317600,-19.597638,0.647580
E1040,2017-11,TW1,2.15,96.3,-3.707,33.968,4.977649,4.489660,9.219622,8.757632,0.091619,1.528478,38.758066,-0.349398,-0.239658,-13.905354,0.587921
E1041,2017-11,TW2,2.15,105.7,-3.707,33.968,4.023196,4.081347,7.839820,7.969814,0.748634,0.508078,38.323632,-0.337540,-0.207816,-11.468372,0.591742
E1042,2017-11,ETH-3,2.05,93.8,-3.707,33.968,5.118011,3.303654,8.219268,6.431547,-0.394627,1.725401,37.489173,-0.323662,-0.185415,-12.240978,0.612441
E1043,2017-11,TW3,2.13,99.5,-3.707,33.968,4.581686,4.131513,8.478348,8.128502,-0.161256,1.112254,38.375945,-0.327014,-0.150322,-13.049199,0.610295
E1044,2017-11,TW4,2.16,102.6,-3.707,33.968,4.664399,4.221214,8.636332,8.197185,0.280967,1.198639,38.471690,-0.343129,-0.260828,-12.872599,0.591131
E1045,2017-11,PY1,2.10,102.2,-3.707,33.968,4.151483,7.723624,11.613846,15.247058,-0.656251,0.510437,42.219121,-0.291549,-0.255860,-19.988300,0.680818
E1046,2017-11,PY2,2.14,100.3,-3.707,33.968,4.273096,7.514029,11.481895,14.511441,0.025617,0.650278,41.994644,-0.342425,-0.564543,-19.045332,0.615180
E1047,2017-11,ETH-1,2.14,96.4,-3.707,33.968,5.334320,2.743059,7.586861,5.231061,0.933039,1.981228,36.889039,-0.623447,-0.261111,-10.069154,0.226853
E1048,2017-11,PY3,2.18,101.6,-3.707,33.968,4.606701,7.513705,11.839716,14.751512,0.181365,1.012312,41.993492,-0.331087,-0.327394,-19.239189,0.632480
E1049,2017-11,ETH-3,2.15,99.6,-3.707,33.968,5.131940,3.326964,8.264389,6.335061,-0.196696,1.739640,37.514072,-0.316051,-0.327719,-12.105086,0.622467
E1050,2017-11,PY4,2.07,95.7,-3.707,33.968,4.728988,7.544918,11.979793,14.629031,-0.001823,1.143844,42.026583,-0.348691,-0.509983,-19.605709,0.611280
E1051,2017-11,PY5,2.01,95.0,-3.707,33.968,4.451229,7.374314,11.558407,14.415218,-0.208567,0.848831,41.844774,-0.313440,-0.382114,-19.193186,0.652586
E1052,2017-11,TW1,2.02,97.9,-3.707,33.968,4.956793,4.292149,9.007407,8.315675,-0.025048,1.513272,38.546858,-0.344950,-0.284568,-13.617489,0.591839
E1053,2017-11,ETH-2,2.05,99.7,-3.707,33.968,-6.450744,-13.289661,-20.098799,-26.457499,-0.877506,-10.202094,19.768625,-0.473368,-0.056336,32.836704,0.192014
E1054,2017-11,TW2,2.12,95.3,-3.707,33.968,3.964205,3.886987,7.602773,7.447533,-0.571488,0.451371,38.115886,-0.321830,-0.338889,-12.334908,0.609749
E1055,2017-11,TW3,2.03,94.2,-3.707,33.968,4.541576,4.040496,8.352907,7.881408,-0.014838,1.072150,38.278690,-0.321098,-0.214149,-12.686814,0.616783
E1056,2017-11,ETH-1,2.16,104.1,-3.707,33.968,5.418287,2.996057,7.903092,5.546118,0.206645,2.062828,37.159444,-0.643826,-0.452223,-11.365835,0.203565
E1057,2017-11,TW1,2.08,99.5,-3.707,33.968,5.032116,4.468464,9.253770,8.773071,0.192924,1.588382,38.735264,-0.350727,-0.182162,-13.821532,0.586512
E1058,2017-11,TW2,2.08,100.9,-3.707,33.968,4.020569,4.094465,7.866956,7.966974,-0.570644,0.504734,38.337670,-0.320766,-0.236756,-12.794136,0.613249
E1059,2017-11,TW3,2.13,102.1,-3.707,33.968,4.581634,4.228539,8.569664,8.148598,-0.564303,1.108549,38.479725,-0.331411,-0.323592,-13.634295,0.605459
E1060,2017-11,ETH-3,2.02,94.6,-3.707,33.968,5.101943,3.276554,8.187500,6.349380,-0.958431,1.708984,37.460226,-0.312127,-0.213033,-12.728879,0.626821
E1061,2017-11,PY3,2.01,99.2,-3.707,33.968,4.570375,7.441133,11.737114,14.412361,-0.011987,0.975617,41.915956,-0.324370,-0.517523,-19.252183,0.640169
E1062,2017-11,PY4,2.14,105.5,-3.707,33.968,4.687429,7.473633,11.886536,14.633993,-0.066407,1.101421,41.950436,-0.328618,-0.363650,-19.489493,0.635994
E1063,2017-11,PY5,2.14,100.5,-3.707,33.968,4.430934,7.351172,11.525813,14.264598,-0.138819,0.827676,41.820070,-0.302234,-0.484614,-19.059358,0.666542
E1064,2017-11,PY1,2.09,90.6,-3.707,33.968,4.102456,7.672015,11.471178,15.190848,-0.370783,0.459172,42.164038,-0.331850,-0.208809,-19.558673,0.628513
E1065,2017-11,TW4,2.02,97.5,-3.707,33.968,4.695416,4.314599,8.781861,8.391384,1.245243,1.228787,38.571501,-0.322136,-0.254204,-12.134040,0.618956
E1066,2017-11,ETH-2,2.14,105.7,-3.707,33.968,-6.406292,-13.029953,-19.799899,-25.679644,-0.205433,-10.163702,20.046304,-0.473275,0.216018,32.947865,0.194566
E1067,2017-11,PY2,2.19,103.2,-3.707,33.968,4.292721,7.645176,11.672963,15.129920,0.403071,0.666651,42.134872,-0.301683,-0.215554,-18.946465,0.668439
E1068,2017-11,PY1,2.14,102.6,-3.707,33.968,4.180534,7.784884,11.674805,15.340179,-0.499315,0.539663,42.284575,-0.320894,-0.285710,-19.981693,0.644074
E1069,2017-11,TW4,2.06,92.4,-3.707,33.968,4.661234,4.224918,8.659136,8.118313,-0.025542,1.195065,38.475660,-0.320904,-0.346412,-13.178917,0.619521
E1070,2017-11,PY2,2.17,100.1,-3.707,33.968,4.252999,7.539264,11.516702,14.795285,-0.308999,0.627522,42.021684,-0.312001,-0.334995,-19.400912,0.654073
E1071,2017-11,ETH-3,2.21,104.7,-3.707,33.968,5.080652,3.260607,8.144297,6.332268,0.087167,1.686480,37.443220,-0.317497,-0.198250,-11.642419,0.619655
E1072,2017-11,TW1,2.06,103.0,-3.707,33.968,4.934888,4.217695,8.903936,8.162921,-0.764495,1.492301,38.467275,-0.352122,-0.287795,-14.180377,0.581895
E1073,2017-11,ETH-3,2.20,102.3,-3.707,33.968,5.148452,3.392700,8.345603,6.641360,-0.478215,1.755086,37.584344,-0.316867,-0.154468,-12.527682,0.622092
E1077,2017-11,ETH-1,2.08,101.1,-3.707,33.968,5.335364,2.786196,7.613851,5.319073,0.320023,1.980738,36.935176,-0.640017,-0.259598,-10.760157,0.206045
E1084,2017-11,ETH-3,2.06,98.0,-3.707,33.968,5.123991,3.313584,8.220448,6.369821,-0.576019,1.731517,37.499780,-0.338356,-0.266525,-12.445688,0.593804
E1086,2017-11,ETH-1,2.18,108.1,-3.707,33.968,5.344910,2.811089,7.644770,5.401531,-0.031364,1.990160,36.961779,-0.643532,-0.227234,-11.165896,0.201837
E1090,2017-11,ETH-1,2.17,105.6,-3.707,33.968,5.384722,2.882130,7.739914,5.350285,0.032093,2.030690,37.037669,-0.659604,-0.419822,-11.282520,0.182215
E1093,2017-11,ETH-3,2.11,98.6,-3.707,33.968,5.120913,3.235875,8.163827,6.236292,0.113112,1.731100,37.416670,-0.315212,-0.244312,-11.611087,0.622713
E1097,2017-11,ETH-1,2.12,102.2,-3.707,33.968,5.396259,3.029202,7.932635,5.713576,-0.749546,2.037676,37.194949,-0.624416,-0.351834,-12.352042,0.228438
E1104,2017-11,ETH-3,2.15,99.1,-3.707,33.968,5.067029,3.187382,8.039575,6.049278,-0.472526,1.674451,37.364931,-0.335627,-0.333484,-12.039584,0.595794
E1106,2017-11,T1-E,2.03,91.3,-3.707,33.968,6.674166,7.728344,14.179120,15.024174,-0.130407,3.247827,42.218082,-0.352173,-0.484680,-22.100230,0.624758
E1107,2017-11,ETH-3,2.13,103.6,-3.707,33.968,5.151896,3.394670,8.353178,6.453123,0.101055,1.758749,37.586443,-0.314821,-0.345359,-11.962814,0.624751
E1108,2017-11,T2-E,2.06,100.1,-3.707,33.968,6.700877,7.772308,14.281016,15.283332,0.590893,3.275163,42.265042,-0.321982,-0.316710,-21.506338,0.663901
E1109,2017-11,T3-E,2.04,95.5,-3.707,33.968,6.573987,7.650869,14.026400,14.954553,0.197667,3.142024,42.135456,-0.324518,-0.399544,-21.527792,0.658611
E1110,2017-11,T4-E,2.03,90.9,-3.707,33.968,6.783222,7.532967,14.116178,14.709520,0.050767,3.373508,42.008843,-0.335364,-0.406963,-21.663242,0.645577
E1111,2017-11,BDV-6S,2.10,99.7,-3.707,33.968,2.394296,4.508423,6.593935,8.495893,0.088740,-1.275632,38.784359,-0.317390,-0.536425,-11.235716,0.607174
E1112,2017-11,T1-E,2.04,94.7,-3.707,33.968,6.512367,7.553065,13.844879,14.687927,-0.782790,3.078827,42.030994,-0.344948,-0.468114,-22.236693,0.631208
E1113,2017-11,ETH-1,2.22,106.7,-3.707,33.968,5.329889,2.741336,7.564777,5.171292,-0.433199,1.976485,36.887207,-0.639119,-0.317118,-11.412394,0.206785
E1114,2017-11,T2-E,2.01,85.2,-3.707,33.968,6.727558,7.823780,14.327618,15.271842,1.012109,3.302185,42.320032,-0.353583,-0.430132,-21.220311,0.624178
E1115,2017-11,T3-E,2.09,94.7,-3.707,33.968,6.621110,7.703379,14.111655,14.936315,-0.152075,3.191189,42.191508,-0.339970,-0.521677,-22.018885,0.639695
E1116,2017-11,ETH-2,2.13,101.8,-3.707,33.968,-6.412593,-13.214143,-19.972815,-26.078229,-0.053745,-10.163556,19.849308,-0.459673,0.180115,33.490523,0.210420
E1117,2017-11,T4-E,2.00,92.9,-3.707,33.968,6.782028,7.501679,14.093384,14.665253,-0.531260,3.373387,41.975380,-0.326089,-0.388488,-22.171725,0.657163
E1118,2017-11,T1-E,2.05,99.8,-3.707,33.968,6.637568,7.600144,14.016509,14.734990,-0.150544,3.212925,42.081047,-0.349934,-0.515159,-21.837519,0.626277
E1119,2017-11,T3-E,2.02,94.2,-3.707,33.968,6.543841,7.576835,13.929166,14.748366,-0.298087,3.112089,42.056342,-0.317279,-0.455740,-21.840343,0.667007
E1120,2017-11,ETH-3,2.00,89.3,-3.707,33.968,5.073612,3.177883,8.056257,6.064175,-0.810129,1.681952,37.354755,-0.316532,-0.299749,-12.361796,0.620163
E1121,2017-11,T2-E,2.02,91.4,-3.707,33.968,6.643356,7.614681,14.043746,14.716468,-0.652983,3.218660,42.096582,-0.343192,-0.562242,-22.362768,0.635054
E1122,2017-11,ETH-3,2.19,93.3,-3.707,33.968,5.157080,3.431196,8.380707,6.849576,-0.626893,1.763000,37.625499,-0.328626,-0.024388,-12.758031,0.607456
E1123,2017-11,T4-E,2.10,91.5,-3.707,33.968,6.805952,7.642730,14.250062,14.993886,-0.102775,3.394053,42.126191,-0.333748,-0.344655,-22.046357,0.648718
E1124,2017-11,T1-E,2.15,102.9,-3.707,33.968,6.610637,7.705096,14.093602,14.912443,0.072714,3.179760,42.193369,-0.348711,-0.548591,-21.791442,0.628456
E1125,2017-11,T2-E,2.01,95.5,-3.707,33.968,6.689221,7.791092,14.251293,15.345260,-0.496137,3.261809,42.285161,-0.357655,-0.293001,-22.593101,0.618389
E1126,2017-11,ETH-1,2.00,99.6,-3.707,33.968,5.379610,2.860894,7.721348,5.438690,-0.346470,2.025942,37.014967,-0.651967,-0.289588,-11.610317,0.191754
E1127,2017-11,T3-E,2.02,94.2,-3.707,33.968,6.554835,7.644034,13.987696,14.783593,-0.050146,3.121497,42.128192,-0.336385,-0.554359,-21.737347,0.643236
E1128,2017-11,T4-E,2.12,102.6,-3.707,33.968,6.747908,7.464679,14.003863,14.577956,0.085912,3.337750,41.935887,-0.343293,-0.401072,-21.461961,0.634601
E1129,2017-11,TES-2S,2.15,94.3,-3.707,33.968,2.512359,3.803478,6.013474,7.392155,-1.775239,-1.121003,38.030061,-0.325546,-0.227526,-11.840272,0.592101
E1130,2017-11,Ad1,2.07,97.8,-3.707,33.968,5.712538,9.590174,15.063840,19.079241,0.376270,2.134421,44.211825,-0.308964,-0.189400,-24.153603,0.686793
E1131,2017-11,Ad3a,2.26,105.8,-3.707,33.968,5.547230,9.554860,14.870274,18.685442,-0.101342,1.956356,44.174452,-0.295692,-0.505834,-24.381540,0.702060
E1132,2017-11,Ad3l,2.20,102.7,-3.707,33.968,5.564314,9.546357,14.872494,18.648807,-0.973107,1.975215,44.165316,-0.302750,-0.524942,-25.233655,0.693121
E1133,2017-11,ETH-2,2.12,102.6,-3.707,33.968,-6.422801,-13.211048,-19.962363,-26.035466,-0.492862,-10.174751,19.852643,-0.441499,0.217757,33.041621,0.233568
E1134,2017-11,Ad3a,2.34,110.3,-3.707,33.968,5.571386,9.548727,14.874996,18.783043,0.053068,1.982800,44.167834,-0.309847,-0.397926,-24.244215,0.684135
E1135,2017-11,Ad3l,2.09,99.6,-3.707,33.968,5.537687,9.485536,14.774445,18.328699,0.273663,1.948601,44.100326,-0.312812,-0.718624,-23.874062,0.679553
E1136,2017-11,Ad1,2.29,111.2,-3.707,33.968,5.635047,9.419198,14.798421,18.344612,-0.094961,2.056743,44.029135,-0.324465,-0.571657,-24.208476,0.664961
E1137,2017-11,ETH-3,2.21,103.4,-3.707,33.968,5.067240,3.174686,8.012226,6.242505,-0.736845,1.675158,37.351351,-0.350527,-0.116174,-12.276501,0.576663
E1138,2017-11,Ad1,2.16,101.4,-3.707,33.968,5.698769,9.613661,15.068872,18.849020,-0.558437,2.118598,44.236980,-0.312751,-0.461775,-25.095731,0.682027
E1139,2017-11,Ad3l,2.06,94.0,-3.707,33.968,5.571018,9.605380,14.943546,18.689711,-0.003202,1.980276,44.228431,-0.297099,-0.601671,-24.406319,0.700871
E1140,2017-11,Ad3a,2.08,95.0,-3.707,33.968,5.610664,9.595886,14.957719,18.896517,-0.489880,2.023655,44.218181,-0.314561,-0.379981,-24.904078,0.678826
