repository_id,name,owner,full_name,description,primary_language,stars,forks,open_issues,license,license_key,created_at,updated_at,pushed_at,size_kb,url,api_url,is_fork,is_archived,topics
1431547,django-rest-framework,encode,encode/django-rest-framework,Web APIs for Django. 🎸,Python,29765,7044,80,Other,other,2011-03-02T17:13:56+00:00,2025-12-26T17:43:27+00:00,2025-12-23T11:29:00+00:00,58705,https://github.com/encode/django-rest-framework,https://api.github.com/repos/encode/django-rest-framework,False,False,"api,django,python,rest"
596892,flask,pallets,pallets/flask,The Python micro framework for building web applications.,Python,70970,16668,13,"BSD 3-Clause ""New"" or ""Revised"" License",bsd-3-clause,2010-04-06T11:11:59+00:00,2025-12-26T18:22:10+00:00,2025-11-28T19:06:04+00:00,11285,https://github.com/pallets/flask,https://api.github.com/repos/pallets/flask,False,False,"flask,jinja,pallets,python,web-framework,werkzeug,wsgi"
4164482,django,django,django/django,The Web framework for perfectionists with deadlines.,Python,86258,33414,371,"BSD 3-Clause ""New"" or ""Revised"" License",bsd-3-clause,2012-04-28T02:47:18+00:00,2025-12-26T18:22:16+00:00,2025-12-26T15:30:54+00:00,275927,https://github.com/django/django,https://api.github.com/repos/django/django,False,False,"apps,django,framework,models,orm,python,templates,views,web"
557075997,reflex,reflex-dev,reflex-dev/reflex,🕸️ Web apps in pure Python 🐍,Python,27860,1668,258,Apache License 2.0,apache-2.0,2022-10-25T03:08:48+00:00,2025-12-26T13:25:16+00:00,2025-12-23T08:09:48+00:00,29120,https://github.com/reflex-dev/reflex,https://api.github.com/repos/reflex-dev/reflex,False,False,"framework,gui,open-source,python,web"
529502,scrapy,scrapy,scrapy/scrapy,"Scrapy, a fast high-level web crawling & scraping framework for Python.",Python,59315,11195,674,"BSD 3-Clause ""New"" or ""Revised"" License",bsd-3-clause,2010-02-22T02:01:14+00:00,2025-12-26T18:22:26+00:00,2025-12-22T09:00:39+00:00,29001,https://github.com/scrapy/scrapy,https://api.github.com/repos/scrapy/scrapy,False,False,"crawler,crawling,framework,hacktoberfest,python,scraping,web-scraping,web-scraping-python"
