H (A/m)	M (A/m)
3978873.5751313814	1087719.6850482267
3952347.751297172	1087718.4686064015
3925821.9274629634	1087717.2395955564
3899296.103628754	1087715.9978950957
3872770.279794545	1087714.7433415907
3846244.4559603357	1087713.4757567195
3819718.632126127	1087712.1949546325
3793192.808291918	1087710.9007594173
3766666.9844577084	1087709.5929790093
3740141.160623499	1087708.2714222213
3713615.3367892904	1087706.935889635
3687089.512955081	1087705.586192918
3660563.689120872	1087704.222121245
3634037.8652866627	1087702.8434784808
3607512.041452454	1087701.4500514844
3580986.2176182447	1087700.0416276078
3554460.3937840355	1087698.6179863543
3527934.569949826	1087697.1789156462
3501408.7461156175	1087695.7241870947
3474882.922281408	1087694.2535691664
3448357.098447199	1087692.7668353997
3421831.27461299	1087691.263745874
3395305.450778781	1087689.7440593364
3368779.6269445717	1087688.2075300352
3342253.8031103625	1087686.653907672
3315727.9792761537	1087685.082937252
3289202.1554419445	1087683.4943589976
3262676.3316077353	1087681.887906942
3236150.507773526	1087680.2633140346
3209624.6839393172	1087678.620304202
3183098.8601051085	1087676.9585974372
3156573.0362708988	1087675.2779083708
3130047.2124366895	1087673.5779461598
3103521.3886024808	1087671.8584143657
3076995.564768272	1087670.119010818
3050469.7409340623	1087668.3594274572
3023943.917099853	1087666.5793502072
2997418.0932656443	1087664.7784610728
2970892.269431435	1087662.9564293392
2944366.445597226	1087661.1129241197
2917840.621763017	1087659.2476058898
2891314.797928808	1087657.3601283806
2864788.9740945986	1087655.450138406
2838263.15026039	1087653.5172756705
2811737.3264261805	1087651.561172658
2785211.5025919713	1087649.5814544116
2758685.678757762	1087647.577738367
2732159.854923553	1087645.549634598
2705634.031089344	1087643.4967438877
2679108.207255135	1087641.418660113
2652582.383420926	1087639.3149683464
2626056.5595867164	1087637.1852450557
2599530.7357525076	1087635.029057888
2573004.911918299	1087632.8459654737
2546479.088084089	1087630.6355171616
2519953.26424988	1087628.3972528114
2493427.440415671	1087626.1307025296
2466901.616581462	1087623.8353864418
2440375.792747252	1087621.510816948
2413849.9689130434	1087619.156488483
2387324.1450788346	1087616.7718920354
2360798.3212446254	1087614.356505136
2334272.497410416	1087611.9097939378
2307746.6735762074	1087609.4312129496
2281220.849741998	1087606.920204726
2254695.025907789	1087604.3761995528
2228169.2020735797	1087601.798615067
2201643.378239371	1087599.1868560296
2175117.5544051616	1087596.5403138709
2148591.7305709524	1087593.8583663967
2122065.906736743	1087591.1403823972
2095540.0829025342	1087588.3857014005
2069014.2590683252	1087585.5936628233
2042488.4352341164	1087582.763586071
2015962.611399907	1087579.8947749042
1989436.7875656977	1087576.9865170408
1962910.963731489	1087574.0380836704
1936385.1398972794	1087571.048729075
1909859.31606307	1087568.0176900553
1883333.4922288612	1087564.94419337
1856807.6683946522	1087561.8274239902
1830281.8445604432	1087558.6665709964
1803756.020726234	1087555.4607963033
1777230.196892025	1087552.2092417656
1750704.3730578157	1087548.911028638
1724178.5492236067	1087545.5652568515
1697652.7253893975	1087542.1710044583
1671126.9015551885	1087538.7273379385
1644601.0777209792	1087535.2332681804
1618075.2538867702	1087531.6878141882
1591549.430052561	1087528.0899597572
1565023.6062183513	1087524.4386634813
1538497.7823841427	1087520.7328577172
1511971.9585499333	1087516.9714480238
1485446.1347157238	1087513.1533249733
1458920.3108815148	1087509.2773127826
1432394.4870473053	1087505.342243503
1405868.663213096	1087501.3469066068
1379342.8393788866	1087497.2900602245
1352817.0155446772	1087493.1704301997
1326291.1917104684	1087488.9867070494
1299765.367876259	1087484.737553349
1273239.5440420494	1087480.4215893194
1246713.7202078402	1087476.0374013653
1220187.8963736307	1087471.5835377981
1193662.0725394217	1087467.0585080532
1167136.2487052123	1087462.4607813149
1140610.424871003	1087457.7887852024
1114084.6010367938	1087453.040904387
1087558.7772025845	1087448.2154792543
1061032.9533683753	1087443.3108041303
1034507.129534166	1087438.325126081
1007981.3056999566	1087433.25664331
981455.4818657474	1087428.1035033574
954929.658031538	1087422.863801218
928403.8341973288	1087417.535577975
901878.0103631194	1087412.1168186872
875352.1865289103	1087406.6054489505
848826.3626947008	1087400.9993390006
822300.5388604916	1087395.2962907408
795774.7150262822	1087389.4940468904
769248.8911920731	1087383.5902796884
742723.0673578638	1087377.5825958392
716197.2435236546	1087371.4685282419
689671.4196894455	1087365.2455370326
663145.5958552363	1087358.9110049899
636619.772021027	1087352.4622355949
610093.9481868178	1087345.8964496886
583568.1243526087	1087339.2107829303
557042.3005183995	1087332.4022821286
530516.4766841902	1087325.467901754
503990.65284998104	1087318.4045010086
477464.82901577186	1087311.2088399422
450939.0051815626	1087303.8775753542
424413.18134735344	1087296.4072571653
397887.35751314426	1087288.7943241762
371361.53367893497	1087281.035099569
344835.70984472585	1087273.1257867946
318309.8860105166	1087265.0624638519
291784.0621763074	1087256.841079481
265258.2383420982	1087248.457446975
238732.414507889	1087239.9072392385
212206.5906736798	1087231.1859831137
185680.76683947057	1087222.2890527644
159154.9430052614	1087213.2116636566
132629.1191710522	1087203.948866638
106103.29533684293	1087194.4955393972
79577.47150263375	1087184.8463812151
53051.64766842457	1087174.995903178
26525.82383421531	1087164.938421826
6.1733682846189024e-09	1087154.6680491758
-26525.823834202976	1087144.1786860244
-53051.64766841223	1087133.4640094873
-79577.47150262143	1087122.517467035
-106103.2953368306	1087111.3322607498
-132629.11917103978	1087099.901342553
-159154.94300524905	1087088.2173987888
-185680.76683945823	1087076.2728389262
-212206.5906736675	1087064.0597814159
-238732.4145078767	1087051.5700441939
-265258.23834208585	1087038.7951262938
-291784.06217629503	1087025.7261950148
-318309.8860105043	1087012.354068928
-344835.7098447135	1086998.6692017573
-371361.5336789227	1086984.6616644205
-397887.3575131319	1086970.321126236
-424413.18134734116	1086955.636835045
-450939.00518155034	1086940.5975960684
-477464.8290157596	1086925.1917497434
-503990.65284996876	1086909.4071479694
-530516.476684178	1086893.231129054
-557042.3005183872	1086876.65049123
-583568.1243525964	1086859.6514630616
-610093.9481868056	1086842.2196766473
-636619.7720210148	1086824.3401320498
-663145.595855224	1086805.997165146
-689671.4196894332	1086787.1744112244
-716197.2435236424	1086767.8547672036
-742723.0673578517	1086748.0203474974
-769248.8911920608	1086727.6524445165
-795774.7150262699	1086706.7314795046
-822300.5388604793	1086685.2369539114
-848826.3626946885	1086663.1473909554
-875352.1865288978	1086640.4402889707
-901878.0103631071	1086617.0920501645
-928403.8341973164	1086593.0779202383
-954929.6580315257	1086568.3719190601
-981455.4818657349	1086542.946758893
-1007981.3056999443	1086516.7737727095
-1034507.1295341535	1086489.822821759
-1061032.9533683627	1086462.062205591
-1087558.7772025722	1086433.4585549196
-1114084.6010367814	1086403.9767301038
-1140610.424870991	1086373.5797088163
-1167136.2487052	1086342.2284430037
-1193662.0725394094	1086309.881743032
-1220187.8963736186	1086276.4961102323
-1246713.7202078279	1086242.0255953146
-1273239.5440420373	1086206.4216228414
-1299765.3678762466	1086169.6327768692
-1326291.1917104558	1086131.604652004
-1352817.015544665	1086092.279559161
-1379342.8393788743	1086051.596362137
-1405868.6632130835	1086009.4901311467
-1432394.487047293	1085965.8919310987
-1458920.3108815022	1085920.7284824674
-1485446.1347157112	1085873.9217537334
-1511971.9585499207	1085825.3886884912
-1538497.78238413	1085775.0407418993
-1565023.6062183394	1085722.783350772
-1591549.4300525486	1085668.5174893308
-1618075.253886758	1085612.1315756177
-1644601.0777209667	1085553.5116623598
-1671126.9015551761	1085492.5338634965
-1697652.7253893851	1085429.065196076
-1724178.5492235944	1085362.9627558189
-1750704.3730578034	1085294.0727883133
-1777230.1968920128	1085222.2296371253
-1803756.0207262216	1085147.2545469387
-1830281.8445604306	1085068.95436165
-1856807.66839464	1084987.1200174617
-1883333.4922288489	1084901.524865426
-1909859.316063058	1084811.9227449754
-1936385.139897267	1084718.045801893
-1962910.9637314763	1084619.602115871
-1989436.7875656853	1084516.2726101635
-2015962.6113998946	1084407.7082362433
-2042488.435234104	1084293.5296977435
-2069014.2590683128	1084173.3085188658
-2095540.0829025218	1084046.5830326134
-2122065.906736731	1083912.8389754498
-2148591.7305709403	1083771.5058508634
-2175117.554405149	1083621.9486708487
-2201643.3782393583	1083463.4580632728
-2228169.2020735675	1083295.2387344735
-2254695.0259077763	1083116.400918475
-2281220.8497419856	1082925.921959325
-2307746.673576195	1082722.6548192406
-2334272.497410404	1082505.2832076426
