UID,Session,Sample,d13Cwg_VPDB,d18Owg_VSMOW,d45,d46,d47,d48,d49,d13C_VPDB,d18O_VSMOW,D47raw,D48raw,D49raw,D47
109,Session_2,ETH-2,-4.379,25.119,-5.538351,-5.042006,-11.329190,-10.277999,-15.813688,-10.128125,19.922177,-0.694316,-0.221690,-0.088367,0.201671
110,Session_2,ETH-3__Session_2,-4.379,25.119,6.078542,11.933338,17.779684,23.965155,42.124311,1.695645,37.433804,-0.291522,-0.042857,11.558115,0.611611
111,Session_2,25G__Session_2,-4.379,25.119,-33.995505,6.866332,-28.553411,13.757369,-24.589267,-41.073051,32.292313,0.011161,-0.022455,-1.427790,0.913406
112,Session_2,ETH-1,-4.379,25.119,6.392345,11.569585,17.337317,23.048321,40.934770,2.045429,37.057244,-0.694292,-0.219551,10.781626,0.204189
113,Session_2,ETH-2,-4.379,25.119,-5.600681,-5.059685,-11.420904,-10.255943,-15.938816,-10.194280,19.904056,-0.704941,-0.163880,-0.113789,0.190793
114,Session_2,ETH-3__Session_2,-4.379,25.119,6.052938,11.926208,17.735994,23.961176,41.647611,1.668463,37.426498,-0.301265,-0.032652,11.136817,0.601630
115,Session_2,HG__Session_2,-4.379,25.119,-0.065311,-1.098612,-2.020003,-2.525615,0.388928,-4.407967,23.983721,-0.873547,-0.330328,2.621979,0.021103
116,Session_2,ETH-1,-4.379,25.119,6.318216,11.458497,17.177924,22.889753,37.845885,1.970066,36.942643,-0.667031,-0.154924,8.078862,0.231618
117,Session_2,HG__Session_2,-4.379,25.119,6.328706,11.753211,17.255176,23.305062,39.886067,1.970441,37.247113,-0.888104,-0.331614,9.471215,0.008024
118,Session_2,HG__Session_2,-4.379,25.119,-17.102370,-7.184485,-25.434776,-14.653265,-37.977785,-22.444030,17.735417,-0.875073,-0.340948,-6.140071,0.017230
119,Session_2,ETH-2,-4.379,25.119,-5.588865,-5.034379,-11.363374,-10.272055,-18.450365,-10.182555,19.930174,-0.684027,-0.231014,-2.728200,0.211691
120,Session_2,25G__Session_2,-4.379,25.119,-0.039726,-2.942321,-2.930228,-5.913304,-4.112731,-4.312105,22.078768,0.003613,-0.037543,1.713213,0.907733
121,Session_2,ETH-3__Session_2,-4.379,25.119,6.117733,11.979996,17.860757,24.050032,42.452545,1.735933,37.481919,-0.297384,-0.052183,11.743046,0.605200
122,Session_2,ETH-1,-4.379,25.119,6.372023,11.548264,17.292521,23.014595,41.730186,2.024432,37.035263,-0.696769,-0.210366,11.617667,0.201220
123,Session_2,ETH-2,-4.379,25.119,-5.558105,-5.181659,-11.494076,-10.583883,-16.709917,-10.144108,19.777935,-0.702603,-0.250050,-0.702168,0.192662
124,Session_2,ETH-3__Session_2,-4.379,25.119,6.059671,11.874328,17.674807,23.886206,44.426239,1.677593,37.372880,-0.317879,-0.003330,13.928976,0.584303
125,Session_2,PC1_2005,-4.379,25.119,2.672625,8.698552,11.034573,17.296085,28.242567,-1.835813,34.099638,-0.294548,-0.173637,8.019242,0.607261
126,Session_2,HG__Session_2,-4.379,25.119,-0.055909,-0.454291,-1.373510,-1.233638,1.491707,-4.421791,24.649403,-0.869644,-0.325564,2.446097,0.024553
127,Session_2,ETH-1,-4.379,25.119,6.356527,11.528285,17.243473,22.980427,38.205572,2.008558,37.014657,-0.709670,-0.204264,8.250614,0.187996
128,Session_2,MD-1,-4.379,25.119,-11.295181,1.516415,-10.491554,2.899510,-9.097531,-16.542343,26.711705,-0.315299,-0.135320,-0.006166,0.584258
129,Session_2,ETH-2,-4.379,25.119,-5.599145,-5.035943,-11.378560,-10.256317,-17.496654,-10.193515,19.928583,-0.687175,-0.211974,-1.745131,0.208099
130,Session_2,25G__Session_2,-4.379,25.119,1.094177,32.723689,33.337313,66.613450,93.154720,-4.410147,58.926052,0.011845,0.089245,24.942121,0.918988
131,Session_2,ETH-3__Session_2,-4.379,25.119,5.992171,11.836507,17.577134,23.835437,41.152645,1.606633,37.333961,-0.307894,0.021840,10.897492,0.594200
132,Session_2,66-465,-4.379,25.119,4.492485,12.402290,16.572926,24.896930,39.687968,-0.021757,37.922036,-0.305742,-0.059946,9.971542,0.596253
133,Session_2,ETH-1,-4.379,25.119,6.407265,11.738894,17.538003,23.416582,40.995301,2.055177,37.232136,-0.676896,-0.194373,10.492049,0.221007
134,Session_2,HG__Session_2,-4.379,25.119,6.436872,12.860220,18.466574,25.539149,42.975903,2.045570,38.390606,-0.884012,-0.337888,10.181551,0.011637
135,Session_2,ETH-2,-4.379,25.119,-5.595354,-4.997890,-11.347789,-10.200964,-17.274585,-10.190866,19.967890,-0.697577,-0.232535,-1.598594,0.197410
136,Session_2,25G__Session_2,-4.379,25.119,-33.943040,7.041733,-28.336648,14.140509,-20.872383,-41.023296,32.473421,0.007034,0.007033,1.976418,0.908348
137,Session_2,ETH-3__Session_2,-4.379,25.119,6.101062,11.926327,17.784609,23.935156,41.993278,1.720043,37.426508,-0.302960,-0.058297,11.420569,0.599032
138,Session_2,Mv-143b,-4.379,25.119,4.130799,13.745046,17.589543,27.602146,42.166191,-0.458941,39.310206,-0.237743,-0.074783,10.133285,0.664947
139,Session_2,66-465,-4.379,25.119,4.539925,12.473534,16.687120,25.046843,37.090225,0.026467,37.995533,-0.311321,-0.054423,7.258052,0.590446
140,Session_2,HG__Session_2,-4.379,25.119,-10.283588,-4.731490,-16.049991,-9.822823,-16.486746,-15.226134,20.254022,-0.851994,-0.385969,3.720269,0.040341
141,Session_2,25G__Session_2,-4.379,25.119,-0.040020,-3.339533,-3.302980,-6.671458,-2.350903,-4.297669,21.668375,0.021777,-0.003569,4.271756,0.925056
142,Session_2,HG__Session_2,-4.379,25.119,-0.089789,-1.215582,-2.149844,-2.711218,1.536700,-4.429865,23.862926,-0.863277,-0.282222,4.029528,0.030128
143,Session_2,ETH-3__Session_2,-4.379,25.119,6.111818,11.959767,17.840474,24.015914,38.379924,1.730339,37.461032,-0.291593,-0.045520,7.836303,0.610009
144,Session_2,ETH-1,-4.379,25.119,6.381839,11.551783,17.300908,23.010067,38.464572,2.034823,37.038876,-0.702002,-0.221746,8.429076,0.194900
145,Session_2,ETH-2,-4.379,25.119,-5.571389,-5.098722,-11.403649,-10.404921,-11.333301,-10.161430,19.863655,-0.679321,-0.235925,4.611703,0.215136
146,Session_2,HG__Session_2,-4.379,25.119,6.374785,13.193341,18.729258,26.134704,32.147005,1.966740,38.734928,-0.885786,-0.414980,-0.886965,0.009071
147,Session_2,25G__Session_2,-4.379,25.119,1.082636,32.073222,32.679371,65.179806,71.528568,-4.398756,58.254014,0.006095,0.004337,5.922070,0.912209
148,Session_2,66-465,-4.379,25.119,4.499170,12.364860,16.531057,24.757607,35.090233,-0.013212,37.883349,-0.317443,-0.121945,5.571142,0.583529
149,Session_2,ETH-3__Session_2,-4.379,25.119,6.095269,11.939991,17.801572,23.907669,31.029112,1.713329,37.440639,-0.293631,-0.112142,0.757685,0.607708
150,Session_2,PC1_2005,-4.379,25.119,2.755669,8.760601,11.178387,17.378355,21.830011,-1.749089,34.163552,-0.298232,-0.215785,1.523327,0.602439
151,Session_2,ETH-1,-4.379,25.119,6.222333,11.347012,16.951440,22.614145,35.221812,1.871401,36.827683,-0.683032,-0.203938,5.850009,0.213814
152,Session_2,ETH-2,-4.379,25.119,-5.581621,-5.119350,-11.437188,-10.422954,-4.965611,-10.171631,19.842366,-0.682246,-0.212686,11.134372,0.211906
153,Session_2,HG__Session_2,-4.379,25.119,-10.284584,-4.570617,-15.908571,-9.414008,-13.808896,-15.233180,20.420238,-0.866111,-0.296463,6.134658,0.025557
154,Session_2,66-465,-4.379,25.119,4.513951,12.394240,16.592227,24.847284,33.849103,0.001550,37.913669,-0.300988,-0.092483,4.292383,0.599954
155,Session_2,ETH-3__Session_2,-4.379,25.119,6.108445,11.958403,17.832131,24.011642,33.182148,1.726774,37.459631,-0.295006,-0.046997,2.797657,0.606063
156,Session_2,25G__Session_2,-4.379,25.119,-33.951862,7.198339,-28.189137,14.427699,-13.859679,-41.038540,32.635251,0.015505,-0.020817,8.854549,0.915862
157,Session_2,PC1_2005,-4.379,25.119,2.754735,8.778281,11.209681,17.361581,20.709155,-1.750743,34.181820,-0.283558,-0.267312,0.391287,0.617004
158,Session_2,Mv-143b,-4.379,25.119,4.137181,13.750371,17.594213,27.610461,33.274979,-0.452298,39.315692,-0.244873,-0.077196,1.498241,0.656688
159,Session_2,ETH-1,-4.379,25.119,6.360985,11.547291,17.287642,23.051614,33.111547,2.012636,37.034284,-0.689309,-0.172264,3.261784,0.207222
160,Session_2,HG__Session_2,-4.379,25.119,-0.075488,-1.331106,-2.248761,-2.989413,1.233028,-4.410249,23.743535,-0.863438,-0.329855,3.937985,0.029317
161,Session_2,ETH-2,-4.379,25.119,-5.578156,-5.081417,-11.399145,-10.353276,-8.570646,-10.169327,19.881551,-0.684842,-0.218530,7.391787,0.209071
162,Session_2,66-465,-4.379,25.119,4.531718,12.437808,16.654236,24.943781,36.481352,0.018988,37.958642,-0.300549,-0.084398,6.745262,0.600190
163,Session_2,ETH-3__Session_2,-4.379,25.119,6.113396,12.007408,17.872874,24.130411,37.441801,1.730274,37.510250,-0.307661,-0.027870,6.830943,0.593094
164,Session_2,25G__Session_2,-4.379,25.119,0.862360,32.880044,33.234632,66.914790,78.456715,-4.664344,59.088148,0.002728,0.068942,11.110394,0.908344
165,Session_2,MD-1,-4.379,25.119,-11.347129,1.593787,-10.468018,3.128452,-7.516793,-16.600893,26.791767,-0.313221,-0.061577,1.493200,0.584852
166,Session_2,ETH-1,-4.379,25.119,6.397165,11.590611,17.357358,23.096899,36.154575,2.049819,37.078957,-0.699964,-0.213641,6.093670,0.196280
167,Session_2,ETH-2,-4.379,25.119,-5.590446,-5.109120,-11.436241,-10.428262,-11.393550,-10.181471,19.852957,-0.682241,-0.238610,4.591631,0.211541
