UID,Session,Sample,d13Cwg_VPDB,d18Owg_VSMOW,d45,d46,d47,d48,d49,d13C_VPDB,d18O_VSMOW,D47raw,D48raw,D49raw,D47
1,Session_1,ETH-3__Session_1,-4.412,25.209,6.144267,11.855782,17.786008,23.735150,30.851542,1.736510,37.468248,-0.277349,-0.114210,0.697038,0.609453
2,Session_1,Mv-143b,-4.412,25.209,4.211925,13.679325,17.617569,27.427653,33.072706,-0.402416,39.360560,-0.229809,-0.114937,1.360663,0.657609
3,Session_1,HG__Session_1,-4.412,25.209,-17.433857,-7.456140,-26.016462,-15.167959,-30.636836,-22.826265,17.531048,-0.854964,-0.316128,2.343030,0.027902
4,Session_1,25G__Session_1,-4.412,25.209,-33.953102,6.793761,-28.565414,13.579956,-20.187357,-41.065409,32.321837,0.024380,-0.053317,3.173788,0.918593
5,Session_1,ETH-1,-4.412,25.209,6.421564,11.453354,17.273261,22.767265,28.375794,2.048648,37.050994,-0.674245,-0.264484,-1.218933,0.207565
6,Session_1,MD-1,-4.412,25.209,-11.258221,1.568213,-10.378600,3.032842,-6.353864,-16.540504,26.859009,-0.290545,-0.105821,2.620891,0.598268
7,Session_1,ETH-2,-4.412,25.209,-5.539587,-5.174826,-11.433612,-10.534238,-14.451799,-10.159153,19.865078,-0.667418,-0.213622,1.559333,0.216698
8,Session_1,ETH-3__Session_1,-4.412,25.209,6.126775,11.757716,17.677745,23.571528,30.896375,1.721374,37.366769,-0.270500,-0.080210,0.949726,0.616398
9,Session_1,66-465,-4.412,25.209,4.570481,12.287503,16.560817,24.595128,31.983900,0.033311,37.918870,-0.286283,-0.127679,2.628101,0.600501
10,Session_1,ETH-1,-4.412,25.209,6.446454,11.478534,17.304644,22.900411,32.609946,2.074405,37.077004,-0.693373,-0.184119,2.817875,0.188191
11,Session_1,PC1_2005,-4.412,25.209,2.837764,8.757023,11.286710,17.357101,23.958827,-1.694043,34.268101,-0.272088,-0.229580,3.529282,0.615283
12,Session_1,MD-1,-4.412,25.209,-11.281345,1.551239,-10.425993,3.014357,-7.270108,-16.564666,26.841490,-0.297637,-0.090356,1.754712,0.591090
13,Session_1,ETH-2,-4.412,25.209,-5.553618,-5.110875,-11.397171,-10.405033,-12.591423,-10.176573,19.931314,-0.679188,-0.211613,3.338279,0.204775
14,Session_1,25G__Session_1,-4.412,25.209,-33.788060,8.009833,-27.239099,16.081544,-17.893017,-40.933417,33.580410,0.026365,-0.002561,2.959241,0.920501
15,Session_1,HG__Session_1,-4.412,25.209,-0.014708,-0.808667,-1.675169,-1.937495,-2.462281,-4.398049,24.372157,-0.865633,-0.321339,-0.859504,0.015215
16,Session_1,ETH-3__Session_1,-4.412,25.209,6.087919,11.795707,17.663644,23.645381,31.559111,1.678314,37.406189,-0.281428,-0.083158,1.560526,0.605332
17,Session_1,HG__Session_1,-4.412,25.209,6.427557,11.374329,17.024242,22.527579,29.793402,2.057989,36.969172,-0.848255,-0.342573,0.305109,0.031366
18,Session_1,25G__Session_1,-4.412,25.209,-33.818133,7.685395,-27.588297,15.444770,-19.886671,-40.953669,33.244601,0.015731,0.014369,1.589423,0.909760
19,Session_1,25G__Session_1,-4.412,25.209,0.049800,-3.096451,-2.976008,-6.163938,-4.254028,-4.243949,22.003645,0.017344,0.019496,1.779853,0.909489
20,Session_1,HG__Session_1,-4.412,25.209,-16.790188,-7.135918,-25.064216,-14.549170,-32.921520,-22.148099,17.861059,-0.870728,-0.333147,-1.350741,0.011864
21,Session_1,ETH-2,-4.412,25.209,-5.551668,-5.225444,-11.518715,-10.637459,-15.706161,-10.170222,19.812706,-0.690936,-0.216182,0.397562,0.192888
22,Session_1,MD-1,-4.412,25.209,-11.285535,1.634549,-10.338756,3.184990,-8.061812,-16.572247,26.927746,-0.286874,-0.086607,0.796780,0.601983
23,Session_1,ETH-3__Session_1,-4.412,25.209,6.064031,11.815203,17.653273,23.735071,31.191136,1.651984,37.426428,-0.286068,-0.034083,1.190674,0.600634
24,Session_1,ETH-1,-4.412,25.209,5.912421,11.156651,16.470493,22.169854,28.144015,1.513738,36.745037,-0.653234,-0.262001,-0.329275,0.228904
25,Session_1,HG__Session_1,-4.412,25.209,-0.101783,-1.492620,-2.429392,-3.292241,-1.963334,-4.466019,23.664317,-0.858346,-0.310159,1.079164,0.022653
26,Session_1,25G__Session_1,-4.412,25.209,1.228991,32.742121,33.518292,66.514113,68.981322,-4.299953,59.102025,0.030477,-0.039592,2.098116,0.919966
27,Session_1,ETH-2,-4.412,25.209,-5.553983,-5.265415,-11.551491,-10.717954,-15.775948,-10.171218,19.771332,-0.682194,-0.217181,0.408103,0.201744
28,Session_1,PC1_2005,-4.412,25.209,2.782308,8.662532,11.132345,17.170654,19.431138,-1.750008,34.170411,-0.275590,-0.225513,-0.665250,0.611749
29,Session_1,ETH-3__Session_1,-4.412,25.209,6.124784,11.809663,17.712167,23.679185,31.666593,1.717322,37.420550,-0.285109,-0.077723,1.598623,0.601600
30,Session_1,Mv-143b,-4.412,25.209,4.161326,13.668323,17.562923,27.418088,32.831302,-0.456257,39.349289,-0.220855,-0.102539,1.201791,0.666681
31,Session_1,ETH-1,-4.412,25.209,6.442950,11.467462,17.292788,22.885439,29.069464,2.071056,37.065550,-0.690674,-0.176864,-0.595252,0.190926
32,Session_1,JR,-4.412,25.209,-2.911542,13.358555,9.902437,26.688529,24.534944,-8.027746,39.045228,-0.183436,-0.201655,1.273275,0.705167
33,Session_1,ETH-2,-4.412,25.209,-5.549112,-5.213221,-11.478005,-10.571668,-14.211082,-10.167937,19.825353,-0.664501,-0.174267,1.890168,0.219655
34,Session_1,HG__Session_1,-4.412,25.209,6.439876,13.144336,18.786456,26.130791,34.514837,2.005918,38.801492,-0.848841,-0.322091,1.431249,0.030637
35,Session_1,ETH-1,-4.412,25.209,6.455718,11.470345,17.324140,22.882647,30.169342,2.084639,37.068505,-0.675756,-0.185293,0.453790,0.206030
36,Session_1,PC1_2005,-4.412,25.209,2.804236,8.661677,11.171431,17.174553,21.719156,-1.726467,34.169475,-0.258667,-0.219985,1.555990,0.628884
37,Session_1,MD-1,-4.412,25.209,-11.238490,1.711373,-10.212383,3.340144,-7.249716,-16.524657,27.007168,-0.283685,-0.085349,1.414396,0.605202
38,Session_1,HG__Session_1,-4.412,25.209,-18.013848,-7.653248,-26.806484,-15.553509,-35.491388,-23.440741,17.328343,-0.861761,-0.310483,-1.658865,0.021080
39,Session_1,ETH-3__Session_1,-4.412,25.209,6.116421,11.850018,17.749840,23.789353,34.787426,1.706868,37.462346,-0.278732,-0.049877,4.558661,0.608056
40,Session_1,ETH-1,-4.412,25.209,6.432191,11.483334,17.308651,22.912748,33.591994,2.058936,37.082006,-0.679489,-0.181549,3.777389,0.202251
41,Session_1,HG__Session_1,-4.412,25.209,-0.013371,-0.496906,-1.368127,-1.352861,-1.629682,-4.408184,24.694894,-0.866223,-0.359657,-0.639838,0.014594
42,Session_1,ETH-2,-4.412,25.209,-5.544475,-5.207919,-11.477662,-10.601479,-16.577083,-10.163162,19.830831,-0.674199,-0.215050,-0.529913,0.209834
43,Session_1,ETH-3__Session_1,-4.412,25.209,6.136434,11.845686,17.766993,23.765833,29.349234,1.728484,37.457814,-0.278189,-0.064286,-0.733441,0.608604
44,Session_1,25G__Session_1,-4.412,25.209,-33.787751,8.166799,-27.110733,16.348674,-19.223881,-40.938887,33.742911,0.005018,-0.051105,1.293610,0.898874
45,Session_1,ETH-1,-4.412,25.209,6.326253,11.336719,17.059272,22.559222,30.500732,1.950768,36.930476,-0.673540,-0.237284,1.172721,0.208295
46,Session_1,MD-1,-4.412,25.209,-11.267642,1.635636,-10.329545,3.162660,-8.637253,-16.553104,26.928830,-0.297308,-0.111034,0.194760,0.591415
47,Session_1,ETH-2,-4.412,25.209,-5.576475,-5.170295,-11.474037,-10.532504,-14.262335,-10.198868,19.869855,-0.674514,-0.220977,1.782515,0.209515
48,Session_1,JR,-4.412,25.209,-2.928971,13.258512,9.793970,26.559530,27.181264,-8.042744,38.941701,-0.175757,-0.129864,4.072968,0.712952
49,Session_1,Mv-143b,-4.412,25.209,4.160912,13.637939,17.530859,27.397229,33.440288,-0.455581,39.317835,-0.222471,-0.062895,1.851575,0.665047
50,Session_1,ETH-1,-4.412,25.209,6.460632,11.674115,17.544340,23.276822,31.156511,2.082389,37.279440,-0.662428,-0.202885,1.010942,0.219510
51,Session_1,ETH-3__Session_1,-4.412,25.209,6.139940,11.834875,17.758278,23.752674,31.460678,1.732642,37.446614,-0.279842,-0.055770,1.333603,0.606931
52,Session_1,MD-1,-4.412,25.209,-11.291096,1.613317,-10.353394,3.171038,-7.732090,-16.577421,26.905778,-0.275027,-0.058121,1.177146,0.613981
53,Session_1,ETH-1,-4.412,25.209,6.426644,11.577736,17.389635,23.098029,30.245800,2.049506,37.179746,-0.685953,-0.187087,0.350114,0.195698
54,Session_1,66-465,-4.412,25.209,4.553834,12.408366,16.670972,24.861308,28.190829,0.011006,38.044030,-0.278211,-0.106703,-1.273761,0.608667
55,Session_1,ETH-2,-4.412,25.209,-5.555874,-5.163025,-11.436468,-10.484499,-16.387417,-10.177052,19.877333,-0.665074,-0.187084,-0.413583,0.219072
56,Session_1,JR,-4.412,25.209,-2.908623,13.394447,9.947281,26.827677,27.937729,-8.025940,39.082378,-0.176870,-0.136981,4.525761,0.711812
57,Session_1,Mv-143b,-4.412,25.209,4.117810,13.645431,17.488684,27.362622,35.050439,-0.502068,39.325693,-0.226899,-0.111360,3.443843,0.660566
58,Session_1,ETH-3__Session_1,-4.412,25.209,6.129215,11.830348,17.738897,23.699524,30.875685,1.721310,37.441954,-0.283488,-0.098739,0.785862,0.603240
59,Session_1,HG__Session_1,-4.412,25.209,6.493762,12.785519,18.481430,25.385358,28.952644,2.076918,38.429910,-0.855247,-0.340347,-3.316352,0.024174
60,Session_1,25G__Session_1,-4.412,25.209,-0.149994,-3.519850,-3.583487,-7.033291,-4.308426,-4.442422,21.565801,0.031652,-0.006026,2.775190,0.924026
61,Session_1,ETH-1,-4.412,25.209,6.424658,11.436073,17.260473,22.801739,30.292794,2.052603,37.033098,-0.673191,-0.196625,0.673216,0.208633
62,Session_1,HG__Session_1,-4.412,25.209,-17.324530,-7.311605,-25.760485,-14.909016,-31.328643,-22.714434,17.680423,-0.850147,-0.344442,1.222368,0.032760
63,Session_1,ETH-2,-4.412,25.209,-5.553328,-5.078951,-11.353686,-10.350851,-17.500342,-10.177449,19.964362,-0.667059,-0.221036,-1.713091,0.217056
64,Session_1,HG__Session_1,-4.412,25.209,-0.032646,-1.095077,-1.972676,-2.547954,-2.428692,-4.406653,24.075700,-0.863313,-0.359790,-0.243684,0.017587
65,Session_1,ETH-3__Session_1,-4.412,25.209,6.132349,11.856188,17.773344,23.832741,30.334917,1.723716,37.468696,-0.277964,-0.019693,0.207364,0.608831
66,Session_1,ETH-1,-4.412,25.209,6.447123,11.480355,17.313845,22.946630,32.514685,2.075055,37.078887,-0.686788,-0.142543,2.721106,0.194859
67,Session_1,HG__Session_1,-4.412,25.209,6.448255,11.402340,17.054033,22.566262,31.806656,2.079147,36.998122,-0.867394,-0.360128,2.184202,0.011983
68,Session_1,ETH-1,-4.412,25.209,6.451019,11.481488,17.319210,22.860083,32.332135,2.079190,37.080050,-0.686609,-0.229375,2.537483,0.195040
69,Session_1,ETH-2,-4.412,25.209,-5.536131,-5.270666,-11.541166,-10.759500,-17.809291,-10.151884,19.765854,-0.685078,-0.248613,-1.667421,0.198823
70,Session_1,ETH-3__Session_1,-4.412,25.209,6.082741,11.785519,17.650353,23.704082,32.655047,1.673139,37.395655,-0.279280,-0.005680,2.649928,0.607508
71,Session_1,JR,-4.412,25.209,-2.869633,13.185964,9.768761,26.413680,26.863438,-7.976453,38.866458,-0.191750,-0.128747,3.839800,0.696758
72,Session_1,66-465,-4.412,25.209,4.497886,12.291519,16.482298,24.643037,30.556528,-0.044667,37.923198,-0.292867,-0.088861,1.310645,0.593840
73,Session_1,ETH-1,-4.412,25.209,6.412330,11.442141,17.246168,22.746075,30.982183,2.039162,37.039409,-0.680510,-0.263033,1.344051,0.201221
74,Session_1,ETH-3__Session_1,-4.412,25.209,6.110962,11.722614,17.602377,23.515892,30.711513,1.705715,37.330468,-0.294229,-0.065179,0.855230,0.592373
75,Session_1,HG__Session_1,-4.412,25.209,-14.346716,-6.192906,-21.660932,-12.645454,-27.953490,-19.563514,18.831618,-0.880915,-0.301853,-0.739865,0.001284
76,Session_1,25G__Session_1,-4.412,25.209,1.107840,31.616979,32.275745,64.260966,66.432338,-4.388723,57.937521,0.023816,0.025676,1.981028,0.913317
77,Session_1,25G__Session_1,-4.412,25.209,1.193661,31.928901,32.669416,64.840564,67.691381,-4.308115,58.260231,0.019481,-0.034503,2.476702,0.908896
78,Session_1,ETH-1,-4.412,25.209,6.435887,11.437254,17.276859,22.826889,30.263425,2.064598,37.034294,-0.669743,-0.174375,0.630499,0.212123
79,Session_1,HG__Session_1,-4.412,25.209,0.070049,-0.419817,-1.206045,-1.181196,-0.050523,-4.321608,24.774505,-0.865815,-0.342030,0.700239,0.014994
80,Session_1,ETH-2,-4.412,25.209,-5.504550,-4.919350,-11.145190,-10.033745,-16.288159,-10.131088,20.129472,-0.664495,-0.221471,-0.848656,0.219635
81,Session_1,ETH-3__Session_1,-4.412,25.209,6.108748,11.735926,17.617856,23.516595,30.569304,1.702850,37.344254,-0.289686,-0.090805,0.693612,0.596973
82,Session_1,25G__Session_1,-4.412,25.209,-33.906034,7.261433,-28.076161,14.584490,-21.308054,-41.032237,32.805892,0.021312,0.008448,1.060952,0.915449
83,Session_1,HG__Session_1,-4.412,25.209,6.447158,13.139590,18.782746,26.148900,31.499524,2.013900,38.796562,-0.855335,-0.295081,-1.486142,0.024061
84,Session_1,ETH-1,-4.412,25.209,6.431141,11.432559,17.261647,22.830278,30.382940,2.059684,37.029445,-0.675265,-0.161778,0.760735,0.206532
85,Session_2,ETH-2,-4.379,25.119,-5.521456,-5.128592,-11.381088,-10.458514,-18.375386,-10.106796,19.832678,-0.678788,-0.230037,-2.538491,0.218196
86,Session_2,HG__Session_2,-4.379,25.119,-14.085801,-6.442436,-21.594814,-13.155842,-31.598978,-19.238147,18.495104,-0.839717,-0.316671,-4.277322,0.054513
87,Session_2,MD-1,-4.379,25.119,-11.248708,1.700154,-10.237767,3.297603,-8.203318,-16.499336,26.901436,-0.287690,-0.105347,0.485439,0.613749
88,Session_2,ETH-3__Session_2,-4.379,25.119,6.064184,11.825829,17.670211,23.751868,36.582808,1.684219,37.322761,-0.279909,-0.038681,6.404551,0.624118
89,Session_2,JR,-4.379,25.119,-2.835343,13.097556,9.732972,26.282145,28.698978,-7.902158,38.657560,-0.176934,-0.082387,5.769666,0.727512
90,Session_2,Mv-143b,-4.379,25.119,4.117670,13.614942,17.451246,27.317999,37.310117,-0.468221,39.175814,-0.233986,-0.094638,5.694092,0.670503
91,Session_2,ETH-1,-4.379,25.119,6.382997,11.330637,17.104414,22.553765,33.894780,2.044223,36.810388,-0.681405,-0.230593,4.421698,0.217969
92,Session_2,ETH-2,-4.379,25.119,-5.527405,-4.958978,-11.216262,-10.120679,-20.524726,-10.119478,20.007935,-0.673509,-0.229638,-5.049507,0.223334
93,Session_2,ETH-3__Session_2,-4.379,25.119,6.113296,11.819340,17.705266,23.753539,35.593981,1.737103,37.315941,-0.289514,-0.024221,5.404884,0.614213
94,Session_2,HG__Session_2,-4.379,25.119,-0.017321,-0.542720,-1.412116,-1.457597,-2.882390,-4.377148,24.557949,-0.861134,-0.372860,-1.799675,0.034412
95,Session_2,ETH-1,-4.379,25.119,6.453893,11.483679,17.326112,22.875260,32.889013,2.114571,36.968343,-0.684901,-0.218874,3.070968,0.214291
96,Session_2,ETH-2,-4.379,25.119,-5.466051,-5.032048,-11.227857,-10.251896,-19.972142,-10.050996,19.932297,-0.676685,-0.215334,-4.409993,0.219991
97,Session_2,25G__Session_2,-4.379,25.119,-0.096688,-3.418356,-3.436282,-6.838752,-7.234747,-4.355483,21.587068,0.024247,-0.013822,-0.428815,0.929462
98,Session_2,ETH-3__Session_2,-4.379,25.119,6.150338,11.818332,17.753043,23.706642,36.518410,1.776845,37.314813,-0.279572,-0.068036,6.264856,0.624125
99,Session_2,ETH-1,-4.379,25.119,6.424779,11.455170,17.273259,22.833840,34.738044,2.084415,36.938956,-0.679304,-0.203000,4.953257,0.219815
100,Session_2,HG__Session_2,-4.379,25.119,6.497820,13.273598,18.963881,26.344990,38.684575,2.095664,38.817560,-0.859518,-0.368505,5.153927,0.037716
101,Session_2,ETH-2,-4.379,25.119,-5.512772,-5.125017,-11.363139,-10.395882,-19.757880,-10.097621,19.836351,-0.673178,-0.173944,-3.959592,0.223343
102,Session_2,HG__Session_2,-4.379,25.119,-14.268331,-6.324965,-21.702686,-12.954456,-31.691292,-19.438172,18.616899,-0.875074,-0.349064,-4.406897,0.018130
103,Session_2,ETH-1,-4.379,25.119,6.330504,11.532842,17.241486,22.998215,38.976797,1.980496,37.019426,-0.689391,-0.195888,9.018457,0.209415
104,Session_2,ETH-2,-4.379,25.119,-5.535294,-4.932435,-11.211241,-10.037180,-14.996094,-10.128921,20.035378,-0.686462,-0.198646,0.522490,0.209779
105,Session_2,ETH-3__Session_2,-4.379,25.119,6.061285,11.928422,17.741965,24.012036,42.698785,1.677328,37.428766,-0.306106,0.012640,12.143901,0.597014
106,Session_2,ETH-1,-4.379,25.119,6.403104,11.685983,17.465097,23.297043,39.050775,2.052668,37.177480,-0.692852,-0.206586,8.712608,0.205858
107,Session_2,ETH-2,-4.379,25.119,-5.563246,-4.955037,-11.263379,-10.100120,-19.525804,-10.158043,20.012090,-0.687860,-0.216793,-4.004293,0.208283
108,Session_2,ETH-1,-4.379,25.119,6.371334,11.496792,17.240679,22.936128,41.867385,2.025592,36.982085,-0.696994,-0.185304,11.852816,0.201572
