source,grup_kod,name_tr,name_en
finturk,10001,SEKTÖR,Sector Total
finturk,10002,MEVDUAT,Deposit Banks
finturk,10003,KALKINMA VE YATIRIM,Development and Investment Banks
finturk,10004,KATILIM,Participation Banks
finturk,10005,YABANCI,Foreign Banks
finturk,10006,KAMU,Public Banks
finturk,10007,YERLİ ÖZEL,Domestic Private Banks
